,ts_code,symbol,name,area,industry,list_date
0,000004.SZ,000004,国华网安,深圳,软件服务,19910114
1,000006.SZ,000006,深振业A,深圳,区域地产,19920427
2,000010.SZ,000010,美丽生态,深圳,建筑工程,19951027
3,000011.SZ,000011,深物业A,深圳,区域地产,19920330
4,000014.SZ,000014,沙河股份,深圳,全国地产,19920602
5,000016.SZ,000016,深康佳A,深圳,家用电器,19920327
6,000017.SZ,000017,深中华A,深圳,文教休闲,19920331
