,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300416.SZ,20210812,23.01,23.22,22.47,22.57,23.06,-0.49,-2.1249,29534.81,67102.885
1,300416.SZ,20210811,23.31,23.98,22.88,23.06,23.5,-0.44,-1.8723,20219.5,46966.585
2,300416.SZ,20210810,22.7,23.85,22.65,23.5,22.88,0.62,2.7098,46601.28,108909.365
3,300416.SZ,20210809,22.87,23.29,22.56,22.88,22.82,0.06,0.2629,20758.45,47685.129
4,300416.SZ,20210806,23.15,23.61,22.75,22.82,23.02,-0.2,-0.8688,26451.25,61002.623
5,300416.SZ,20210805,24.22,24.22,22.98,23.02,23.96,-0.94,-3.9232,43349.25,101506.029
6,300416.SZ,20210804,23.52,24.15,23.42,23.96,23.53,0.43,1.8275,16078.7,38317.637
7,300416.SZ,20210803,24.0,24.49,23.4,23.53,24.13,-0.6,-2.4865,27188.75,64912.671
8,300416.SZ,20210802,23.31,24.42,23.1,24.13,23.36,0.77,3.2962,38326.99,91432.712
9,300416.SZ,20210730,23.98,23.98,22.89,23.36,23.36,0.0,0.0,25939.75,60423.021
10,300416.SZ,20210729,23.0,23.66,22.57,23.36,22.45,0.91,4.0535,33468.29,77880.184
11,300416.SZ,20210728,22.88,23.15,21.61,22.45,22.79,-0.34,-1.4919,31262.07,70443.564
12,300416.SZ,20210727,24.0,24.59,22.75,22.79,23.79,-1.0,-4.2034,72406.66,172820.915
13,300416.SZ,20210726,24.76,25.04,23.0,23.79,24.88,-1.09,-4.381,71551.07,169909.994
14,300416.SZ,20210723,25.5,26.09,24.48,24.88,25.66,-0.78,-3.0398,44078.65,110170.284
15,300416.SZ,20210722,25.0,25.72,24.45,25.66,24.89,0.77,3.0936,49351.06,124068.98
16,300416.SZ,20210721,24.69,25.18,24.36,24.89,24.45,0.44,1.7996,29670.44,73829.873
17,300416.SZ,20210720,24.84,24.84,23.97,24.45,24.94,-0.49,-1.9647,27631.47,67104.0
18,300416.SZ,20210719,25.15,25.4,24.33,24.94,25.01,-0.07,-0.2799,28041.42,69567.541
19,300416.SZ,20210716,24.96,25.43,24.12,25.01,24.65,0.36,1.4604,56661.1,141683.372
20,300416.SZ,20210715,24.78,25.2,23.73,24.65,24.87,-0.22,-0.8846,42117.02,102808.641
21,300416.SZ,20210714,26.35,26.95,24.7,24.87,26.16,-1.29,-4.9312,55660.75,141544.79
22,300416.SZ,20210713,26.38,27.16,25.52,26.16,26.36,-0.2,-0.7587,45599.37,119495.256
23,300416.SZ,20210712,25.3,26.95,25.05,26.36,25.2,1.16,4.6032,70838.26,186558.978
24,300416.SZ,20210709,25.4,25.6,24.88,25.2,25.51,-0.31,-1.2152,31858.42,80068.992
25,300416.SZ,20210708,24.3,25.62,23.88,25.51,24.38,1.13,4.6349,66501.0,165174.775
26,300416.SZ,20210707,23.45,24.75,22.9,24.38,23.73,0.65,2.7391,52790.09,126003.391
27,300416.SZ,20210706,23.56,23.98,23.12,23.73,23.59,0.14,0.5935,35131.86,82492.027
28,300416.SZ,20210705,23.25,23.7,22.9,23.59,22.92,0.67,2.9232,54992.89,127929.889
29,300416.SZ,20210702,24.0,24.84,22.7,22.92,23.9,-0.98,-4.1004,53699.73,125886.753
30,300416.SZ,20210701,23.59,24.15,23.02,23.9,22.9,1.0,4.3668,72434.08,172328.811
