,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600152.SH,20210812,10.05,10.24,9.92,10.14,10.14,0.0,0.0,122491.0,123296.127
1,600152.SH,20210811,10.18,10.35,9.91,10.14,10.17,-0.03,-0.295,141273.55,143563.724
2,600152.SH,20210810,10.47,10.73,10.04,10.17,10.5,-0.33,-3.1429,233883.87,240169.992
3,600152.SH,20210809,11.36,11.36,10.05,10.5,10.33,0.17,1.6457,390919.26,414870.563
4,600152.SH,20210806,9.41,10.33,9.41,10.33,9.39,0.94,10.0106,268919.36,272135.273
5,600152.SH,20210805,9.58,9.61,9.2,9.39,9.47,-0.08,-0.8448,76503.73,71321.396
6,600152.SH,20210804,9.2,9.58,9.13,9.47,9.18,0.29,3.159,99030.0,93046.683
7,600152.SH,20210803,9.36,9.46,9.16,9.18,9.36,-0.18,-1.9231,103998.2,96913.59
8,600152.SH,20210802,9.2,9.78,9.14,9.36,9.38,-0.02,-0.2132,149795.19,141404.015
9,600152.SH,20210730,8.9,9.48,8.68,9.38,8.84,0.54,6.1086,157334.25,145584.787
10,600152.SH,20210729,8.38,8.95,8.37,8.84,8.26,0.58,7.0218,150614.11,130559.386
11,600152.SH,20210728,8.76,8.9,8.04,8.26,8.93,-0.67,-7.5028,165007.53,137423.538
12,600152.SH,20210727,9.65,9.73,8.79,8.93,9.59,-0.66,-6.8822,158933.29,147539.506
13,600152.SH,20210726,9.99,10.0,9.33,9.59,9.88,-0.29,-2.9352,157417.5,151084.309
14,600152.SH,20210723,9.83,10.33,9.6,9.88,9.77,0.11,1.1259,250355.19,248917.952
15,600152.SH,20210722,9.46,9.8,9.32,9.77,9.47,0.3,3.1679,242321.01,232223.584
16,600152.SH,20210721,9.81,9.81,9.3,9.47,9.43,0.04,0.4242,301200.96,287175.64
17,600152.SH,20210720,8.46,9.43,8.4,9.43,8.57,0.86,10.035,114682.58,105880.384
18,600152.SH,20210719,8.8,8.89,8.45,8.57,8.76,-0.19,-2.1689,112581.0,97140.301
19,600152.SH,20210716,8.36,9.26,8.33,8.76,8.44,0.32,3.7915,178615.36,158299.068
20,600152.SH,20210715,8.57,8.6,8.18,8.44,8.58,-0.14,-1.6317,117463.5,98431.27
21,600152.SH,20210714,8.8,8.9,8.48,8.58,8.87,-0.29,-3.2694,123377.99,106440.017
22,600152.SH,20210713,8.9,8.91,8.66,8.87,8.9,-0.03,-0.3371,122224.12,107198.756
23,600152.SH,20210712,8.51,8.96,8.51,8.9,8.48,0.42,4.9528,178591.76,156522.05
24,600152.SH,20210709,8.35,8.59,8.22,8.48,8.35,0.13,1.5569,162870.21,137400.795
25,600152.SH,20210708,8.26,8.65,8.17,8.35,8.32,0.03,0.3606,163572.18,136928.255
26,600152.SH,20210707,8.14,8.5,8.06,8.32,8.22,0.1,1.2165,159235.11,132783.339
27,600152.SH,20210706,8.21,8.35,7.99,8.22,8.25,-0.03,-0.3636,124225.51,101512.862
28,600152.SH,20210705,8.27,8.47,8.13,8.25,8.36,-0.11,-1.3158,164084.51,135386.884
29,600152.SH,20210702,7.85,8.47,7.85,8.36,7.86,0.5,6.3613,229944.73,190136.068
30,600152.SH,20210701,8.11,8.11,7.86,7.86,8.11,-0.25,-3.0826,125617.0,100141.722
