,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600320.SH,20210812,3.47,3.52,3.41,3.51,3.46,0.05,1.4451,416923.75,144837.97
1,600320.SH,20210811,3.45,3.51,3.44,3.46,3.46,0.0,0.0,286580.94,99176.035
2,600320.SH,20210810,3.44,3.47,3.42,3.46,3.46,0.0,0.0,273458.26,94159.483
3,600320.SH,20210809,3.41,3.48,3.4,3.46,3.42,0.04,1.1696,273908.1,94568.411
4,600320.SH,20210806,3.37,3.47,3.36,3.42,3.37,0.05,1.4837,363660.34,124551.98
5,600320.SH,20210805,3.36,3.43,3.35,3.37,3.38,-0.01,-0.2959,349052.11,118277.829
6,600320.SH,20210804,3.33,3.42,3.31,3.38,3.32,0.06,1.8072,317145.83,106865.605
7,600320.SH,20210803,3.3,3.39,3.29,3.32,3.31,0.01,0.3021,363058.27,121231.312
8,600320.SH,20210802,3.23,3.32,3.17,3.31,3.23,0.08,2.4768,281862.06,92021.422
9,600320.SH,20210730,3.2,3.26,3.16,3.23,3.2,0.03,0.9375,141299.11,45369.33
10,600320.SH,20210729,3.24,3.24,3.2,3.2,3.22,-0.02,-0.6211,124919.39,40155.88
11,600320.SH,20210728,3.25,3.25,3.19,3.22,3.25,-0.03,-0.9231,187023.41,60091.753
12,600320.SH,20210727,3.29,3.31,3.24,3.25,3.29,-0.04,-1.2158,163979.49,53537.458
13,600320.SH,20210726,3.33,3.34,3.25,3.29,3.33,-0.04,-1.2012,179129.67,59114.679
14,600320.SH,20210723,3.36,3.39,3.3,3.33,3.36,-0.03,-0.8929,210701.43,70489.518
15,600320.SH,20210722,3.32,3.37,3.3,3.36,3.31,0.05,1.5106,247344.36,82755.262
16,600320.SH,20210721,3.28,3.33,3.27,3.31,3.28,0.03,0.9146,157307.48,52028.827
17,600320.SH,20210720,3.28,3.29,3.25,3.28,3.29,-0.01,-0.304,104114.4,33970.386
18,600320.SH,20210719,3.28,3.31,3.26,3.29,3.28,0.01,0.3049,119749.85,39424.232
19,600320.SH,20210716,3.23,3.32,3.22,3.28,3.22,0.06,1.8634,193225.21,63458.868
20,600320.SH,20210715,3.25,3.25,3.2,3.22,3.25,-0.03,-0.9231,156734.24,50472.543
21,600320.SH,20210714,3.3,3.3,3.25,3.25,3.3,-0.05,-1.5152,153165.7,50056.92
22,600320.SH,20210713,3.29,3.3,3.26,3.3,3.28,0.02,0.6098,138036.8,45322.738
23,600320.SH,20210712,3.31,3.32,3.27,3.28,3.29,-0.01,-0.304,172217.34,56752.399
24,600320.SH,20210709,3.26,3.3,3.25,3.29,3.26,0.03,0.9202,161303.03,52744.363
25,600320.SH,20210708,3.3,3.31,3.26,3.26,3.3,-0.04,-1.2121,131783.55,43153.161
26,600320.SH,20210707,3.27,3.32,3.26,3.3,3.29,0.01,0.304,148442.36,48794.27
27,600320.SH,20210706,3.33,3.34,3.26,3.29,3.33,-0.04,-1.2012,229528.87,75490.671
28,600320.SH,20210705,3.35,3.38,3.32,3.33,3.37,-0.04,-1.1869,215744.05,72047.182
29,600320.SH,20210702,3.28,3.42,3.27,3.37,3.3,0.07,2.1212,385238.64,128512.84
30,600320.SH,20210701,3.42,3.43,3.3,3.3,3.39,-0.09,-2.6549,423365.61,142152.437
