,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002094.SZ,20210812,5.79,5.79,5.56,5.57,5.81,-0.24,-4.1308,209492.24,117886.079
1,002094.SZ,20210811,5.6,5.95,5.58,5.81,5.6,0.21,3.75,310415.1,179393.291
2,002094.SZ,20210810,5.5,5.67,5.41,5.6,5.56,0.04,0.7194,338422.72,188957.01
3,002094.SZ,20210809,5.08,5.58,5.01,5.56,5.13,0.43,8.3821,422958.29,226031.6
4,002094.SZ,20210806,4.76,5.19,4.7,5.13,4.76,0.37,7.7731,275521.1,137541.712
5,002094.SZ,20210805,4.77,4.8,4.7,4.76,4.78,-0.02,-0.4184,77055.0,36638.711
6,002094.SZ,20210804,4.78,4.82,4.7,4.78,4.78,0.0,0.0,93625.4,44442.827
7,002094.SZ,20210803,4.7,4.83,4.66,4.78,4.71,0.07,1.4862,123234.4,58805.627
8,002094.SZ,20210802,4.72,4.77,4.64,4.71,4.67,0.04,0.8565,103764.52,48874.458
9,002094.SZ,20210730,4.56,4.72,4.49,4.67,4.55,0.12,2.6374,135983.0,62765.931
10,002094.SZ,20210729,4.45,4.62,4.4,4.55,4.38,0.17,3.8813,216913.69,98555.317
11,002094.SZ,20210728,4.71,4.75,4.34,4.38,4.77,-0.39,-8.1761,228982.13,102231.577
12,002094.SZ,20210727,4.81,4.94,4.75,4.77,4.8,-0.03,-0.625,171992.52,83250.658
13,002094.SZ,20210726,4.9,4.9,4.74,4.8,4.89,-0.09,-1.8405,170183.5,81822.617
14,002094.SZ,20210723,4.95,5.01,4.85,4.89,4.96,-0.07,-1.4113,163231.01,80253.96
15,002094.SZ,20210722,4.97,5.05,4.91,4.96,4.97,-0.01,-0.2012,190641.0,94948.379
16,002094.SZ,20210721,5.1,5.18,4.96,4.97,5.14,-0.17,-3.3074,277711.3,139548.195
17,002094.SZ,20210720,5.02,5.29,4.69,5.14,5.06,0.08,1.581,464265.2,230862.475
18,002094.SZ,20210719,5.01,5.16,4.98,5.06,5.0,0.06,1.2,276226.72,139919.574
19,002094.SZ,20210716,5.03,5.2,4.94,5.0,4.98,0.02,0.4016,329338.7,166136.958
20,002094.SZ,20210715,5.0,5.04,4.91,4.98,4.95,0.03,0.6061,223110.32,110820.447
21,002094.SZ,20210714,4.98,5.07,4.92,4.95,4.97,-0.02,-0.4024,315699.54,157625.287
22,002094.SZ,20210713,5.02,5.14,4.94,4.97,5.01,-0.04,-0.7984,415208.59,208626.755
23,002094.SZ,20210712,5.0,5.2,4.94,5.01,5.08,-0.07,-1.378,503083.72,253476.153
24,002094.SZ,20210709,5.07,5.39,5.02,5.08,5.28,-0.2,-3.7879,992389.07,515914.596
25,002094.SZ,20210708,4.98,5.28,4.9,5.28,4.8,0.48,10.0,592856.12,311061.349
26,002094.SZ,20210707,4.37,4.8,4.37,4.8,4.36,0.44,10.0917,379874.77,177065.978
27,002094.SZ,20210706,4.25,4.4,4.2,4.36,4.25,0.11,2.5882,191331.7,83092.485
28,002094.SZ,20210705,4.06,4.27,4.03,4.25,4.09,0.16,3.912,164020.57,67992.699
29,002094.SZ,20210702,3.98,4.11,3.95,4.09,4.02,0.07,1.7413,119119.52,48098.386
30,002094.SZ,20210701,4.1,4.16,4.02,4.02,4.15,-0.13,-3.1325,187535.11,76771.309
