,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300656.SZ,20210812,57.26,57.6,53.15,53.4,59.05,-5.65,-9.5682,98155.23,540735.12
1,300656.SZ,20210811,49.0,59.05,48.58,59.05,49.21,9.84,19.9959,120335.36,649468.476
2,300656.SZ,20210810,50.35,51.8,47.88,49.21,50.34,-1.13,-2.2447,73584.45,368509.815
3,300656.SZ,20210809,52.01,52.58,49.34,50.34,52.22,-1.88,-3.6002,68076.15,342445.419
4,300656.SZ,20210806,56.28,56.99,51.08,52.22,56.13,-3.91,-6.966,81260.72,427890.509
5,300656.SZ,20210805,57.5,59.67,55.45,56.13,60.06,-3.93,-6.5435,80294.59,453051.522
6,300656.SZ,20210804,57.48,62.0,56.68,60.06,59.49,0.57,0.9581,102183.56,600897.049
7,300656.SZ,20210803,56.13,63.0,54.54,59.49,52.7,6.79,12.8843,126750.9,745172.906
8,300656.SZ,20210802,46.41,52.7,44.85,52.7,43.92,8.78,19.9909,132667.26,664558.279
9,300656.SZ,20210730,37.1,43.92,37.1,43.92,36.6,7.32,20.0,100988.34,420317.868
10,300656.SZ,20210729,35.19,38.2,34.95,36.6,34.65,1.95,5.6277,84821.16,308098.155
11,300656.SZ,20210728,35.27,35.88,32.8,34.65,38.48,-3.83,-9.9532,97794.29,337691.467
12,300656.SZ,20210727,32.35,38.6,32.35,38.48,32.17,6.31,19.6145,122220.27,453844.135
13,300656.SZ,20210726,31.86,33.1,31.01,32.17,32.04,0.13,0.4057,24211.37,77803.105
14,300656.SZ,20210723,33.0,33.0,31.7,32.04,33.12,-1.08,-3.2609,23586.78,75915.167
15,300656.SZ,20210722,30.96,33.33,30.2,33.12,31.89,1.23,3.857,37473.41,119993.28
16,300656.SZ,20210721,31.5,32.4,31.17,31.89,31.4,0.49,1.5605,18919.49,60192.145
17,300656.SZ,20210720,30.22,31.57,30.22,31.4,30.7,0.7,2.2801,14191.64,43999.938
18,300656.SZ,20210719,30.55,31.34,29.73,30.7,30.37,0.33,1.0866,17061.5,52648.465
19,300656.SZ,20210716,30.68,31.57,30.22,30.37,30.67,-0.3,-0.9782,17998.2,55839.228
20,300656.SZ,20210715,31.3,31.89,30.15,30.67,31.53,-0.86,-2.7276,18914.03,57958.687
21,300656.SZ,20210714,31.16,31.96,30.5,31.53,31.72,-0.19,-0.599,23318.5,73075.279
22,300656.SZ,20210713,33.17,33.45,30.93,31.72,33.48,-1.76,-5.2569,34249.3,109373.541
23,300656.SZ,20210712,33.49,33.98,32.01,33.48,33.49,-0.01,-0.0299,25713.8,85442.962
24,300656.SZ,20210709,34.15,34.5,32.58,33.49,33.92,-0.43,-1.2677,29926.4,99568.055
25,300656.SZ,20210708,33.0,34.58,32.75,33.92,33.24,0.68,2.0457,32677.06,110564.489
26,300656.SZ,20210707,31.83,33.56,31.43,33.24,32.51,0.73,2.2455,31560.83,103555.367
27,300656.SZ,20210706,33.4,34.15,32.0,32.51,33.55,-1.04,-3.0999,35770.3,117944.976
28,300656.SZ,20210705,33.27,34.53,32.33,33.55,32.46,1.09,3.358,33348.56,110590.558
29,300656.SZ,20210702,31.77,32.93,31.55,32.46,31.66,0.8,2.5268,25612.77,82926.849
30,300656.SZ,20210701,33.85,34.18,31.65,31.66,33.85,-2.19,-6.4697,39540.21,128836.54
