,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688108.SH,20210812,10.27,10.42,10.15,10.17,10.27,-0.1,-0.9737,24901.97,25512.331
1,688108.SH,20210811,10.5,10.54,10.15,10.27,10.48,-0.21,-2.0038,33777.88,34618.014
2,688108.SH,20210810,10.43,10.68,10.23,10.48,10.46,0.02,0.1912,30937.66,32388.271
3,688108.SH,20210809,10.21,10.51,10.15,10.46,10.29,0.17,1.6521,35923.28,37282.187
4,688108.SH,20210806,10.4,10.51,10.1,10.29,10.48,-0.19,-1.813,42030.31,43027.969
5,688108.SH,20210805,10.53,11.14,10.47,10.48,10.66,-0.18,-1.6886,55179.74,58984.658
6,688108.SH,20210804,10.58,10.85,10.44,10.66,10.86,-0.2,-1.8416,69391.33,73487.243
7,688108.SH,20210803,11.2,11.59,10.7,10.86,11.43,-0.57,-4.9869,145623.44,161701.537
8,688108.SH,20210802,9.9,11.46,9.87,11.43,9.55,1.88,19.6859,196798.17,216211.267
9,688108.SH,20210730,9.11,9.66,9.11,9.55,9.24,0.31,3.355,36004.17,33977.33
10,688108.SH,20210729,9.16,9.46,9.13,9.24,9.1,0.14,1.5385,22205.77,20584.029
11,688108.SH,20210728,9.37,9.37,9.03,9.1,9.4,-0.3,-3.1915,27715.0,25352.589
12,688108.SH,20210727,9.0,9.84,9.0,9.4,9.05,0.35,3.8674,66363.3,62552.635
13,688108.SH,20210726,9.55,9.55,8.8,9.05,9.52,-0.47,-4.937,57417.57,51949.77
14,688108.SH,20210723,9.7,9.77,9.27,9.52,9.66,-0.14,-1.4493,37472.69,35534.177
15,688108.SH,20210722,9.73,9.81,9.49,9.66,9.8,-0.14,-1.4286,32056.98,30875.947
16,688108.SH,20210721,9.31,9.91,9.31,9.8,9.6,0.2,2.0833,47756.03,46551.224
17,688108.SH,20210720,9.5,9.84,9.5,9.6,9.52,0.08,0.8403,36841.6,35723.252
18,688108.SH,20210719,9.76,9.81,9.3,9.52,9.67,-0.15,-1.5512,31385.04,29806.146
19,688108.SH,20210716,9.59,10.0,9.59,9.67,9.7,-0.03,-0.3093,42008.95,41298.963
20,688108.SH,20210715,10.36,10.38,9.56,9.7,10.44,-0.74,-7.0881,70227.73,68788.851
21,688108.SH,20210714,10.79,10.79,10.33,10.44,10.81,-0.37,-3.4228,37427.59,39579.502
22,688108.SH,20210713,10.48,10.85,10.38,10.81,10.48,0.33,3.1489,37462.68,39827.58
23,688108.SH,20210712,10.34,10.56,10.28,10.48,10.31,0.17,1.6489,30989.65,32304.505
24,688108.SH,20210709,10.53,10.57,10.14,10.31,10.53,-0.22,-2.0893,33922.62,34838.714
25,688108.SH,20210708,10.61,10.75,10.3,10.53,10.59,-0.06,-0.5666,40928.01,42934.29
26,688108.SH,20210707,10.5,10.69,10.36,10.59,10.51,0.08,0.7612,41466.75,43799.173
27,688108.SH,20210706,11.29,11.29,10.31,10.51,11.19,-0.68,-6.0769,60275.27,64434.0
28,688108.SH,20210705,11.24,11.47,11.09,11.19,11.26,-0.07,-0.6217,41365.75,46524.782
29,688108.SH,20210702,11.06,11.57,10.9,11.26,11.08,0.18,1.6245,69518.93,78756.953
30,688108.SH,20210701,11.0,11.36,10.93,11.08,10.94,0.14,1.2797,57386.58,64017.202
