,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688076.SH,20210812,60.5,64.4,59.05,63.32,60.38,2.94,4.8692,28055.18,173830.143
1,688076.SH,20210811,59.99,61.96,59.58,60.38,59.79,0.59,0.9868,17482.92,106308.231
2,688076.SH,20210810,61.15,62.49,59.0,59.79,61.9,-2.11,-3.4087,21669.11,130468.16
3,688076.SH,20210809,59.0,63.0,59.0,61.9,60.14,1.76,2.9265,20550.54,126909.817
4,688076.SH,20210806,62.38,63.38,59.07,60.14,61.95,-1.81,-2.9217,32426.35,197674.648
5,688076.SH,20210805,58.11,63.35,58.1,61.95,58.65,3.3,5.6266,37546.52,231718.907
6,688076.SH,20210804,56.45,59.65,55.45,58.65,56.7,1.95,3.4392,26883.86,156619.286
7,688076.SH,20210803,55.1,57.89,54.1,56.7,55.2,1.5,2.7174,28871.5,163451.35
8,688076.SH,20210802,52.27,55.43,50.08,55.2,52.11,3.09,5.9298,28955.2,154255.807
9,688076.SH,20210730,52.1,52.75,50.88,52.11,52.9,-0.79,-1.4934,12571.97,64849.876
10,688076.SH,20210729,53.05,53.51,52.02,52.9,52.36,0.54,1.0313,14507.46,76423.444
11,688076.SH,20210728,51.3,53.8,49.7,52.36,51.0,1.36,2.6667,15247.74,79298.902
12,688076.SH,20210727,50.7,52.97,50.62,51.0,50.74,0.26,0.5124,18201.09,94268.872
13,688076.SH,20210726,53.0,53.52,49.33,50.74,54.13,-3.39,-6.2627,25983.65,132580.189
14,688076.SH,20210723,56.58,56.72,53.38,54.13,56.43,-2.3,-4.0758,22074.42,120378.512
15,688076.SH,20210722,57.85,58.55,56.17,56.43,57.7,-1.27,-2.201,17180.86,97445.87
16,688076.SH,20210721,57.08,58.02,56.7,57.7,57.02,0.68,1.1926,15145.22,86916.482
17,688076.SH,20210720,57.15,58.65,56.9,57.02,56.9,0.12,0.2109,15603.76,89905.886
18,688076.SH,20210719,56.89,57.9,56.28,56.9,56.88,0.02,0.0352,11383.05,65007.091
19,688076.SH,20210716,58.8,59.87,56.7,56.88,59.4,-2.52,-4.2424,19119.49,110155.456
20,688076.SH,20210715,58.9,59.46,56.5,59.4,59.29,0.11,0.1855,20163.3,116921.193
21,688076.SH,20210714,58.48,60.64,58.46,59.29,58.86,0.43,0.7305,23194.29,138207.781
22,688076.SH,20210713,60.8,61.2,57.52,58.86,61.39,-2.53,-4.1212,34700.72,204611.831
23,688076.SH,20210712,58.18,61.5,56.85,61.39,58.35,3.04,5.2099,35825.53,215589.142
24,688076.SH,20210709,56.52,58.49,56.52,58.35,56.73,1.62,2.8556,30895.61,178328.974
25,688076.SH,20210708,60.46,60.46,55.58,56.73,60.1,-3.37,-5.6073,48268.92,278160.449
26,688076.SH,20210707,60.68,63.1,59.15,60.1,62.01,-1.91,-3.0801,61310.59,374531.211
27,688076.SH,20210706,70.15,70.72,61.71,62.01,70.5,-8.49,-12.0426,53492.1,347686.059
28,688076.SH,20210705,70.7,71.38,69.23,70.5,71.97,-1.47,-2.0425,17923.79,125909.084
29,688076.SH,20210702,72.7,74.27,70.8,71.97,72.81,-0.84,-1.1537,24661.9,178577.503
30,688076.SH,20210701,68.75,75.74,68.25,72.81,68.21,4.6,6.7439,39188.88,284643.867
