,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002033.SZ,20210812,5.73,5.8,5.72,5.76,5.72,0.04,0.6993,25765.51,14816.964
1,002033.SZ,20210811,5.76,5.83,5.72,5.72,5.79,-0.07,-1.209,25648.48,14796.028
2,002033.SZ,20210810,5.74,5.79,5.71,5.79,5.74,0.05,0.8711,22876.25,13174.346
3,002033.SZ,20210809,5.72,5.75,5.68,5.74,5.71,0.03,0.5254,25944.97,14868.055
4,002033.SZ,20210806,5.73,5.73,5.67,5.71,5.75,-0.04,-0.6957,15837.47,9014.566
5,002033.SZ,20210805,5.6,5.78,5.57,5.75,5.62,0.13,2.3132,43703.99,25015.736
6,002033.SZ,20210804,5.64,5.68,5.58,5.62,5.66,-0.04,-0.7067,19275.5,10843.866
7,002033.SZ,20210803,5.59,5.79,5.56,5.66,5.59,0.07,1.2522,42513.79,24138.22
8,002033.SZ,20210802,5.53,5.62,5.35,5.59,5.59,0.0,0.0,50454.9,27809.741
9,002033.SZ,20210730,5.7,5.72,5.55,5.59,5.73,-0.14,-2.4433,41345.07,23149.734
10,002033.SZ,20210729,5.75,5.85,5.7,5.73,5.76,-0.03,-0.5208,38716.86,22241.639
11,002033.SZ,20210728,5.93,5.94,5.72,5.76,5.93,-0.17,-2.8668,46637.2,27091.783
12,002033.SZ,20210727,6.01,6.05,5.92,5.93,6.0,-0.07,-1.1667,28356.4,16969.411
13,002033.SZ,20210726,6.11,6.11,5.97,6.0,6.13,-0.13,-2.1207,45617.29,27501.682
14,002033.SZ,20210723,6.15,6.18,6.1,6.13,6.16,-0.03,-0.487,30876.33,18926.274
15,002033.SZ,20210722,6.11,6.17,6.07,6.16,6.12,0.04,0.6536,24641.67,15081.083
16,002033.SZ,20210721,6.19,6.19,6.08,6.12,6.16,-0.04,-0.6494,36937.78,22604.537
17,002033.SZ,20210720,6.14,6.19,6.12,6.16,6.17,-0.01,-0.1621,27587.72,16986.038
18,002033.SZ,20210719,6.09,6.18,6.03,6.17,6.09,0.08,1.3136,46145.45,28291.004
19,002033.SZ,20210716,6.03,6.1,6.02,6.09,6.06,0.03,0.495,28362.84,17184.188
20,002033.SZ,20210715,6.04,6.09,6.02,6.06,6.03,0.03,0.4975,22077.79,13338.209
21,002033.SZ,20210714,6.14,6.14,6.01,6.03,6.12,-0.09,-1.4706,26813.1,16282.732
22,002033.SZ,20210713,6.07,6.13,6.05,6.12,6.09,0.03,0.4926,27504.99,16789.408
23,002033.SZ,20210712,6.05,6.11,6.02,6.09,6.04,0.05,0.8278,28483.24,17293.078
24,002033.SZ,20210709,5.94,6.06,5.91,6.04,5.96,0.08,1.3423,31734.34,19025.799
25,002033.SZ,20210708,6.1,6.11,5.94,5.96,6.09,-0.13,-2.1346,70803.88,42422.818
26,002033.SZ,20210707,6.2,6.22,6.08,6.09,6.2,-0.11,-1.7742,55663.53,34112.554
27,002033.SZ,20210706,6.16,6.22,6.13,6.2,6.16,0.04,0.6494,24565.73,15163.762
28,002033.SZ,20210705,6.16,6.2,6.1,6.16,6.19,-0.03,-0.4847,31117.0,19124.264
29,002033.SZ,20210702,6.24,6.24,6.17,6.19,6.23,-0.04,-0.6421,39339.19,24404.423
30,002033.SZ,20210701,6.29,6.31,6.23,6.23,6.3,-0.07,-1.1111,40249.92,25230.763
