,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300201.SZ,20210812,4.37,4.78,4.26,4.78,3.98,0.8,20.1005,876917.59,404605.056
1,300201.SZ,20210811,3.8,4.0,3.75,3.98,3.84,0.14,3.6458,527868.47,205547.513
2,300201.SZ,20210810,3.8,3.92,3.79,3.84,3.83,0.01,0.2611,278142.24,107056.211
3,300201.SZ,20210809,3.97,3.98,3.82,3.83,3.97,-0.14,-3.5264,296881.29,114735.259
4,300201.SZ,20210806,3.97,4.05,3.91,3.97,4.03,-0.06,-1.4888,434062.91,171844.957
5,300201.SZ,20210805,3.84,4.2,3.73,4.03,3.84,0.19,4.9479,798113.3,320611.047
6,300201.SZ,20210804,3.78,3.93,3.77,3.84,3.78,0.06,1.5873,324536.4,125083.428
7,300201.SZ,20210803,3.97,3.98,3.74,3.78,4.01,-0.23,-5.7357,521479.26,200315.25
8,300201.SZ,20210802,3.85,4.11,3.81,4.01,3.81,0.2,5.2493,677701.73,267121.577
9,300201.SZ,20210730,3.62,3.94,3.6,3.81,3.68,0.13,3.5326,557901.55,212397.517
10,300201.SZ,20210729,3.64,3.84,3.58,3.68,3.57,0.11,3.0812,505456.59,187680.858
11,300201.SZ,20210728,3.7,3.71,3.46,3.57,3.8,-0.23,-6.0526,428594.67,153069.446
12,300201.SZ,20210727,3.88,3.95,3.72,3.8,3.8,0.0,0.0,559470.1,213858.09
13,300201.SZ,20210726,3.81,3.92,3.74,3.8,3.94,-0.14,-3.5533,570681.68,218413.61
14,300201.SZ,20210723,4.13,4.2,3.89,3.94,4.23,-0.29,-6.8558,1003918.52,402034.09
15,300201.SZ,20210722,4.5,4.65,4.14,4.23,4.16,0.07,1.6827,1664108.66,731534.004
16,300201.SZ,20210721,3.5,4.16,3.42,4.16,3.47,0.69,19.8847,997890.09,378802.122
17,300201.SZ,20210720,3.29,3.47,3.24,3.47,3.33,0.14,4.2042,373598.74,125560.156
18,300201.SZ,20210719,3.36,3.37,3.28,3.33,3.4,-0.07,-2.0588,207353.94,68714.44
19,300201.SZ,20210716,3.32,3.48,3.28,3.4,3.35,0.05,1.4925,343351.61,116379.053
20,300201.SZ,20210715,3.27,3.35,3.21,3.35,3.28,0.07,2.1341,215748.21,70945.863
21,300201.SZ,20210714,3.36,3.44,3.26,3.28,3.41,-0.13,-3.8123,286210.43,95044.043
22,300201.SZ,20210713,3.27,3.42,3.23,3.41,3.27,0.14,4.2813,380904.09,127480.681
23,300201.SZ,20210712,3.26,3.33,3.23,3.27,3.26,0.01,0.3067,216723.12,70947.797
24,300201.SZ,20210709,3.24,3.35,3.22,3.26,3.28,-0.02,-0.6098,257625.18,84005.652
25,300201.SZ,20210708,3.1,3.33,3.05,3.28,3.1,0.18,5.8065,484031.95,155831.003
26,300201.SZ,20210707,3.11,3.12,3.05,3.1,3.11,-0.01,-0.3215,114373.66,35240.882
27,300201.SZ,20210706,3.13,3.14,3.06,3.11,3.11,0.0,0.0,114157.21,35329.18
28,300201.SZ,20210705,3.02,3.12,3.01,3.11,3.01,0.1,3.3223,155716.67,47885.579
29,300201.SZ,20210702,2.98,3.02,2.93,3.01,2.96,0.05,1.6892,118918.27,35406.566
30,300201.SZ,20210701,3.04,3.07,2.93,2.96,3.05,-0.09,-2.9508,202055.25,60431.184
