,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002639.SZ,20210812,8.67,8.68,8.15,8.2,8.67,-0.47,-5.421,1238478.87,1033907.394
1,002639.SZ,20210811,8.2,8.67,7.99,8.67,7.88,0.79,10.0254,1247089.49,1041855.178
2,002639.SZ,20210810,7.64,8.15,7.64,7.88,7.88,0.0,0.0,694007.62,551626.108
3,002639.SZ,20210809,8.2,8.58,7.86,7.88,7.83,0.05,0.6386,833370.92,674384.049
4,002639.SZ,20210806,7.64,8.14,7.6,7.83,7.69,0.14,1.8205,531207.23,420351.919
5,002639.SZ,20210805,7.64,7.95,7.52,7.69,7.66,0.03,0.3916,509989.04,395380.744
6,002639.SZ,20210804,7.59,7.75,7.51,7.66,7.44,0.22,2.957,502159.06,383627.547
7,002639.SZ,20210803,7.44,7.65,7.4,7.44,7.46,-0.02,-0.2681,458921.59,345076.626
8,002639.SZ,20210802,7.2,7.51,7.17,7.46,7.23,0.23,3.1812,491493.41,363747.693
9,002639.SZ,20210730,6.88,7.29,6.79,7.23,6.91,0.32,4.631,391980.7,276911.754
10,002639.SZ,20210729,6.86,6.96,6.77,6.91,6.76,0.15,2.2189,213775.37,146604.999
11,002639.SZ,20210728,7.06,7.14,6.7,6.76,7.12,-0.36,-5.0562,296093.55,202726.444
12,002639.SZ,20210727,7.51,7.55,7.11,7.12,7.47,-0.35,-4.6854,338569.62,247339.772
13,002639.SZ,20210726,7.39,7.55,7.09,7.47,7.42,0.05,0.6739,418612.52,309056.394
14,002639.SZ,20210723,7.34,7.67,7.32,7.42,7.39,0.03,0.406,415104.29,310997.324
15,002639.SZ,20210722,7.34,7.58,7.32,7.39,7.43,-0.04,-0.5384,410339.38,306100.605
16,002639.SZ,20210721,7.5,7.61,7.35,7.43,7.55,-0.12,-1.5894,527788.65,393135.941
17,002639.SZ,20210720,6.97,7.63,6.9,7.55,7.16,0.39,5.4469,674919.39,500471.522
18,002639.SZ,20210719,7.21,7.56,7.13,7.16,7.03,0.13,1.8492,452753.4,331319.099
19,002639.SZ,20210716,6.94,7.21,6.89,7.03,6.94,0.09,1.2968,258773.83,182816.112
20,002639.SZ,20210715,7.0,7.02,6.76,6.94,7.0,-0.06,-0.8571,198578.08,136650.638
21,002639.SZ,20210714,7.16,7.18,6.97,7.0,7.16,-0.16,-2.2346,207257.57,146042.539
22,002639.SZ,20210713,7.12,7.28,7.06,7.16,7.12,0.04,0.5618,248077.65,177909.574
23,002639.SZ,20210712,7.05,7.17,6.96,7.12,7.02,0.1,1.4245,240181.58,170291.547
24,002639.SZ,20210709,6.8,7.03,6.73,7.02,6.89,0.13,1.8868,225665.96,156290.459
25,002639.SZ,20210708,6.87,7.04,6.82,6.89,6.88,0.01,0.1453,217485.06,150535.679
26,002639.SZ,20210707,6.7,6.9,6.66,6.88,6.73,0.15,2.2288,192082.0,130792.826
27,002639.SZ,20210706,6.7,6.79,6.64,6.73,6.7,0.03,0.4478,101226.52,67981.341
28,002639.SZ,20210705,6.62,6.72,6.6,6.7,6.64,0.06,0.9036,87101.24,58046.434
29,002639.SZ,20210702,6.83,6.83,6.62,6.64,6.79,-0.15,-2.2091,133062.0,88940.983
30,002639.SZ,20210701,6.98,6.98,6.76,6.79,7.0,-0.21,-3.0,163541.06,112149.247
