,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002526.SZ,20210812,2.01,2.02,2.0,2.02,2.01,0.01,0.4975,157355.15,31605.527
1,002526.SZ,20210811,2.01,2.02,2.0,2.01,2.01,0.0,0.0,166525.84,33454.91
2,002526.SZ,20210810,2.0,2.02,1.99,2.01,2.0,0.01,0.5,157432.44,31598.5
3,002526.SZ,20210809,1.98,2.03,1.97,2.0,1.99,0.01,0.5025,170661.0,34190.484
4,002526.SZ,20210806,1.99,2.0,1.98,1.99,2.01,-0.02,-0.995,153669.07,30581.946
5,002526.SZ,20210805,1.96,2.02,1.95,2.01,1.97,0.04,2.0305,284660.87,56439.267
6,002526.SZ,20210804,1.95,1.98,1.94,1.97,1.96,0.01,0.5102,113664.25,22302.093
7,002526.SZ,20210803,1.97,1.99,1.95,1.96,1.98,-0.02,-1.0101,150847.16,29682.397
8,002526.SZ,20210802,1.91,1.99,1.9,1.98,1.92,0.06,3.125,249430.43,48661.092
9,002526.SZ,20210730,1.9,1.92,1.88,1.92,1.91,0.01,0.5236,125363.04,23847.616
10,002526.SZ,20210729,1.92,1.93,1.9,1.91,1.9,0.01,0.5263,141384.42,27021.165
11,002526.SZ,20210728,1.95,1.96,1.9,1.9,1.95,-0.05,-2.5641,179514.24,34444.97
12,002526.SZ,20210727,1.97,1.98,1.95,1.95,1.97,-0.02,-1.0152,111375.43,21853.964
13,002526.SZ,20210726,2.0,2.0,1.95,1.97,2.0,-0.03,-1.5,168162.41,33274.734
14,002526.SZ,20210723,2.0,2.01,1.99,2.0,2.01,-0.01,-0.4975,134023.47,26792.85
15,002526.SZ,20210722,2.01,2.02,1.99,2.01,2.01,0.0,0.0,156228.51,31307.219
16,002526.SZ,20210721,1.99,2.01,1.99,2.01,1.99,0.02,1.005,121376.9,24263.466
17,002526.SZ,20210720,2.0,2.0,1.97,1.99,2.0,-0.01,-0.5,141944.06,28152.446
18,002526.SZ,20210719,2.01,2.02,1.99,2.0,2.02,-0.02,-0.9901,144474.77,28917.553
19,002526.SZ,20210716,2.02,2.03,2.0,2.02,2.02,0.0,0.0,203578.11,40948.685
20,002526.SZ,20210715,2.04,2.04,2.01,2.02,2.04,-0.02,-0.9804,176658.94,35660.068
21,002526.SZ,20210714,2.03,2.05,2.01,2.04,2.03,0.01,0.4926,199632.38,40594.33
22,002526.SZ,20210713,2.04,2.04,2.02,2.03,2.04,-0.01,-0.4902,109467.25,22199.333
23,002526.SZ,20210712,2.03,2.05,2.03,2.04,2.04,0.0,0.0,108545.37,22080.12
24,002526.SZ,20210709,2.01,2.04,1.99,2.04,2.02,0.02,0.9901,141214.75,28409.188
25,002526.SZ,20210708,2.03,2.04,2.01,2.02,2.03,-0.01,-0.4926,111115.3,22465.113
26,002526.SZ,20210707,2.04,2.04,2.02,2.03,2.04,-0.01,-0.4902,100329.38,20364.855
27,002526.SZ,20210706,2.04,2.05,2.02,2.04,2.04,0.0,0.0,91409.64,18608.475
28,002526.SZ,20210705,2.03,2.05,2.02,2.04,2.02,0.02,0.9901,93109.46,18973.18
29,002526.SZ,20210702,2.03,2.04,2.01,2.02,2.02,0.0,0.0,124413.34,25151.507
30,002526.SZ,20210701,2.07,2.08,2.01,2.02,2.07,-0.05,-2.4155,227492.78,46474.492
