trade_date,open,close,high,low
2021-12-05,163.28,160.12,166.98,159.44
2021-11-28,164.65,164.93,172.41,163.7
2021-11-21,164.01,164.65,176.5,163.64
2021-11-14,167.27,164.78,170.15,163.47
2021-11-07,168.5,168.22,173.87,164.3
2021-10-31,174.98,166.0,176.76,156.37
2021-10-24,177.0,173.96,177.0,166.18
2021-10-17,195.34,183.66,201.0,179.0
2021-10-10,185.99,195.35,198.0,185.0
2021-10-03,188.98,185.82,198.88,179.61
2021-09-26,165.0,189.19,195.95,164.18
2021-09-19,175.73,171.0,182.34,162.5
2021-09-12,172.62,175.18,187.47,172.01
2021-09-05,178.67,173.49,189.96,166.88
2021-08-29,192.59,189.24,206.09,186.5
2021-08-22,210.0,192.25,224.15,187.76
2021-08-15,209.0,210.0,225.8,203.0
2021-08-08,222.9,217.47,238.59,201.0
2021-08-01,270.0,229.01,270.0,215.0
2021-07-25,294.0,277.0,307.0,274.9
2021-07-18,282.7181,299.0,307.0838,272.7281
2021-07-11,278.1627,284.0168,314.6763,264.7361
2021-07-04,269.7311,279.0318,305.935,262.7181
2021-06-27,245.5552,268.5423,270.2206,241.75900000000001
2021-06-20,238.752,245.0557,247.743,219.9807
2021-06-13,229.7709,240.74,243.2575,219.7809
2021-06-06,249.75099999999998,244.75599999999997,277.0538,231.7689
2021-05-30,217.7429,251.0997,257.4233,214.7859
2021-05-23,210.1804,218.9917,236.2944,210.0905
2021-05-16,190.0106,212.8877,220.1105,187.4931
2021-05-09,209.0016,188.9616,219.7809,187.9226
2021-05-02,188.8118,208.2923,214.636,187.8227
2021-04-25,170.3701,190.61,197.8028,168.2123
2021-04-18,178.7018,172.6479,186.6139,168.7318
2021-04-11,164.0464,179.2213,185.6849,159.8406
2021-04-04,152.6678,164.8257,170.8297,151.5489
2021-03-28,151.8486,152.6378,156.494,139.9105
2021-03-21,147.5529,149.6508,156.504,138.3021
2021-03-14,152.1283,146.9035,154.3062,132.9774
2021-03-07,161.5889,149.9605,168.6319,144.2562
2021-02-28,192.8078,160.3401,203.6669,153.8466
2021-02-21,215.5851,192.3083,229.2215,188.6919
2021-02-14,184.6359,208.8018,217.1235,176.7038
2021-02-07,182.3981,183.4671,202.0785,175.8247
2021-01-31,195.9047,185.8847,204.3962,174.0565
2021-01-24,154.5359,191.8088,192.2184,146.6238
2021-01-17,145.8546,154.1563,171.3292,145.8546
2021-01-10,145.2452,137.8126,155.4051,135.7646
2021-01-03,145.7547,146.43,147.64,134.8655
2020-12-27,156.5439,147.66,161.69,145.445
2020-12-20,140.2202,156.1743,159.3,138.8616
2020-12-13,146.6638,138.1423,147.79,135.405
2020-12-06,149.7507,146.6538,154.88,143.5968
2020-11-29,161.14,148.07,161.15,140.7597
2020-11-22,168.7,159.8506,173.98,153.7967
2020-11-15,154.96,161.7,163.2,150.7297
2020-11-08,140.13,153.9365,168.58,138.5219
2020-11-01,127.5,139.6,143.0,125.8945
2020-10-25,139.0,129.1113,141.38,127.5728
2020-10-18,138.1623,137.3531,145.22,136.0643
