,trade_date,open,close,high,low
323,20240512,7.42,8.12,8.35,7.34
322,20240505,7.12,7.27,7.43,6.84
321,20240428,6.65,7.0,7.0,6.31
320,20240421,6.52,6.73,6.93,6.05
319,20240414,6.04,6.45,6.49,6.04
318,20240407,6.07,6.07,6.1,5.98
317,20240331,5.94,6.05,6.05,5.8
316,20240324,6.06,5.95,6.12,5.91
315,20240317,5.75,6.08,6.12,5.71
314,20240310,5.86,5.78,5.9,5.66
313,20240303,5.8,5.75,5.97,5.53
312,20240225,5.53,5.69,5.78,5.44
311,20240211,5.35,5.5,5.55,4.68
310,20240204,5.98,5.35,6.11,5.18
309,20240128,5.96,5.94,6.01,5.39
308,20240121,6.15,5.99,6.26,5.85
307,20240114,6.23,6.17,6.3,6.11
306,20240107,6.23,6.24,6.36,6.18
305,20231231,6.12,6.21,6.22,5.94
304,20231224,6.4,6.12,6.41,6.06
303,20231217,6.19,6.29,6.35,6.14
302,20231210,6.35,6.19,6.36,6.18
301,20231203,6.35,6.33,6.38,6.25
300,20231126,6.33,6.37,6.44,6.23
299,20231119,5.89,6.34,6.35,5.86
298,20231112,6.0,5.92,6.05,5.83
297,20231105,5.77,5.99,6.09,5.71
296,20231029,5.41,5.69,5.77,5.28
295,20231022,5.7,5.45,5.75,5.41
294,20231015,5.96,5.7,6.0,5.69
293,20231001,6.06,5.97,6.08,5.85
292,20230924,6.03,6.07,6.17,5.95
291,20230917,6.09,6.07,6.12,5.99
290,20230910,6.09,6.04,6.25,5.99
289,20230903,5.9,6.06,6.11,5.68
288,20230827,5.88,5.6,5.96,5.58
287,20230820,5.97,5.88,6.1,5.86
286,20230813,6.47,5.99,6.47,5.97
285,20230806,6.55,6.47,6.7,6.46
284,20230730,6.47,6.55,6.71,6.31
283,20230723,6.53,6.48,6.71,6.45
282,20230716,6.8,6.52,6.83,6.44
281,20230709,7.07,6.77,7.16,6.76
280,20230702,6.85,7.1,7.19,6.69
279,20230625,7.02,6.86,7.07,6.78
278,20230618,6.67,7.02,7.24,6.56
277,20230611,6.68,6.69,6.84,6.53
276,20230604,6.94,6.69,7.03,6.41
275,20230528,7.1,6.94,7.3,6.93
274,20230521,7.09,7.11,7.49,6.77
273,20230514,6.99,7.07,7.14,6.68
272,20230507,6.91,6.99,7.23,6.84
271,20230430,6.88,7.0,7.05,6.65
270,20230423,6.85,6.87,7.24,6.8
269,20230416,6.66,6.76,6.95,6.56
268,20230409,7.0,6.68,7.19,6.62
267,20230402,7.03,6.97,7.23,6.77
266,20230326,7.15,7.27,7.52,7.05
265,20230319,6.29,7.2,7.28,6.26
264,20230312,6.37,6.28,6.7,6.27
263,20230305,6.23,6.39,6.43,6.11
262,20230226,5.93,6.25,6.45,5.92
261,20230219,6.01,5.93,6.24,5.88
260,20230212,5.87,6.01,6.07,5.83
259,20230205,5.93,5.89,6.02,5.82
258,20230122,5.96,5.89,6.01,5.82
257,20230115,5.69,5.94,5.95,5.62
256,20230108,5.49,5.68,5.78,5.47
255,20230101,5.59,5.46,5.74,5.4
254,20221225,6.03,5.6,6.03,5.54
253,20221218,6.22,5.94,6.26,5.88
252,20221211,6.18,6.27,6.34,6.14
251,20221204,5.83,6.18,6.29,5.8
250,20221127,6.15,5.91,6.18,5.75
