,trade_date,open,close,high,low
191,20220306,4.98,5.16,5.23,4.91
190,20220227,5.15,4.98,5.18,4.93
189,20220220,5.16,5.16,5.21,5.07
188,20220213,4.94,5.17,5.25,4.89
187,20220130,4.96,4.83,5.01,4.73
186,20220123,5.23,5.02,5.29,4.99
185,20220116,5.29,5.23,5.44,5.21
184,20220109,5.28,5.3,5.45,5.26
183,20220102,5.16,5.28,5.33,5.15
182,20211226,5.23,5.18,5.27,5.12
181,20211219,5.34,5.26,5.38,5.17
180,20211212,5.3,5.3,5.46,5.3
179,20211205,5.3,5.36,5.54,5.27
178,20211128,5.73,5.42,5.92,5.4
177,20211121,5.73,5.69,5.86,5.41
176,20211114,5.6,5.73,5.82,5.5
175,20211107,5.16,5.6,5.82,5.15
174,20211031,5.44,5.24,5.58,5.13
173,20211024,5.23,5.46,5.96,5.19
172,20211017,5.59,5.25,5.78,5.2
171,20211010,5.11,5.56,5.56,5.11
170,20211003,5.25,5.05,5.26,4.88
169,20210926,5.1,5.45,5.48,5.08
168,20210919,5.18,5.19,5.44,5.08
167,20210912,5.08,5.17,5.25,5.0
166,20210905,4.87,5.08,5.14,4.77
165,20210829,4.76,4.9,5.0,4.75
164,20210822,4.99,4.75,5.07,4.7
163,20210815,4.9,4.99,5.02,4.87
162,20210808,4.69,4.94,4.98,4.66
161,20210801,4.9,4.74,4.92,4.63
160,20210725,5.0,4.91,5.02,4.8
159,20210718,5.07,5.01,5.09,4.87
158,20210711,4.95,5.04,5.07,4.95
157,20210704,5.19,4.94,5.23,4.9
156,20210627,5.16,5.19,5.29,5.12
155,20210620,5.3,5.14,5.3,5.07
154,20210613,5.5093,5.29,5.5293,5.23
153,20210606,5.3896,5.5393,5.6291,5.3596
152,20210530,5.3397,5.4195,5.4894,5.2299
151,20210523,5.2898,5.2698,5.3197,5.0602
150,20210516,5.3097,5.2898,5.5293,5.17
149,20210509,5.18,5.2798,5.3297,5.17
148,20210502,5.1201,5.16,5.2598,5.0403
147,20210425,5.3297,5.1401,5.3796,5.0702
146,20210418,5.7489,5.3497,5.7988,5.2997
145,20210411,5.5293,5.5692,5.678999999999999,5.3596
144,20210404,5.4894,5.5293,5.6092,5.3097
143,20210328,5.2598,5.5892,5.6291,5.19
142,20210321,5.3896,5.2898,5.5792,5.2798
141,20210314,5.4794,5.3896,5.5093,5.0802
140,20210307,5.4794,5.3996,5.5592,5.2698
139,20210228,5.5493,5.4694,6.3677,5.3696
138,20210221,5.0902,5.3397,5.4694,4.9903
137,20210214,4.8706,4.9404,4.9903,4.8207
136,20210207,5.5393,4.8307,5.5892,4.8307
135,20210131,5.2399,5.4395,5.6391,5.0802
134,20210124,5.2299,5.2199,5.6391,5.0403
133,20210117,4.8905,4.7508,4.9205,4.641
132,20210110,4.8207,4.9504,5.2898,4.8207
131,20210103,4.8107,4.82,4.83,4.671
130,20201227,4.9704,4.8007,5.05,4.7209
129,20201220,5.04,4.94,5.06,4.671
128,20201213,5.25,5.02,5.31,4.9604
127,20201206,5.3,5.2598,5.48,5.18
126,20201129,5.31,5.2498,5.43,5.1201
125,20201122,5.1201,5.31,5.32,5.0902
124,20201115,5.1101,5.1,5.18,5.0403
123,20201108,5.22,5.1201,5.28,5.0502
122,20201101,5.5393,5.2498,5.82,5.2498
121,20201025,5.45,5.3596,5.63,5.1999
120,20201018,5.16,5.3,5.3,5.0702
119,20201011,5.03,5.0902,5.12,5.0103
118,20201004,4.9404,4.98,5.12,4.9005
117,20200927,5.2,4.9305,5.24,4.9105
116,20200920,5.11,5.18,5.19,5.0502
115,20200913,5.2498,5.09,5.35,5.0303
114,20200906,5.4594,5.3,5.62,5.19
113,20200830,5.61,5.49,5.83,5.3696
112,20200823,5.7688,5.5792,6.1,5.4994
111,20200816,5.8686,5.8,6.11,5.5193
110,20200809,5.3497,5.8786,6.23,5.3397
109,20200802,5.2997,5.3497,5.58,5.2199
108,20200726,5.5293,5.2698,5.9,5.2698
107,20200719,5.7888,5.53,6.08,5.17
106,20200712,5.0303,5.53,5.76,5.0303
105,20200705,4.95,5.03,5.04,4.81
104,20200628,5.04,4.95,5.09,4.95
103,20200621,5.03,5.08,5.13,4.97
102,20200614,5.3,5.08,5.38,4.95
101,20200607,5.63,5.25,6.34,5.25
100,20200531,5.28,5.61,5.66,5.1
99,20200524,5.08,5.3,5.51,5.06
98,20200517,5.2,5.08,5.3,4.99
97,20200510,4.99,5.17,5.25,4.91
96,20200503,5.35,5.05,5.36,4.78
95,20200426,5.07,5.27,5.42,5.0
94,20200419,5.25,5.05,5.39,4.95
93,20200412,5.6,5.39,5.79,5.2
92,20200405,5.25,5.59,5.7,5.06
91,20200329,4.67,5.2,5.54,4.62
90,20200322,5.49,4.85,5.74,4.5
89,20200315,4.38,5.24,5.24,4.26
88,20200308,4.21,4.46,4.51,4.21
87,20200301,4.53,4.19,4.68,4.16
86,20200223,4.26,4.6,4.64,4.26
85,20200216,4.13,4.26,4.52,4.1
84,20200209,4.3,4.15,4.3,3.87
83,20200126,4.99,4.78,5.21,4.66
82,20200119,5.09,4.99,5.11,4.98
81,20200112,5.1,5.1,5.2,4.97
80,20200105,4.85,5.11,5.14,4.84
79,20191229,4.86,4.88,4.97,4.71
78,20191222,4.78,4.87,4.92,4.73
77,20191215,4.86,4.78,4.88,4.72
76,20191208,4.6,4.85,4.92,4.49
75,20191201,4.71,4.59,4.83,4.56
74,20191124,4.54,4.67,4.8,4.51
73,20191117,4.55,4.55,4.66,4.38
72,20191110,4.61,4.57,4.68,4.52
71,20191103,4.83,4.6,4.86,4.51
70,20191027,4.49,4.85,5.1,4.48
69,20191020,4.61,4.5,4.64,4.48
68,20191013,4.49,4.55,4.56,4.47
67,20191006,4.5,4.49,4.53,4.47
66,20190929,4.69,4.51,4.69,4.47
65,20190922,4.81,4.69,4.86,4.68
64,20190915,4.79,4.8,4.85,4.73
63,20190908,4.58,4.75,4.82,4.56
62,20190901,4.48,4.57,4.77,4.46
61,20190825,4.54,4.58,4.65,4.51
60,20190818,4.74,4.5,4.77,4.45
59,20190811,4.95,4.69,4.98,4.69
58,20190804,4.96,5.0,5.11,4.88
57,20190728,5.05,4.99,5.12,4.91
56,20190721,4.96,5.02,5.1,4.93
55,20190714,5.13,4.98,5.13,4.9
54,20190707,5.22,5.13,5.27,5.09
53,20190630,5.3596,5.15,5.3696,5.08
52,20190623,5.2299,5.3796,5.4694,5.2099
