trade_date,open,close,high,low
2021-12-12,59.4,58.3,63.28,57.1
2021-12-05,58.05,60.18,63.5,58.0
2021-11-28,56.08,59.69,64.91,55.8
2021-11-21,72.9,56.52,72.9,54.88
2021-11-14,61.53,70.11,73.45,60.4
2021-11-07,71.3,61.23,74.49,60.5
2021-10-31,71.82,71.9,81.13,67.89
2021-10-24,58.07,69.9,74.64,57.43
2021-10-17,54.19,57.4,58.48,48.11
2021-10-10,55.51,54.2,58.2,53.11
2021-10-03,60.95,53.12,62.5,48.5
2021-09-26,61.28,60.6,66.0,58.5
2021-09-19,66.45,63.05,69.18,59.0
2021-09-12,51.98,64.66,64.66,47.68
2021-09-05,45.7,52.3,55.83,42.5
2021-08-29,40.38,45.73,45.99,40.38
2021-08-22,38.26,40.95,41.66,33.5
2021-08-15,31.53,37.14,40.6,29.81
2021-08-08,22.8,31.52,33.1,22.58
2021-08-01,25.12,22.63,25.69,19.71
2021-07-25,23.88,24.71,26.5,21.68
2021-07-18,23.25,24.48,26.86,22.3
2021-07-11,20.42,23.21,23.94,19.54
2021-07-04,17.54,20.4,20.92,17.53
2021-06-27,17.2,18.06,18.99,16.32
2021-06-20,17.5,16.02,17.88,14.25
2021-06-13,14.8,18.14,18.14,14.08
2021-06-06,11.61,13.55,13.55,11.51
2021-05-30,10.6,11.57,12.2,10.4
2021-05-23,10.47,10.47,11.09,10.33
2021-05-16,9.53,10.47,10.58,9.35
2021-05-09,9.48,9.53,9.61,9.28
2021-05-02,8.87,9.47,9.64,8.87
2021-04-25,9.07,8.86,9.28,8.77
2021-04-18,9.09,9.06,9.14,8.86
2021-04-11,8.97,9.11,9.17,8.83
2021-04-04,9.31,8.88,9.35,8.81
2021-03-28,8.64,9.25,9.35,8.6
2021-03-21,8.93,8.63,9.05,8.58
2021-03-14,9.2,8.87,9.37,8.72
2021-03-07,8.8,9.16,9.35,8.79
2021-02-28,8.96,8.7,9.35,8.56
2021-02-21,8.4,8.88,8.92,8.4
2021-02-14,7.9,8.27,8.41,7.86
2021-02-07,8.68,7.89,9.05,7.89
2021-01-31,9.59,9.32,10.06,9.0
2021-01-24,9.52,9.59,10.13,9.43
2021-01-17,10.05,9.38,10.17,9.11
2021-01-10,11.03,10.31,11.54,10.02
2021-01-03,11.03,11.02,11.37,10.3
2020-12-27,10.03,10.71,11.2,9.94
2020-12-20,9.05,9.96,10.26,8.84
2020-12-13,9.25,9.05,9.97,8.9
2020-12-06,9.53,9.24,9.68,9.22
2020-11-29,8.63,9.6,10.38,8.55
2020-11-22,9.2,8.63,9.4,8.45
2020-11-15,9.22,9.21,9.54,9.13
2020-11-08,8.88,9.13,9.33,8.82
2020-11-01,10.65,8.94,10.65,8.88
2020-10-25,11.02,10.92,11.21,10.69
2020-10-18,11.12,10.88,11.4,10.81
2020-10-11,10.72,10.93,11.04,10.72
2020-10-04,10.88,10.52,10.94,10.49
2020-09-27,12.32,10.85,12.34,10.8
2020-09-20,12.22,12.36,12.41,11.89
2020-09-13,13.02,12.29,13.09,11.85
2020-09-06,12.53,12.98,12.98,12.16
2020-08-30,12.36,12.47,12.73,12.11
2020-08-23,12.86,12.27,13.1,12.14
2020-08-16,11.9,12.86,13.22,11.85
2020-08-09,12.09,11.95,12.65,11.72
2020-08-02,11.62,12.07,12.35,11.3
2020-07-26,12.44,11.63,12.85,11.51
2020-07-19,14.0,12.22,14.54,12.03
2020-07-12,13.09,14.19,14.88,13.06
2020-07-05,11.87,12.9,13.08,11.73
2020-06-28,12.34,11.86,12.68,11.85
2020-06-21,11.62,12.34,12.45,11.38
2020-06-14,12.16,11.67,12.69,11.31
2020-06-07,11.19,11.99,12.4,11.19
2020-05-31,10.41,11.15,11.55,10.37
2020-05-24,11.19,10.45,11.95,10.3
2020-05-17,11.26,11.16,11.5,10.74
2020-05-10,11.11,11.23,11.51,10.95
2020-05-03,11.33,11.11,11.4,10.06
2020-04-26,12.55,11.4,13.28,11.38
2020-04-19,11.37,12.55,12.55,11.07
2020-04-12,12.03,11.67,12.58,11.63
2020-04-05,11.94,11.87,12.22,11.2
2020-03-29,12.7,12.12,12.92,11.78
2020-03-22,12.27,13.29,13.65,11.03
2020-03-15,13.5,12.08,14.43,11.69
2020-03-08,13.99,13.87,14.88,13.21
2020-03-01,14.72,14.33,17.28,14.33
2020-02-23,13.52,14.57,15.16,13.4
2020-02-16,19.0,13.67,19.0,13.13
2020-02-09,10.9,18.62,18.62,10.4
2020-01-26,10.79,11.56,12.02,10.54
2020-01-19,10.11,10.78,10.95,10.08
2020-01-12,10.27,10.16,10.75,10.03
2020-01-05,10.05,10.3,10.49,9.78
2019-12-29,9.84,10.04,10.4,9.34
2019-12-22,10.05,9.85,10.46,9.82
2019-12-15,9.75,10.16,10.23,9.44
2019-12-08,9.54,9.76,9.77,9.07
2019-12-01,9.63,9.48,9.94,9.05
2019-11-24,8.87,9.55,9.96,8.65
2019-11-17,8.59,8.88,9.36,8.43
2019-11-10,8.5,8.76,9.1,8.35
2019-11-03,8.12,8.48,8.58,8.09
2019-10-27,8.2,8.14,8.34,7.95
2019-10-20,8.69,8.19,8.78,8.1
2019-10-13,8.48,8.57,8.8,8.31
2019-10-06,9.1,8.42,9.1,8.4
2019-09-29,8.5621,8.9805,8.9805,8.1066
2019-09-22,8.6737,8.5435,8.8317,8.3204
2019-09-15,8.1438,8.5993,9.1106,8.088
2019-09-08,6.832999999999999,8.1438,8.3669,6.832999999999999
2019-09-01,6.9724,6.8516,7.2234,6.832999999999999
2019-08-25,7.0591,7.1862,7.3164,6.9861
2019-08-18,6.6943,6.977,7.132000000000001,6.6669
2019-08-11,7.2962,6.7399,7.3236,6.5757
2019-08-04,8.0714,7.3601,8.0714,7.3327
2019-07-28,8.3542,7.8617,8.3724,7.8069
2019-07-21,8.345,8.418,8.9652,8.1535
2019-07-14,8.0167,8.4636,8.6825,7.6610000000000005
2019-07-07,7.7157,8.0258,8.4818,7.6245
2019-06-30,7.7796,7.4786,7.7978,7.4695
2019-06-23,7.4057,7.7522,7.7887,7.3692
2019-06-16,7.3236,7.4148,7.7522,7.3053
2019-06-09,7.734,7.3236,7.8252,7.278
2019-06-02,7.4421,7.734,8.5366,7.3053
2019-05-26,7.3692,7.4239,7.7157,7.1594
2019-05-19,7.4877,7.4239,7.9346,7.3418
2019-05-12,7.9255,7.5881,7.9346,7.132000000000001
2019-05-05,8.5092,8.2174,8.5092,8.117
2019-04-28,9.2297,8.4362,9.2844,8.3815
2019-04-21,9.2023,9.2115,9.2571,8.7919
2019-04-14,9.8499,9.0564,10.1235,8.8923
2019-04-07,8.4545,9.4395,9.4577,8.4362
2019-03-31,8.5274,8.3359,8.7007,7.9894
2019-03-24,8.646,8.7463,8.9926,8.4454
2019-03-17,8.1079,8.6278,9.5398,8.0806
2019-03-10,8.2356,8.117,8.8923,8.117
2019-03-03,8.19,8.1262,8.5548,7.888999999999999
2019-02-24,7.888999999999999,8.117,8.3633,7.7796
2019-02-17,6.676,7.8525,8.345,6.6669
2019-02-03,7.0044,6.6578,7.0682,6.3933
2019-01-27,6.9679,6.977,7.0956,6.7764
2019-01-20,6.6943,7.0044,7.5242,6.593999999999999
2019-01-13,6.5301,6.676,6.7125,6.5027
2019-01-06,6.3751,6.5119,6.5392,6.2839
2018-12-30,6.5848,6.3751,6.6396,6.2474
2018-12-23,6.9679,6.5848,7.4239,6.4936
2018-12-16,7.3874,7.0591,7.7249,7.0044
2018-12-09,6.9132,7.5151,7.734,6.8949
2018-12-02,6.749,6.7581,7.0956,6.5757
2018-11-25,7.2141,6.7308,7.6337,6.7034
2018-11-18,6.8402,7.2871,7.7522,6.749
2018-11-11,7.3145,6.8402,7.3874,6.8402
2018-11-04,5.9099,7.3509,7.3509,5.8096
2018-10-28,5.7914,5.9282,6.1835,5.7458
2018-10-21,6.1927,5.7458,6.2383,5.5269
2018-10-14,6.4754,6.1106,6.8402,5.8643
2018-09-30,6.4754,6.5575,6.6031,6.3842
2018-09-23,6.3842,6.5119,6.5301,6.2109
2018-09-16,6.5392,6.4115,6.5848,6.3933
2018-09-09,7.0226,6.6031,7.0956,6.3751
2018-09-02,6.9679,7.05,7.1138,6.8767
2018-08-26,7.205,6.9496,7.7522,6.6578
2018-08-19,7.6063,7.205,7.6245,7.0408
2018-08-12,7.2141,7.6975,7.8525,7.1685
2018-08-05,7.5516,7.2689,7.7431,6.9952
2018-07-29,7.2324,7.5972,7.7522,7.1412
2018-07-22,7.3236,7.3053,8.0167,7.0408
2018-07-15,6.4207,7.3965,7.3965,6.4207
2018-07-08,6.3477,6.4936,7.1776,6.2565
2018-07-01,6.6213,6.3386,6.7216,6.1288
2018-06-24,7.2199,6.5575,7.2199,6.2039
2018-06-17,7.3277,7.2199,7.4806,7.0760000000000005
2018-06-10,7.7144,7.3997,7.8672,7.1929
2018-06-03,7.9931,7.6874,8.038,7.6424
2018-05-27,8.3168,7.9841,8.4876,7.9841
2018-05-20,8.11,8.2269,8.5056,7.8942
2018-05-13,7.9571,8.2358,8.8293,7.9301
2018-05-06,7.8762,7.9122,7.9841,7.6334
2018-04-29,7.9032,7.8942,8.1909,7.7773
2018-04-22,7.9661,7.9032,8.2538,7.5885
2018-04-15,8.2538,7.9751,8.2538,7.9571
2018-04-08,8.3168,8.2628,8.4786,8.1369
2018-04-01,7.6694,8.3258,8.3617,7.6694
2018-03-25,8.4067,7.9032,8.6045,7.7323
2018-03-18,8.5505,8.4247,9.3148,8.3617
2018-03-11,8.5326,8.4786,8.5415,8.119
2018-03-04,8.3078,8.5415,8.8113,7.6424
2018-02-25,8.2718,8.2808,8.4696,8.1819
2018-02-18,8.083,8.1999,8.3078,8.083
2018-02-11,8.8562,8.0201,8.9911,7.8223
2018-02-04,10.2499,8.9551,10.3577,8.5415
2018-01-28,10.0161,10.3128,10.4746,9.8183
2018-01-21,10.1869,10.0341,10.1869,9.9352
2018-01-14,10.4836,10.124,10.7534,10.07
2018-01-07,10.2319,10.3847,10.5735,10.2139
