trade_date,open,close,high,low
2021-12-05,23.3,22.41,23.49,22.4
2021-11-28,22.57,22.92,24.18,22.03
2021-11-21,21.52,22.61,23.8,21.52
2021-11-14,21.23,21.7,23.48,20.9
2021-11-07,22.34,21.47,22.96,20.9
2021-10-31,18.49,22.56,23.75,18.47
2021-10-24,18.46,18.05,18.89,17.89
2021-10-17,19.48,18.62,19.77,18.49
2021-10-10,19.69,19.57,20.05,19.19
2021-10-03,19.59,19.47,20.45,19.13
2021-09-26,19.26,19.41,20.6,18.99
2021-09-19,18.56,18.63,18.79,17.76
2021-09-12,19.44,18.5,19.63,18.4
2021-09-05,20.0,19.4,20.36,18.3
2021-08-29,21.89,20.0,22.79,19.99
2021-08-22,23.93,21.75,24.25,21.36
2021-08-15,23.92,23.46,24.25,23.1
2021-08-08,25.0,24.07,27.27,23.22
2021-08-01,26.9,25.29,26.9,25.0
2021-07-25,27.85,26.65,28.9,26.31
2021-07-18,29.04,27.81,29.52,26.3
2021-07-11,30.0,28.81,31.18,27.19
2021-07-04,30.02,29.9,32.35,29.13
2021-06-27,28.01,29.49,30.01,27.78
2021-06-20,28.38,28.39,28.82,26.6
2021-06-13,26.88,28.27,29.13,26.25
2021-06-06,26.1,26.66,29.46,26.01
2021-05-30,27.33,26.0,28.5,26.0
2021-05-23,27.0,27.42,27.88,25.85
2021-05-16,24.35,27.0,27.15,24.11
2021-05-09,26.11,24.45,26.95,24.08
2021-05-02,24.29,25.8,26.56,24.11
2021-04-25,24.3304,24.3204,24.9759,22.6421
2021-04-18,22.3144,24.5687,24.6382,21.3909
2021-04-11,23.0394,22.4237,23.0394,21.9768
2021-04-04,24.7773,22.6521,24.7971,22.4932
2021-03-28,24.0821,24.5786,25.0553,23.099
2021-03-21,26.4655,24.4793,26.9819,24.0027
2021-03-14,27.2599,26.4655,28.6006,24.8269
2021-03-07,25.6214,26.6045,27.6572,24.8567
2021-02-28,21.5994,25.6015,26.6343,21.5398
2021-02-21,22.1158,21.6391,22.4435,21.1426
2021-02-14,22.8408,21.798000000000002,22.95,20.656
2021-02-07,22.9996,22.6421,23.5558,22.0463
2021-01-31,21.7881,22.8507,23.5756,20.7752
2021-01-24,19.3054,22.0066,22.0066,18.7691
2021-01-17,20.6163,19.2955,20.934,17.8952
2021-01-10,20.8546,20.6163,22.0165,19.8615
2021-01-03,20.8546,21.0,21.96,20.6758
2020-12-27,20.1594,21.11,22.06,19.8913
2020-12-20,18.8883,19.9708,20.9,18.5805
2020-12-13,20.2588,18.7195,20.49,18.2627
2020-12-06,19.1962,20.3481,21.29,18.65
2020-11-29,20.39,19.54,20.95,19.2359
2020-11-22,24.36,20.1892,24.36,20.1793
2020-11-15,23.7,21.83,23.7,21.5001
2020-11-08,24.97,22.8308,25.15,22.6421
2020-11-01,25.0,24.9,26.11,24.5985
2020-10-25,28.99,25.3234,28.99,25.2241
2020-10-18,28.4516,27.975,29.41,27.3295
2020-10-11,28.12,28.4119,28.98,27.7565
2020-10-04,26.74,27.399,28.35,25.8994
2020-09-27,27.2,26.94,28.87,26.6045
2020-09-20,25.5,27.02,27.23,24.8567
2020-09-13,28.6,25.25,28.77,24.5191
2020-09-06,28.6304,28.1,30.26,27.8061
2020-08-30,29.48,28.6304,29.75,27.3096
2020-08-23,31.0,28.7793,31.0,28.4119
2020-08-16,32.275,30.4974,32.88,29.0475
2020-08-09,33.6454,32.1,35.8,31.1826
2020-08-02,32.9105,32.8808,33.93,28.3027
2020-07-26,32.7517,32.2353,37.08,31.3613
2020-07-19,35.28,32.3743,40.96,30.9443
2020-07-12,31.68,34.1519,35.45,30.5768
2020-07-05,31.49,30.8648,34.09,30.1895
2020-06-28,29.93,30.74,32.44,29.51
2020-06-21,29.16,29.18,33.38,28.2
2020-06-14,29.12,28.3,29.4,26.55
2020-06-07,28.58,29.02,32.78,27.8
2020-05-31,25.5,28.47,30.76,25.0
2020-05-24,28.4761,25.4,28.8745,25.0
2020-05-17,23.7351,28.496,29.5817,22.8088
2020-05-10,20.6175,23.7351,24.2829,20.1295
2020-05-03,22.5199,20.9761,22.9084,18.6554
2020-04-26,20.8964,22.7191,23.4064,20.6175
2020-04-19,19.492,20.8068,21.3446,18.9243
2020-04-12,21.0757,19.4821,21.3546,19.3625
2020-04-05,20.3984,20.8665,20.8964,18.1474
2020-03-29,18.8745,20.5279,21.7131,18.6056
2020-03-22,19.9203,18.994,20.5777,17.51
2020-03-15,22.4004,19.6713,23.3466,18.7251
2020-03-08,22.6793,22.3904,24.0936,21.9223
2020-03-01,24.004,22.5299,26.5139,20.9163
2020-02-23,24.2032,23.9343,25.2988,23.2271
2020-02-16,27.1813,24.2231,27.1813,24.004
2020-02-09,17.51,27.250999999999998,31.3745,16.0359
2020-01-26,19.4223,18.5757,21.2052,18.0279
2020-01-19,17.6793,19.004,19.6016,17.3805
2020-01-12,16.7629,17.6793,17.9084,16.5837
2020-01-05,16.1853,16.9124,17.0219,15.9462
2019-12-29,16.6135,16.3347,16.9124,15.6175
2019-12-22,15.7371,16.5936,16.9124,15.6673
2019-12-15,15.0896,15.6873,16.753,14.9402
2019-12-08,16.4641,15.0498,16.4641,14.9402
2019-12-01,16.6235,16.2749,16.6235,15.6474
2019-11-24,17.1813,16.3546,17.3705,16.1853
2019-11-17,19.4223,17.012,19.8207,17.012
2019-11-10,21.9124,19.9203,22.9084,17.9084
