trade_date,open,close,high,low
2021-12-12,56.88,61.8,62.5,55.79
2021-12-05,61.98,56.88,64.34,56.7
2021-11-28,61.2,63.67,65.67,60.28
2021-11-21,57.78,61.19,67.5,56.53
2021-11-14,61.2,56.9,62.81,54.05
2021-11-07,57.06,61.17,64.95,56.34
2021-10-31,51.44,57.15,57.71,49.4
2021-10-24,49.02,50.84,50.84,45.77
2021-10-17,49.98,49.35,51.95,47.72
2021-10-10,48.25,49.81,50.62,48.05
2021-10-03,48.68,48.4,51.0,46.21
2021-09-26,45.78,48.69,49.09,45.6
2021-09-19,48.79,46.56,48.88,45.8
2021-09-12,48.66,49.0,49.58,48.25
2021-09-05,47.53,48.7,49.4,46.3
2021-08-29,55.0,48.06,57.2,47.91
2021-08-22,58.29,55.69,60.58,54.99
2021-08-15,51.17,58.99,63.99,50.9
2021-08-08,51.76,50.97,54.1,50.01
2021-08-01,55.8,51.89,55.8,49.24
2021-07-25,64.1,55.9,64.1,55.8
2021-07-18,67.05,64.11,67.98,64.1
2021-07-11,67.31,66.98,72.0,66.28
2021-07-04,67.0,67.86,69.5,65.98
2021-06-27,66.9,67.0,68.61,65.6
2021-06-20,72.7384,67.14,72.7384,66.98
2021-06-13,69.5815,72.7581,74.253,67.8604
2021-06-06,70.1224,69.2962,72.109,68.5488
2021-05-30,68.1652,70.5748,72.0893,67.8407
2021-05-23,68.71600000000001,68.1652,71.2829,66.867
2021-05-16,66.3261,68.71600000000001,69.6503,64.2313
2021-05-09,71.5976,66.3655,71.6271,65.8934
2021-05-02,80.6456,71.7943,83.5863,71.3222
2021-04-25,75.5512,81.039,82.8093,75.1971
2021-04-18,79.84899999999999,75.5315,80.6456,73.9875
2021-04-11,82.6224,79.8589,83.5764,79.3376
2021-04-04,81.3734,82.7503,86.5465,79.1409
2021-03-28,73.0236,79.8097,79.8097,72.1975
2021-03-21,74.7447,73.0335,75.7282,71.8631
2021-03-14,80.4391,74.7546,80.4785,71.2042
2021-03-07,80.6456,80.3604,83.5273,78.0099
2021-02-28,86.7924,79.8392,88.2185,77.8624
2021-02-21,87.7267,86.5465,88.5037,82.3176
2021-02-14,86.4187,86.5564,87.7267,81.6291
2021-02-07,90.4706,86.7629,91.7885,84.1862
2021-01-31,129.3379,91.0706,130.7246,89.3396
2021-01-24,119.0015,128.9347,132.4556,113.0023
2021-01-17,106.6096,121.3225,125.463,104.8393
2021-01-10,111.3795,106.5801,112.8646,103.6788
2021-01-03,106.8948,113.35,114.98,106.5113
2020-12-27,123.9288,107.39,126.07,101.2988
2020-12-20,105.7343,123.5747,128.5,104.9475
2020-12-13,107.0915,105.4786,112.47,103.8657
2020-12-06,100.5022,107.23899999999999,111.8,97.8566
2020-11-29,113.02,102.8,113.06,98.9188
2020-11-22,114.11,110.1206,115.16,104.4361
2020-11-15,120.38,113.9,124.24,111.1336
2020-11-08,117.87,118.1164,125.88,114.2218
2020-11-01,113.9,116.24,119.05,106.4129
2020-10-25,134.0,113.6907,134.0,112.5498
2020-10-18,122.1388,130.9213,136.5,121.9618
2020-10-11,126.3,122.1388,127.35,119.5031
2020-10-04,121.0,122.0405,127.99,115.2643
2020-09-27,123.5,121.51,125.9,116.4248
2020-09-20,123.99,122.79,124.9,118.2147
2020-09-13,136.0,122.2,138.04,116.0609
2020-09-06,143.82,136.0,147.79,130.3706
2020-08-30,140.0,143.46,146.0,132.7703
2020-08-23,137.6877,136.1928,144.87,131.5901
2020-08-16,148.11,138.99,149.5,130.8033
2020-08-09,150.4,151.2,163.31,144.3262
2020-08-02,140.6971,151.1,155.43,134.7274
2020-07-26,156.3739,143.5099,165.9,143.5099
2020-07-19,119.0113,153.4,153.4,119.0015
2020-07-12,114.8,120.339,126.0,107.7603
2020-07-05,122.37,114.0644,131.1,111.4287
2020-06-28,119.23,123.0,127.65,117.6
2020-06-21,99.74,119.25,121.12,98.53
2020-06-14,101.0992,99.9,103.99,96.35
2020-06-07,101.6031,101.0534,107.1221,96.1832
2020-05-31,85.3435,99.2366,101.5115,84.1069
2020-05-24,89.771,85.3817,93.8931,83.2901
2020-05-17,81.9771,89.771,95.4198,80.916
2020-05-10,76.0305,81.7786,83.4656,75.5802
2020-05-03,71.6794,77.3282,82.626,71.6794
2020-04-26,68.542,70.9542,73.1298,67.4198
2020-04-19,57.5878,67.9618,70.3817,56.4885
2020-04-12,59.6794,58.0458,60.5267,55.7634
2020-04-05,63.5954,59.1908,67.0229,58.1985
2020-03-29,57.2519,64.2672,67.8321,55.8397
2020-03-22,60.1985,58.8168,61.5115,53.7405
2020-03-15,59.5344,59.7557,64.8855,56.7176
2020-03-08,58.0,61.0229,64.8397,57.8321
2020-03-01,50.7634,57.0153,61.5954,50.6718
2020-02-23,46.6565,50.7863,52.3511,46.6565
2020-02-16,45.0229,46.5038,47.8626,44.7328
2020-02-09,41.3053,45.0076,45.8015,39.8626
2020-01-26,50.7634,45.8931,50.7634,45.0382
2020-01-19,51.2595,50.9008,53.0916,50.458
2020-01-12,51.7557,51.4122,52.5191,50.2137
2020-01-05,49.6641,53.0076,55.3435,49.626000000000005
2019-12-29,50.9924,50.4427,53.4122,49.5267
2019-12-22,46.145,51.7786,53.4046,46.1298
2019-12-15,46.373999999999995,45.855,47.1756,44.8397
2019-12-08,44.3359,46.4809,47.3206,44.0458
2019-12-01,47.2672,44.3435,47.2672,43.6641
2019-11-24,47.7099,47.3817,49.229,46.6412
2019-11-17,53.4275,47.4122,53.4275,47.1832
2019-11-10,55.458,54.0534,57.6336,53.4504
2019-11-03,56.8931,55.1908,58.626000000000005,52.3511
2019-10-27,60.3053,59.6794,60.9771,54.9695
2019-10-20,55.9542,60.687,63.2595,54.5954
2019-10-13,57.9237,55.7099,58.1679,52.6718
