,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,002870.SZ,20201231,24.8,25.3,24.5,24.83,24.85,-0.020000000000003126,-0.0805,14942.2,37074.907,25.386,10760.48,25.06,17516.7546,24.8888,22620.2306,22.7855,16920.6649,22.5197,16564.3286,24.1771,17772.5104
1,002870.SZ,20201230,25.76,25.77,24.85,24.85,25.78,-0.9299999999999997,-3.6074,11471.2,28889.734,25.572,12001.08,24.8623,17029.0469,24.9182,22873.0394,22.7579,16939.6565,22.4956,16621.4329,24.164,17932.0277
2,002870.SZ,20201229,25.1,26.05,25.1,25.78,25.48,0.3000000000000007,1.1774,8540.0,21891.35,25.66,12220.84,24.6585,17170.86,24.9297,23107.8659,22.7259,16936.3656,22.466,16610.2879,24.1653,17994.1451
3,002870.SZ,20201228,26.2,26.27,25.25,25.48,25.99,-0.509999999999998,-1.9623,8884.0,22823.524,25.54,13879.64,24.4231,17449.9962,24.9056,23177.7059,22.6835,16908.0371,22.4291,16678.0436,24.1516,18295.8384
4,002870.SZ,20201225,25.3,25.99,25.25,25.99,25.76,0.22999999999999687,0.8929,9965.0,25611.705,25.616,16384.732,24.2354,18151.9192,24.8929,23303.1382,22.6441,16903.5857,22.3972,16721.3579,24.1324,18403.2384
5,002870.SZ,20201224,25.46,26.0,24.92,25.76,25.29,0.4700000000000024,1.8584,21145.2,53944.282,25.388,19335.022,23.9862,18882.3038,24.8638,23598.4324,22.6029,16886.176,22.3556,16697.0147,24.1077,18598.5184
6,002870.SZ,20201223,25.12,25.79,25.09,25.29,25.18,0.10999999999999943,0.4369,12570.0,31925.296,25.146,21822.242,23.7908,18504.8269,24.8388,23422.5441,22.5662,16785.5774,22.3163,16602.2923,24.0783,18558.9251
7,002870.SZ,20201222,26.0,26.1,25.02,25.18,25.86,-0.6799999999999997,-2.6295,16834.0,43010.613,25.03,26120.842,23.6585,18990.3808,24.8182,23437.4559,22.5337,16744.8212,22.2799,16578.2627,24.0479,18602.9917
8,002870.SZ,20201221,24.7,25.93,24.4,25.86,24.85,1.009999999999998,4.0644,21409.46,54306.948,24.524,24673.242,23.5323,20015.5169,24.7859,23329.5776,22.5003,16711.8768,22.2465,16546.829,24.0225,18874.3611
9,002870.SZ,20201218,24.18,25.1,24.12,24.85,24.55,0.3000000000000007,1.222,24716.45,61129.225,23.804,22111.75,23.3815,21844.6915,24.7426,23558.5641,22.4665,16639.1398,22.2085,16466.6014,23.9772,18860.7471
10,002870.SZ,20201217,24.24,25.07,23.41,24.55,24.71,-0.16000000000000014,-0.6475,33581.3,81773.526,23.274,19831.414,23.3515,24671.7392,24.6809,23423.4038,22.4426,16561.3936,22.1788,16381.6798,23.9415,18834.4904
11,002870.SZ,20201216,22.88,24.88,22.63,24.71,22.65,2.0600000000000023,9.0949,34063.0,80972.297,22.908,15548.908,23.4423,29688.8985,24.6124,23480.895,22.42,16417.6485,22.1544,16268.536,23.8997,18684.2331
12,002870.SZ,20201215,22.35,22.88,22.33,22.65,22.26,0.389999999999997,1.752,9596.0,21708.139,22.574,12338.108,23.74,29336.5777,24.5929,22712.7774,22.3985,16282.9618,22.1276,16208.7041,23.8596,18357.2197
13,002870.SZ,20201214,22.15,22.31,21.71,22.26,22.2,0.060000000000002274,0.2703,8602.0,18960.501,22.594,14310.908,23.9962,29639.5585,24.6271,22664.0832,22.3938,16346.7901,22.1086,16237.8816,23.8484,18388.51
14,002870.SZ,20201211,22.73,22.79,22.07,22.2,22.72,-0.5199999999999996,-2.2887,13314.77,29693.187,22.786,15838.108,24.2554,29891.5585,24.6653,22616.3891,22.3861,16354.5637,22.0881,16223.1005,23.8449,18417.3367
15,002870.SZ,20201210,23.0,23.04,22.6,22.72,23.04,-0.3200000000000003,-1.3889,12168.77,27685.607,23.06,16951.594,24.5562,30235.0377,24.7109,22554.7194,22.3813,16352.4133,22.0694,16183.2321,23.8385,18336.7264
16,002870.SZ,20201209,22.75,23.2,22.51,23.04,22.75,0.28999999999999915,1.2747,18009.0,41191.76,23.224,20549.994,24.87,30784.5515,24.7606,22548.8091,22.3769,16356.033,22.0452,16144.7364,23.8228,18295.7561
17,002870.SZ,20201208,23.07,23.19,22.45,22.75,23.22,-0.46999999999999886,-2.0241,19460.0,44276.083,23.396,25985.94,25.1615,31257.9715,24.7962,22484.4897,22.3724,16426.992,22.0183,16069.1151,23.8089,18265.7161
18,002870.SZ,20201207,23.73,23.93,23.21,23.22,23.57,-0.3500000000000014,-1.4849,16238.0,38130.986,23.738,34387.554,25.4631,31815.1915,24.8544,22494.6118,22.3665,16451.7628,21.9942,15995.4109,23.7956,18159.0188
19,002870.SZ,20201204,23.4,23.76,23.2,23.57,23.54,0.030000000000001137,0.1274,18882.2,44473.397,24.24,50900.828,25.6777,32422.4992,24.9068,22753.9659,22.3484,16407.9115,21.9712,15939.6831,23.7656,18037.3481
20,002870.SZ,20201203,23.8,24.0,23.33,23.54,23.9,-0.35999999999999943,-1.5063,30160.77,71005.635,25.242,53020.954,25.7985,32001.4838,24.9624,23538.4762,22.3272,16344.1115,21.9461,15872.4926,23.7315,17865.4921
21,002870.SZ,20201202,24.4,24.7,23.86,23.9,24.46,-0.5600000000000023,-2.2895,45188.73,109570.502,25.73,49695.75,25.9338,31118.04,24.9582,23198.8106,22.3083,16246.4742,21.9232,15753.2218,23.6937,17600.6885
22,002870.SZ,20201201,25.03,25.27,24.2,24.46,25.73,-1.2699999999999996,-4.9359,61468.07,151148.143,26.076,43033.604,26.0823,29452.5762,24.9191,22069.6715,22.2888,16044.2955,21.8972,15537.5098,23.6584,17205.6163
23,002870.SZ,20201130,28.59,30.48,25.72,25.73,28.58,-2.849999999999998,-9.972,98804.37,260643.53,26.406,34295.99,26.1423,26220.8246,24.8544,20463.5224,22.2631,15791.3624,21.8664,15232.0182,23.6243,16606.2487
24,002870.SZ,20201127,28.58,28.58,27.91,28.58,25.98,2.599999999999998,10.0077,29482.83,84188.411,26.62,18397.606,26.0831,19460.07,24.7582,17726.1732,22.2324,15247.8112,21.8316,14728.8444,23.5767,15629.4304
25,002870.SZ,20201126,25.92,26.36,25.3,25.98,25.63,0.3500000000000014,1.3656,13534.75,34927.469,26.27,17333.732,25.8115,18203.5985,24.58,17041.0606,22.1811,15276.9043,21.7757,14621.9283,23.4877,15594.4421
