,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34
0,603678.SH,20201231,68.0,72.5,67.13,72.3,68.0,4.299999999999997,6.3235,84767.34,592626.234,66.44,79416.27,60.8854,85429.0562,55.1153,82116.4926
1,603678.SH,20201230,64.29,68.3,63.5,68.0,64.2,3.799999999999997,5.919,82084.87,544253.478,64.498,87573.032,59.7885,84174.2915,54.4112,82109.2447
2,603678.SH,20201229,63.59,65.57,62.31,64.2,63.6,0.6000000000000014,0.9434,84139.93,541132.814,63.018,91084.834,58.8623,84485.5808,53.7759,81066.8524
3,603678.SH,20201228,64.08,65.33,62.15,63.6,64.1,-0.4999999999999929,-0.78,68643.4,436378.201,61.618,92473.074,58.3646,86379.7762,53.2444,80507.6759
4,603678.SH,20201225,62.59,64.93,61.69,64.1,62.59,1.509999999999991,2.4125,77445.81,491486.339,60.55,99506.968,57.6762,86605.3769,52.7656,81159.5606
5,603678.SH,20201224,60.48,64.31,60.4,62.59,60.6,1.990000000000002,3.2838,125551.15,786563.859,58.598,98439.372,56.9938,84985.9377,52.335,81368.0235
6,603678.SH,20201223,57.67,60.6,57.21,60.6,57.2,3.3999999999999986,5.9441,99643.88,589648.083,56.954,88332.222,56.4369,83886.3592,51.96,79890.9368
7,603678.SH,20201222,58.16,60.36,56.95,57.2,58.26,-1.0599999999999952,-1.8194,91081.13,530780.617,55.946,82608.132,55.8515,80556.8262,51.675,79531.4138
8,603678.SH,20201221,54.82,58.99,54.0,58.26,54.34,3.9199999999999946,7.2138,103812.87,598464.354,55.784,79444.044,55.5638,77352.1038,51.525,80600.4021
9,603678.SH,20201218,54.9,55.7,53.8,54.34,54.37,-0.02999999999999403,-0.0552,72107.83,394334.525,55.74,72372.55,55.2046,76261.5423,51.2335,79557.0109
10,603678.SH,20201217,55.75,55.9,53.28,54.37,55.56,-1.1900000000000048,-2.1418,75015.4,406953.292,56.064,75177.31,55.0669,80224.7146,51.0221,79717.7559
11,603678.SH,20201216,56.52,56.98,54.61,55.56,56.39,-0.8299999999999983,-1.4719,71023.43,393665.538,56.736,81927.124,54.73,80139.7046,50.8403,80077.3653
12,603678.SH,20201215,57.71,59.28,56.05,56.39,58.04,-1.6499999999999986,-2.8429,75260.69,432029.189,56.554,82037.68,54.2423,82010.3762,50.6182,79492.5135
13,603678.SH,20201214,55.14,58.1,55.14,58.04,55.96,2.0799999999999983,3.7169,68455.4,390869.782,56.322,78264.162,53.5115,80300.9762,50.3715,79864.9221
14,603678.SH,20201211,57.56,58.0,54.68,55.96,57.73,-1.769999999999996,-3.066,86131.63,484060.503,55.784,86824.408,52.6623,81960.7008,50.0609,80956.2262
15,603678.SH,20201210,54.89,59.13,54.36,57.73,54.65,3.0799999999999983,5.6359,108764.47,619383.479,55.19,80870.072,52.2423,80231.8138,49.7694,83024.2344
16,603678.SH,20201209,55.23,56.64,54.65,54.65,55.23,-0.5799999999999983,-1.0502,71576.21,399665.994,54.336,69001.126,51.6446,77046.7677,49.3203,81712.3176
17,603678.SH,20201208,54.89,55.94,54.41,55.23,55.35,-0.12000000000000455,-0.2168,56393.1,311873.479,54.124,72612.998,51.2638,79075.0723,49.0215,82408.8447
18,603678.SH,20201207,53.07,56.69,52.45,55.35,52.99,2.3599999999999994,4.4537,111256.63,611063.463,53.588,86060.192,50.8538,84714.7431,48.7206,84730.4632
19,603678.SH,20201204,53.03,53.45,51.83,52.99,53.46,-0.46999999999999886,-0.8792,56359.95,296853.564,52.516,78590.92,50.1138,80719.8523,48.4691,82885.6826
20,603678.SH,20201203,53.45,54.0,52.8,53.46,53.59,-0.13000000000000256,-0.2426,49419.74,262905.214,51.762,86387.362,49.6377,81513.9054,48.2594,83037.1253
21,603678.SH,20201202,52.6,53.73,52.0,53.59,52.55,1.0400000000000063,1.9791,89635.57,476859.191,50.448,87111.112,49.1538,82540.4531,48.0694,82810.3176
22,603678.SH,20201201,49.7,52.9,49.35,52.55,49.99,2.559999999999995,5.121,123629.07,638383.065,49.13,87190.362,48.7515,82147.0177,47.8903,81594.0341
23,603678.SH,20201130,49.87,50.78,48.56,49.99,49.22,0.7700000000000031,1.5644,73910.27,368216.419,48.72,75195.768,48.2785,76225.0531,47.7703,80034.2815
24,603678.SH,20201127,47.0,49.88,47.0,49.22,46.89,2.3299999999999983,4.9691,95342.16,466459.854,48.714,73885.488,47.9815,75549.4885,47.6918,79965.195
25,603678.SH,20201126,47.35,47.35,45.8,46.89,47.0,-0.10999999999999943,-0.234,53038.49,246998.217,48.81,74405.89,47.8354,75200.6669,47.6059,80122.9371
26,603678.SH,20201125,50.01,50.8,46.76,47.0,50.5,-3.5,-6.9307,90031.82,433953.569,49.412,89739.956,48.0331,77623.3638,47.6062,80449.6603
27,603678.SH,20201124,49.11,51.35,49.01,50.5,49.96,0.5399999999999991,1.0809,63656.1,320262.859,49.158,83598.202,48.2515,76492.47,47.5803,79013.9691
28,603678.SH,20201123,50.5,50.65,48.52,49.96,49.7,0.259999999999998,0.5231,67358.87,335161.811,48.418,84203.51,48.2831,78320.47,47.4579,79135.7609
29,603678.SH,20201120,49.5,51.5,49.05,49.7,49.9,-0.19999999999999574,-0.4008,97944.17,494754.821,47.86,83284.708,48.4477,82941.0746,47.3368,78690.0674
30,603678.SH,20201119,45.72,50.3,44.8,49.9,45.73,4.170000000000002,9.1187,129708.82,626727.803,47.592,80600.056,48.3438,80663.6438,47.2288,78107.3238
31,603678.SH,20201118,46.32,46.69,45.04,45.73,46.8,-1.0700000000000003,-2.2863,59323.05,271021.953,46.892,63986.998,48.1323,76653.2085,47.1021,76008.1047
32,603678.SH,20201117,46.7,47.16,44.85,46.8,47.17,-0.37000000000000455,-0.7844,66682.64,305152.037,46.972,65147.974,48.3215,78800.8292,47.1082,76958.7297
33,603678.SH,20201116,48.38,48.83,46.6,47.17,48.36,-1.1899999999999977,-2.4607,62764.86,298028.125,47.076,69972.942,48.4146,77605.1238,47.0479,77999.475
34,603678.SH,20201113,46.35,48.46,45.68,48.36,46.4,1.9600000000000009,4.2241,84520.91,399904.43,47.534,74326.68,48.4785,79540.3331,46.9759,80476.2665
35,603678.SH,20201112,46.13,46.81,45.8,46.4,46.13,0.269999999999996,0.5853,46643.53,216144.08,47.83,72488.538,48.4108,81158.7046,46.8315,83240.8012
36,603678.SH,20201111,47.77,47.98,45.81,46.13,47.32,-1.1899999999999977,-2.5148,65127.93,303109.996,48.732,80643.852,48.3838,89604.8877,46.7068,86958.8247
37,603678.SH,20201110,49.46,49.46,46.88,47.32,49.46,-2.1400000000000006,-4.3267,90807.48,433128.46,49.926,93103.612,48.1015,89530.3777,46.4774,87884.0509
38,603678.SH,20201109,50.2,50.47,48.23,49.46,49.84,-0.38000000000000256,-0.7624,84533.55,417647.554,50.132,88609.63,47.8838,89872.7354,46.205,89064.2553
39,603678.SH,20201106,51.12,51.26,49.0,49.84,50.91,-1.0699999999999932,-2.1017,75330.2,374639.136,49.67,87217.552,47.5408,93780.0108,45.8309,88906.9421
40,603678.SH,20201105,52.88,52.98,50.77,50.91,52.1,-1.1900000000000048,-2.2841,87420.1,448235.656,49.34,89599.936,47.3069,91718.7715,45.4609,87902.315
41,603678.SH,20201104,48.28,52.49,48.1,52.1,48.35,3.75,7.7559,127426.73,647871.074,48.76,82343.61,46.9185,89725.61,45.0435,87358.9185
42,603678.SH,20201103,48.0,48.59,47.46,48.35,47.15,1.2000000000000028,2.5451,68337.57,327708.882,47.94,74442.78,46.5262,83131.8831,44.6171,85772.7138
43,603678.SH,20201102,48.25,49.14,47.15,47.15,48.19,-1.0399999999999991,-2.1581,77573.16,370785.712,47.766,81887.214,46.4608,81589.1415,44.3176,85448.8988
44,603678.SH,20201030,48.29,50.34,47.58,48.19,48.01,0.17999999999999972,0.3749,87242.12,426262.873,47.546,97661.364,46.5623,81052.5508,44.0632,84953.3397
45,603678.SH,20201029,47.85,48.45,47.16,48.01,48.0,0.00999999999999801,0.0208,51138.47,244774.668,46.4,93044.8,46.4954,79846.3362,43.8229,84364.5956
46,603678.SH,20201028,47.49,49.48,47.04,48.0,47.48,0.5200000000000031,1.0952,87922.58,424173.214,45.696,101868.732,46.3638,83659.1762,43.5968,84768.8818
47,603678.SH,20201027,47.0,47.77,45.01,47.48,46.05,1.4299999999999997,3.1053,105559.74,490979.444,45.096,111349.842,46.2792,81830.2915,43.3926,84844.7321
48,603678.SH,20201026,44.6,46.71,43.22,46.05,42.46,3.5899999999999963,8.455,156443.91,713421.903,44.96,99944.712,46.1746,76880.9515,43.2494,84059.6326
49,603678.SH,20201023,44.72,45.17,42.0,42.46,44.49,-2.030000000000001,-4.5628,64159.3,279504.374,44.922,80957.73,46.1969,70061.96,43.1332,82591.9476
50,603678.SH,20201022,44.14,45.68,42.63,44.49,45.0,-0.509999999999998,-1.1333,95258.13,418010.213,45.83,76467.526,46.4569,69142.4208,43.0944,83961.1812
51,603678.SH,20201021,47.1,49.1,44.78,45.0,46.8,-1.7999999999999972,-3.8462,135328.13,627492.437,46.432,67072.286,46.5754,67824.9408,42.9553,84279.6579
52,603678.SH,20201020,46.07,46.88,45.51,46.8,45.86,0.9399999999999977,2.0497,48534.09,224108.397,47.126,54126.156,46.6208,61902.4208,42.7365,83934.6721
53,603678.SH,20201019,47.2,47.32,45.68,45.86,47.0,-1.1400000000000006,-2.4255,61509.0,284587.316,47.23,58731.604,46.5546,65218.5908,42.5271,85134.6491
54,603678.SH,20201016,47.87,48.5,46.78,47.0,47.5,-0.5,-1.0526,41708.28,197874.418,47.318,66570.882,46.4692,68338.5123,42.3806,86277.2956
55,603678.SH,20201015,48.22,48.49,47.0,47.5,48.47,-0.9699999999999989,-2.0012,48281.93,230372.394,47.298,71058.642,46.2938,76436.0115,42.1632,88103.9135
56,603678.SH,20201014,47.58,48.66,47.21,48.47,47.32,1.1499999999999986,2.4303,70597.48,339205.778,47.022,69645.92,45.9823,86453.9469,41.9568,91118.8476
57,603678.SH,20201013,46.3,47.59,46.1,47.32,46.3,1.0200000000000031,2.203,71561.33,336490.945,46.596,69085.828,45.4969,94335.3969,41.7476,93010.4612
58,603678.SH,20201012,46.98,48.11,45.83,46.3,46.9,-0.6000000000000014,-1.2793,100705.39,468930.031,46.3,65214.62,44.8054,96260.3423,41.6409,96296.3653
59,603678.SH,20201009,46.43,48.19,46.43,46.9,46.12,0.7800000000000011,1.6912,64147.08,301811.164,46.246,60699.72,44.1715,98585.6531,41.4791,97177.1726
60,603678.SH,20200930,46.5,46.95,45.95,46.12,46.34,-0.22000000000000597,-0.4748,41218.32,190879.028,45.984,59537.378,43.39,99742.4085,41.2659,99476.5591
61,603678.SH,20200929,46.01,47.25,45.88,46.34,45.84,0.5,1.0908,67797.02,314964.686,45.948,69622.574,42.7085,99738.9131,41.0468,103979.4074
62,603678.SH,20200928,46.03,47.0,45.45,45.84,46.03,-0.18999999999999773,-0.4128,52205.29,239879.319,45.63,76476.766,41.9685,99827.19,40.7953,110502.2091
63,603678.SH,20200925,46.25,46.66,44.82,46.03,45.59,0.4399999999999977,0.9651,78130.89,358043.147,45.406,95430.862,41.3346,101464.9192,40.6718,116798.4871
64,603678.SH,20200924,45.85,46.38,45.3,45.59,45.94,-0.3499999999999943,-0.7619,58335.37,267383.948,44.89,115507.702,40.73,99864.6862,40.5176,123834.9865
65,603678.SH,20200923,45.01,46.18,44.76,45.94,44.75,1.1899999999999977,2.6592,91644.3,418230.166,44.204,138451.894,40.1846,100048.4385,40.3768,128261.6485
66,603678.SH,20200922,44.7,45.26,43.86,44.75,44.72,0.030000000000001137,0.0671,102067.98,455093.138,42.682,139440.158,39.7292,98170.0169,40.2079,131252.2124
67,603678.SH,20200921,43.84,45.34,43.69,44.72,43.45,1.269999999999996,2.9229,146975.77,654547.566,41.344,145213.448,39.3885,95309.7262,40.0532,134911.055
68,603678.SH,20200918,41.77,44.18,41.77,43.45,42.16,1.2900000000000063,3.0598,178515.09,771417.719,39.748,131655.274,39.1069,90965.5508,39.8247,137668.8771
69,603678.SH,20200917,38.42,42.16,38.01,42.16,38.33,3.8299999999999983,9.9922,173056.33,714226.925,38.51,104186.832,39.0423,83300.2638,39.5806,138839.4482
70,603678.SH,20200916,38.3,39.33,37.7,38.33,38.06,0.269999999999996,0.7094,96585.62,373535.462,37.422,83364.49,39.0377,78183.8246,39.3185,137629.4229
71,603678.SH,20200915,37.05,39.7,36.66,38.06,36.74,1.3200000000000003,3.5928,130934.43,500926.031,37.276,78746.52,39.2538,79270.5646,39.1791,139214.3535
72,603678.SH,20200914,37.39,37.65,36.22,36.74,37.26,-0.519999999999996,-1.3956,79184.9,290963.103,37.298,64025.206,39.3846,77359.1731,39.0603,138804.2441
73,603678.SH,20200911,36.71,37.55,36.5,37.26,36.72,0.5399999999999991,1.4706,41172.88,152004.862,37.65,60333.056,39.4477,80775.6123,38.9359,139443.1165
74,603678.SH,20200910,37.72,38.45,36.6,36.72,37.6,-0.8800000000000026,-2.3404,68944.62,259522.702,38.202,65543.444,39.6338,84480.2608,38.7915,141462.3497
75,603678.SH,20200909,37.8,38.18,36.62,37.6,38.17,-0.5700000000000003,-1.4933,73495.77,275578.862,38.922,64731.36,39.9538,86896.75,38.625,143014.5265
76,603678.SH,20200908,38.98,38.98,37.39,38.17,38.5,-0.3299999999999983,-0.8571,57327.86,218256.572,39.614,68132.504,40.1085,89228.8669,38.4971,145941.4882
