,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,002831.SZ,20201231,29.46,30.8,29.22,30.62,29.37,1.25,4.256,85956.71,259898.482,29.398,74246.438,28.5869,68401.6308,28.8082,66399.9162,31.2224,48593.3297,30.1133,47591.9295,30.9349,50533.7277
1,002831.SZ,20201230,28.8,29.65,28.65,29.37,28.8,0.5700000000000003,1.9792,76994.36,225069.601,29.002,72815.096,28.37,65273.83,28.775,64723.3647,31.1939,48479.7653,30.0632,47232.0713,30.9931,49819.9759
2,002831.SZ,20201229,29.11,29.36,28.73,28.8,29.14,-0.33999999999999986,-1.1668,68457.94,198692.523,28.666,66622.898,28.2131,63269.2615,28.7897,63485.3241,31.1705,48449.9224,30.0228,46851.0132,31.0841,49212.6401
3,002831.SZ,20201228,29.3,29.69,28.22,29.14,29.06,0.08000000000000185,0.2753,69807.23,203168.74,28.492,62783.202,28.1015,61480.0623,28.8221,62133.7468,31.1493,48868.4349,29.9844,46575.8502,31.1837,48965.0329
4,002831.SZ,20201225,28.56,29.42,28.3,29.06,28.64,0.41999999999999815,1.4665,70015.95,203779.768,28.392,62768.58,27.9585,60959.6785,28.8765,61082.9285,31.1105,48657.1896,29.9474,46327.4728,31.3065,48560.6003
5,002831.SZ,20201224,27.6,28.9,27.6,28.64,27.69,0.9499999999999993,3.4308,78800.0,224432.385,28.278,62249.368,27.8808,59822.7031,28.9482,60554.1768,31.0745,48650.9962,29.9123,46190.7489,31.4368,48164.1516
6,002831.SZ,20201223,27.93,28.09,27.32,27.69,27.93,-0.23999999999999844,-0.8593,46033.37,127415.297,28.156,62360.746,27.87,59257.64,29.0171,59151.4682,31.0331,48273.7524,29.8769,45813.6299,31.5647,47464.9157
7,002831.SZ,20201222,28.36,28.62,27.68,27.93,28.64,-0.7100000000000009,-2.4791,49259.46,138367.911,28.158,66069.016,27.9415,61435.0585,29.1056,58909.9724,30.9995,48087.4818,29.8477,45736.0383,31.7019,47427.9704
8,002831.SZ,20201221,28.58,29.08,28.37,28.64,28.49,0.15000000000000213,0.5265,69734.12,200081.544,28.076,68779.236,28.0262,68575.3708,29.1771,58404.7365,30.9625,48049.2576,29.8134,45545.7099,31.8219,47380.9445
9,002831.SZ,20201218,28.07,28.74,28.07,28.49,28.03,0.4599999999999973,1.6411,67419.89,192034.521,27.908,63891.472,27.9931,74451.6146,29.2206,57272.9762,30.9227,47750.2991,29.7734,45210.2249,31.9299,47340.5609
10,002831.SZ,20201217,27.7,28.87,27.6,28.03,27.7,0.33000000000000185,1.1913,79356.89,223491.767,27.676,60594.488,27.9277,81178.8031,29.2847,57497.6438,30.8858,47405.3629,29.7367,44899.4102,32.0164,46954.6908
11,002831.SZ,20201216,27.6,28.1,27.49,27.7,27.52,0.17999999999999972,0.6541,64574.72,179146.42,27.54,53762.78,27.7923,93317.1246,29.33,56354.2394,30.855,47022.9978,29.7063,44616.8309,32.0993,46321.9016
12,002831.SZ,20201215,27.91,27.98,27.44,27.52,27.8,-0.28000000000000114,-1.0072,62810.56,173810.478,27.456,53456.284,27.8992,90175.9369,29.4438,55605.4926,30.8262,46845.7792,29.6756,44371.8466,32.1899,46009.4395
13,002831.SZ,20201214,27.33,27.85,27.25,27.8,27.33,0.4700000000000024,1.7197,45295.3,124706.28,27.562,51941.226,28.0285,87063.0015,29.5385,54877.2926,30.7993,46618.0984,29.6483,44337.451,32.2747,45729.2764
14,002831.SZ,20201211,27.22,27.93,27.21,27.33,27.35,-0.020000000000003126,-0.0731,50934.97,140224.268,27.702,57173.002,28.1592,85477.8408,29.6191,54435.4615,30.7739,46449.4283,29.616,44309.6544,32.3431,45965.5953
15,002831.SZ,20201210,27.07,27.83,27.06,27.35,27.28,0.07000000000000028,0.2566,45198.35,124070.236,27.96,61853.97,28.3777,83255.5654,29.7074,54053.4182,30.756,46237.0873,29.5863,44458.3138,32.39,45666.7923
16,002831.SZ,20201209,28.01,28.4,27.23,27.28,28.05,-0.7699999999999996,-2.7451,63042.24,174213.307,28.296,81231.004,28.5962,82122.5862,29.8,53619.9374,30.7391,46167.3831,29.5524,44329.5819,32.4324,45387.7644
17,002831.SZ,20201208,28.53,28.66,28.05,28.05,28.5,-0.4499999999999993,-1.5789,55235.27,156334.55,28.482,97847.614,28.8562,79663.5177,29.9259,52640.0112,30.722,46001.0849,29.5214,44141.4002,32.4813,44893.722
18,002831.SZ,20201207,28.77,29.66,28.41,28.5,28.62,-0.120000000000001,-0.4193,71454.18,206778.009,28.4,117775.228,29.0577,77433.1362,30.0365,51678.9068,30.6956,45879.8622,29.4828,43963.3751,32.5247,44623.6949
19,002831.SZ,20201204,29.35,29.37,28.37,28.62,29.03,-0.41000000000000014,-1.4123,74339.81,212957.262,27.954,150915.406,29.2631,74658.2408,30.1562,50053.8326,30.6629,45659.9949,29.4451,43672.0261,32.5579,44281.9481
20,002831.SZ,20201203,28.19,29.26,28.03,29.03,28.21,0.8200000000000003,2.9068,142083.52,410045.381,28.048,140795.3,29.3846,70339.5146,30.2726,48860.5174,30.6278,45568.9604,29.4055,43333.5503,32.6009,44073.494
21,002831.SZ,20201202,27.3,28.7,27.3,28.21,27.64,0.5700000000000003,2.0622,146125.29,410632.874,28.082,116847.076,29.53,63137.87,30.3985,45589.0891,30.593,44906.0031,29.364,42783.9671,32.6175,42942.4165
22,002831.SZ,20201201,26.71,28.27,26.71,27.64,26.27,1.370000000000001,5.2151,154873.34,428783.344,28.34,92559.66,29.6285,54124.6908,30.5638,42016.5874,30.5561,44184.4902,29.3199,42075.6214,32.6511,42185.6865
23,002831.SZ,20201130,28.88,28.88,26.18,26.27,29.09,-2.8200000000000003,-9.6941,237155.07,636440.792,28.846,65994.07,29.8,44896.0477,30.7435,38298.3218,30.5157,43345.2402,29.2775,41400.9669,32.7185,40784.2915
24,002831.SZ,20201127,29.06,29.39,28.82,29.09,29.2,-0.10999999999999943,-0.3767,23739.28,68975.32,29.63,24656.98,30.0792,28384.4508,30.9618,32059.3962,30.4855,41993.0451,29.2524,40143.2107,32.8233,38017.2343
25,002831.SZ,20201126,29.48,29.98,29.1,29.2,29.5,-0.3000000000000007,-1.0169,22342.4,65357.51,29.944,26123.994,30.2254,29179.8454,31.0991,32448.7838,30.4329,41974.5713,29.2081,40180.8033,32.9017,38041.6187
26,002831.SZ,20201125,30.19,30.3,29.48,29.5,30.17,-0.6700000000000017,-2.2207,24688.21,73257.747,30.238,26903.576,30.4023,31464.1523,31.2209,33502.8221,30.3841,41994.0038,29.1656,40310.3021,32.9763,38054.5779
27,002831.SZ,20201124,30.4,30.57,29.8,30.17,30.19,-0.019999999999999574,-0.0662,22045.39,66242.0,30.572,29042.042,30.5162,31957.9754,31.2871,35660.4579,30.3358,41910.0269,29.1223,40460.0941,33.0509,38282.6748
28,002831.SZ,20201123,30.6,30.81,30.1,30.19,30.66,-0.46999999999999886,-1.5329,30469.62,92192.591,30.578,28272.238,30.5569,33171.6,31.3891,36447.2629,30.2812,41909.4019,29.0795,40691.3985,33.1145,38632.684
