,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,601117.SH,20201231,5.78,5.92,5.76,5.87,5.79,0.08000000000000007,1.3817,382460.52,224066.823,5.792,322462.296,5.7562,376872.2169,6.0315,458000.1735,5.7277,352584.8315,5.7171,341185.962,5.7495,316157.9379
1,601117.SH,20201230,5.76,5.83,5.73,5.79,5.79,0.0,0.0,313679.76,181399.591,5.744,297753.158,5.7462,380153.5769,6.0276,453443.7397,5.7253,352121.6144,5.7172,340218.8979,5.7456,313660.2501
2,601117.SH,20201229,5.78,5.86,5.74,5.79,5.76,0.03000000000000025,0.5208,310848.04,180458.76,5.718,333111.706,5.7492,392573.9985,6.0262,451195.5276,5.7235,353129.857,5.7179,339415.5557,5.7435,312078.3167
3,601117.SH,20201228,5.7,5.83,5.69,5.76,5.75,0.009999999999999787,0.1739,331919.61,191405.971,5.676,376727.432,5.76,405334.6054,6.0271,453205.2926,5.7208,352779.4555,5.7185,338966.664,5.7408,312468.1921
4,601117.SH,20201225,5.6,5.77,5.6,5.75,5.63,0.1200000000000001,2.1314,273403.55,156537.02,5.684,395099.492,5.7792,406195.5962,6.0276,456229.1532,5.7183,351346.6674,5.7198,338475.9114,5.74,310825.2161
5,601117.SH,20201224,5.63,5.77,5.62,5.63,5.66,-0.03000000000000025,-0.53,258914.83,147352.135,5.71,460989.636,5.8108,411270.5838,6.0285,461385.2715,5.7162,350407.275,5.721,338499.8524,5.7401,310170.2617
6,601117.SH,20201223,5.59,5.7,5.45,5.66,5.58,0.08000000000000007,1.4337,490472.5,274182.319,5.748,483077.434,5.8592,415238.2262,6.0315,464153.5971,5.7149,349885.844,5.7229,338369.597,5.7423,310879.2452
7,601117.SH,20201222,5.73,5.75,5.58,5.58,5.8,-0.21999999999999975,-3.7931,528926.67,299427.937,5.764,443449.242,5.9077,402900.7862,6.0315,458155.0174,5.7131,347786.4348,5.7244,337369.0656,5.7437,308628.0556
8,601117.SH,20201221,5.85,5.86,5.75,5.8,5.88,-0.08000000000000007,-1.3605,423779.91,245884.983,5.8,401742.668,5.9708,400875.2362,6.0312,447822.6312,5.7117,346317.9785,5.726,335512.4102,5.7475,306385.172
9,601117.SH,20201218,5.91,6.03,5.86,5.88,5.82,0.05999999999999961,1.0309,602854.27,357249.074,5.788,402010.326,6.0154,395683.4923,6.025,446443.1362,5.7092,345890.3403,5.7259,333868.0282,5.7485,304372.7721
10,601117.SH,20201217,5.73,5.83,5.63,5.82,5.74,0.08000000000000007,1.3937,369353.82,212184.569,5.778,376468.52,6.0631,380571.3477,6.0144,442922.5909,5.7072,342946.3681,5.7251,331513.8758,5.7477,298602.9131
