a3,筹码突破--20220331-持仓量20220114-20220325-中间值5.67--8周-换手率,104.2-流通市值,89.5亿,中成药,信邦制药**002390.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值3.2--9周-换手率,307.9-流通市值,66.2亿,全国地产,新华联**000620.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值9.71--8周-换手率,96.0-流通市值,28.2亿,化工原料,英力特**000635.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值4.99--8周-换手率,255.2-流通市值,19.4亿,石油加工,茂化实华**000637.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值21.12--8周-换手率,158.5-流通市值,45.1亿,环境保护,北清环能**000803.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值12.49--7周-换手率,92.8-流通市值,95.8亿,工程机械,冰轮环境**000811.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值3.88--9周-换手率,50.8-流通市值,38.1亿,路桥,海南高速**000886.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值16.06--7周-换手率,423.2-流通市值,48.6亿,软件服务,南天信息**000948.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值3.93--8周-换手率,483.2-流通市值,26.1亿,区域地产,粤宏远A**000573.SZ
a3,筹码突破--20220331-持仓量20220114-20220325-中间值8.35--8周-换手率,200.7-流通市值,42.5亿,中成药,莱茵生物**002166.SZ
a3,筹码突破--20220331-持仓量20220114-20220325-中间值8.5--8周-换手率,54.3-流通市值,101.6亿,水泥,西部建设**002302.SZ
a3,筹码突破--20220331-持仓量20220114-20220325-中间值3.4--7周-换手率,99.4-流通市值,84.4亿,房产服务,世联行**002285.SZ
a5, 神4--20220328--20220406-持仓量20220114-20220325-中间值7.98--7周-换手率,89.7-流通市值,54.9亿,出版业,中原传媒**000719.SZ
a5, 神4--20220322--20220406-持仓量20220107-20220318-中间值4.39--9周-换手率,53.6-流通市值,44.1亿,区域地产,福星股份**000926.SZ
a5, 神4--20220318--20220331,建筑工程,北新路桥**002307.SZ,,
a5, 神4--20220321--20220331-持仓量20220107-20220318-中间值11.33--9周-换手率,217.3-流通市值,25.1亿,化学制药,黄山胶囊**002817.SZ
a5, 神4--20220323--20220406-持仓量20220107-20220318-中间值3.13--10周-换手率,292.4-流通市值,29.6亿,区域地产,大龙地产**600159.SH
a5, 神4--20220329--20220406-持仓量20220114-20220325-中间值3.23--8周-换手率,90.5-流通市值,114.2亿,中成药,中恒集团**600252.SH
a5, 神4--20220325--20220406-持仓量20220114-20220325-中间值3.15--9周-换手率,105.5-流通市值,57.3亿,区域地产,光大嘉宝**600622.SH
a5, 神4--20220322--20220406-持仓量20220107-20220318-中间值4.56--9周-换手率,27.9-流通市值,108.5亿,区域地产,城建发展**600266.SH
a51, 神4_1--20220328--20220406-持仓量20220114-20220325-中间值7.98--7周-换手率,89.7-流通市值,54.9亿,出版业,中原传媒**000719.SZ
a51, 神4_1--20220322--20220406-持仓量20220107-20220318-中间值4.39--9周-换手率,53.6-流通市值,44.1亿,区域地产,福星股份**000926.SZ
a51, 神4_1--20220318--20220331,建筑工程,北新路桥**002307.SZ,,
a51, 神4_1--20220321--20220331-持仓量20220107-20220318-中间值11.33--9周-换手率,217.3-流通市值,25.1亿,化学制药,黄山胶囊**002817.SZ
a51, 神4_1--20220329--20220406-持仓量20220114-20220325-中间值3.23--8周-换手率,90.5-流通市值,114.2亿,中成药,中恒集团**600252.SH
a51, 神4_1--20220322--20220406-持仓量20220107-20220318-中间值4.56--9周-换手率,27.9-流通市值,108.5亿,区域地产,城建发展**600266.SH
a51, 神4_1--20220325--20220406-持仓量20220114-20220325-中间值3.15--9周-换手率,105.5-流通市值,57.3亿,区域地产,光大嘉宝**600622.SH
a6,神 1--涨停板日期:20220311--20220331,化学制药,海翔药业**002099.SZ,,
a6,神 1--涨停板日期:20220325--20220406-持仓量20220121-20220401-中间值3.96--9周-换手率,51.7-流通市值,45.2亿,仓储物流,广汇物流**600603.SH
a6,神 1--涨停板日期:20220318--20220406-持仓量20220121-20220401-中间值3.69--8周-换手率,117.8-流通市值,46.2亿,玻璃,三峡新材**600293.SH
a6,神 1--涨停板日期:20220318--20220406-持仓量20220121-20220401-中间值4.48--9周-换手率,76.1-流通市值,31.5亿,其他建材,方大集团**000055.SZ
a71,神2--涨停板日期20220318 ----20220406,综合类,廊坊发展**600149.SH,,
a71,神2--涨停板日期20220317 ----20220331-持仓量20220114-20220325-中间值10.4--8周-换手率,113.4-流通市值,15.4亿,化工原料,红墙股份**002809.SZ
a71,神2--涨停板日期20220314 ----20220331,服饰,萃华珠宝**002731.SZ,,
a71,神2--涨停板日期20220321 ----20220331-持仓量20220114-20220325-中间值3.3--9周-换手率,92.3-流通市值,37.7亿,运输设备,远大智能**002689.SZ
a71,神2--涨停板日期20220318 ----20220331,综合类,综艺股份**600770.SH,,
a71,神2--涨停板日期20220316 ----20220406-持仓量20220121-20220401-中间值3.2--9周-换手率,307.9-流通市值,66.2亿,全国地产,新华联**000620.SZ
a71,神2--涨停板日期20220316 ----20220406-持仓量20220121-20220401-中间值7.46--8周-换手率,200.3-流通市值,40.5亿,旅游景点,峨眉山A**000888.SZ
a72,神2pro--涨停板日期20220317--20220406-持仓量20220121-20220401-中间值4.1--9周-换手率,67.5-流通市值,97.1亿,区域地产,苏宁环球**000718.SZ
a72,神2pro--涨停板日期20220321--20220331,建筑工程,粤水电**002060.SZ,,
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值6.52--10周-换手率,145.0-流通市值,36.8亿,旅游景点,丽江股份**002033.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值7.46--8周-换手率,200.3-流通市值,40.5亿,旅游景点,峨眉山A**000888.SZ
a72,神2pro--涨停板日期20220318--20220406,综合类,廊坊发展**600149.SH,,
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值11.8--8周-换手率,231.0-流通市值,88.1亿,旅游服务,中青旅**600138.SH
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值11.55--9周-换手率,165.1-流通市值,52.4亿,水力发电,闽东电力**000993.SZ
a72,神2pro--涨停板日期20220317--20220331-持仓量20220114-20220325-中间值10.4--8周-换手率,113.4-流通市值,15.4亿,化工原料,红墙股份**002809.SZ
a72,神2pro--涨停板日期20220321--20220331-持仓量20220114-20220325-中间值3.3--9周-换手率,92.3-流通市值,37.7亿,运输设备,远大智能**002689.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值3.2--9周-换手率,307.9-流通市值,66.2亿,全国地产,新华联**000620.SZ
a72,神2pro--涨停板日期20220316--20220331-持仓量20220114-20220325-中间值6.86--8周-换手率,50.5-流通市值,31.2亿,装修装饰,东易日盛**002713.SZ
a72,神2pro--涨停板日期20220316--20220331-持仓量20220114-20220325-中间值7.0--8周-换手率,94.3-流通市值,25.2亿,影视音像,金逸影视**002905.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值6.33--10周-换手率,251.7-流通市值,21.7亿,旅游景点,张家界**000430.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值8.95--9周-换手率,373.6-流通市值,21.8亿,旅游服务,西安旅游**000610.SZ
a72,神2pro--涨停板日期20220318--20220331,综合类,综艺股份**600770.SH,,
