code,name,lowprice,upprice,order,tar_value,now_price,jiazhilv,date


510300,华泰柏瑞沪深300ETF(300ETF),42,64,a0,,,,陈小章老师的基金-三年评级三星 5 年 3 星-345亿-2012
159915,易方达创业板ETF(创业板),42,64,a0,,,,陈小章老师的基金-四分位排名优秀-3 年 2 星-193 亿-2011
159902,华夏中小板ETF(中小板),42,64,a0,,,,陈小章老师的基金-不考虑-22亿-2006
513030,华安德国30(DAX)ETF(德国30),42,64,a0,,,,陈小章老师的基金-不考虑-
511880,银华日利A,42,64,a0,,,,陈小章老师的基金-不考虑-
159920,华夏恒生ETF(QDII),42,64,a0,,,,陈小章老师的基金-不考虑-
