,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34
0,600220.SH,20171229,3.05,3.07,3.04,3.06,3.04,0.02,0.66,47075.01,14400.477,3.034,44429.95,3.0523,46775.9615,3.1635,63431.9438
1,600220.SH,20171228,3.02,3.04,3.01,3.04,3.02,0.02,0.66,41162.85,12474.203,3.036,50267.55,3.0515,48509.2608,3.1771,65306.2568
2,600220.SH,20171227,3.03,3.04,3.02,3.02,3.04,-0.02,-0.66,30691.98,9289.74,3.036,51530.52,3.0538,51143.7162,3.1897,66138.3888
3,600220.SH,20171226,3.01,3.04,3.0,3.04,3.01,0.03,1.0,35749.51,10806.376,3.044,52533.454,3.0569,54544.9638,3.2038,67221.7918
4,600220.SH,20171225,3.07,3.08,3.01,3.01,3.07,-0.06,-1.95,67470.4,20452.823,3.05,53611.566,3.0569,56744.4085,3.2179,68693.3491
5,600220.SH,20171222,3.05,3.09,3.04,3.07,3.04,0.03,0.99,76263.01,23396.943,3.06,48189.5,3.0608,56951.1408,3.2332,68552.1047
6,600220.SH,20171221,3.05,3.06,3.03,3.04,3.06,-0.02,-0.65,47477.7,14467.455,3.06,40652.872,3.0592,58191.8331,3.2468,69190.6132
7,600220.SH,20171220,3.07,3.08,3.05,3.06,3.07,-0.01,-0.33,35706.65,10942.093,3.07,43090.916,3.0669,62306.1254,3.2597,70298.8309
8,600220.SH,20171219,3.06,3.08,3.05,3.07,3.06,0.01,0.33,41140.07,12621.522,3.068,45298.078,3.0777,67325.9223,3.2729,71477.5547
9,600220.SH,20171218,3.06,3.08,3.05,3.06,3.07,-0.01,-0.33,40360.07,12363.814,3.064,50991.644,3.0892,68168.1131,3.2868,72928.5982
10,600220.SH,20171215,3.09,3.09,3.06,3.07,3.09,-0.02,-0.65,38579.87,11853.431,3.066,58001.784,3.1031,70949.1392,3.2997,73284.7356
11,600220.SH,20171214,3.05,3.09,3.05,3.09,3.05,0.04,1.31,59667.92,18333.936,3.064,65267.45,3.1177,72194.6338,3.3124,76838.3429
12,600220.SH,20171213,3.04,3.06,3.03,3.05,3.05,0.0,0.0,46742.46,14257.593,3.054,66202.324,3.1292,70791.4862,3.3232,76982.0868
13,600220.SH,20171212,3.06,3.09,3.05,3.05,3.07,-0.02,-0.65,69607.9,21381.067,3.056,70885.416,3.1462,69994.7777,3.3371,77493.0247
14,600220.SH,20171211,3.05,3.08,3.05,3.07,3.06,0.01,0.33,75410.77,23127.216,3.056,75442.238,3.1615,69387.8623,3.3509,77333.9324
15,600220.SH,20171208,3.04,3.07,3.03,3.06,3.04,0.02,0.66,74908.2,22890.65,3.07,80552.784,3.1815,67304.3669,3.3647,80109.8791
16,600220.SH,20171207,3.05,3.06,3.03,3.04,3.06,-0.02,-0.65,64342.29,19597.696,3.098,85763.946,3.2031,68216.8023,3.3768,80509.3659
17,600220.SH,20171206,3.03,3.08,3.01,3.06,3.05,0.01,0.33,70157.92,21329.574,3.134,83313.198,3.2254,71050.4346,3.3882,80247.39
18,600220.SH,20171205,3.13,3.13,3.03,3.05,3.14,-0.09,-2.87,92392.01,28477.074,3.17,84584.296,3.2462,73912.5923,3.3979,81314.2553
19,600220.SH,20171204,3.2,3.2,3.13,3.14,3.2,-0.06,-1.88,100963.5,31921.668,3.212,77060.154,3.2746,71526.2646,3.4109,80663.41
20,600220.SH,20171201,3.23,3.23,3.19,3.2,3.22,-0.02,-0.62,100964.01,32424.662,3.232,65152.854,3.3,67825.13,3.4212,80363.7879
21,600220.SH,20171130,3.25,3.25,3.21,3.22,3.24,-0.02,-0.62,52088.55,16788.241,3.246,52237.102,3.3238,69219.3838,3.4306,81346.8465
22,600220.SH,20171129,3.26,3.26,3.21,3.24,3.26,-0.02,-0.61,76513.41,24715.309,3.252,54162.992,3.3469,73735.7762,3.4418,82422.1003
23,600220.SH,20171128,3.24,3.27,3.22,3.26,3.24,0.02,0.62,54771.3,17762.883,3.27,48525.376,3.3646,73192.8477,3.4518,83571.005
24,600220.SH,20171127,3.27,3.28,3.22,3.24,3.27,-0.03,-0.92,41427.0,13468.157,3.286,54925.088,3.3831,74174.1077,3.4615,85387.0256
25,600220.SH,20171124,3.23,3.29,3.23,3.27,3.25,0.02,0.62,36385.25,11877.677,3.304,66875.59,3.4046,77586.0662,3.4729,87894.0415
26,600220.SH,20171123,3.33,3.34,3.24,3.25,3.33,-0.08,-2.4,61718.0,20313.821,3.316,81071.734,3.4246,79607.8231,3.4829,91199.4306
27,600220.SH,20171122,3.34,3.35,3.3,3.33,3.34,-0.01,-0.3,48325.33,16059.521,3.35,81002.084,3.4462,82396.6154,3.4924,93299.3988
28,600220.SH,20171121,3.33,3.41,3.29,3.34,3.33,0.01,0.3,86769.86,29065.125,3.378,81906.768,3.4577,85229.8285,3.4985,97142.1409
29,600220.SH,20171120,3.31,3.34,3.21,3.33,3.33,0.0,0.0,101179.51,33181.09,3.412,88370.658,3.4708,84384.7054,3.5071,100187.2218
30,600220.SH,20171117,3.42,3.44,3.31,3.33,3.42,-0.09,-2.63,107365.97,36000.369,3.45,90295.086,3.4869,83561.3238,3.5153,103116.6915
31,600220.SH,20171116,3.46,3.47,3.41,3.42,3.47,-0.05,-1.44,61369.75,21090.827,3.478,82712.96,3.5,79338.46,3.5238,111475.8285
32,600220.SH,20171115,3.5,3.5,3.46,3.47,3.51,-0.04,-1.14,52848.75,18351.123,3.494,83944.546,3.5062,86879.4423,3.5338,135204.3482
33,600220.SH,20171114,3.49,3.52,3.45,3.51,3.52,-0.01,-0.28,119089.31,41578.153,3.504,90531.288,3.5054,87779.9392,3.5465,174092.4321
