,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,600428.SH,20220324,4.29,4.31,4.23,4.24,4.29,-0.04999999999999982,-1.1655,102573.03,43793.6,4.3101,137842.142,4.3685,191238.7477,4.6306,221635.7453,5.4183,397673.9348,5.4633,431295.918,4.8681,261372.4888,4.3101,179040.817,4.556,246474.523,4.609,219029.2673,4.765,227323.3983,5.1799,327320.2276
1,600428.SH,20220323,4.34,4.36,4.28,4.29,4.35,-0.05999999999999961,-1.3793,125322.53,53990.768,4.3141,157103.268,4.4177,202376.7554,4.6374,224455.1682,5.431,401169.581,5.4737,435043.1459,4.8831,269413.9523,4.3361,188454.964,4.5755,252913.59,4.6304,222486.1663,4.7812,230423.9478,5.2111,333631.0528
2,600428.SH,20220322,4.3007,4.3907,4.2907,4.3507,4.3407,0.009999999999999787,0.2304,151601.65,65742.607,4.3021,184524.798,4.4708,222995.0262,4.6391,225619.6232,5.4433,405071.0749,5.4833,439287.7922,4.8987,283387.0759,4.3601,200391.117,4.598,252217.3225,4.6484,225891.5293,4.7983,236148.9042,5.2426,340553.166
3,600428.SH,20220321,4.35,4.39,4.27,4.34,4.33,0.009999999999999787,0.2309,160430.79,69657.45,4.248,209411.002,4.5292,257132.8685,4.6421,225751.2803,5.4565,409800.4853,5.4931,444055.9438,4.9112,292765.5304,4.391,210660.651,4.615,252031.016,4.6637,231103.2403,4.8108,238393.7377,5.2714,347586.376
4,600428.SH,20220318,4.26,4.35,4.23,4.33,4.26,0.07000000000000028,1.6432,149282.71,64413.9,4.262,211199.456,4.5754,268344.2769,4.6435,230022.6621,5.4683,414281.4071,5.5045,449851.8053,4.9191,293651.5207,4.445,219354.285,4.6385,252076.5445,4.674,233189.578,4.8255,240329.62,5.2995,354320.7953
5,600428.SH,20220317,4.29,4.36,4.24,4.26,4.23,0.02999999999999936,0.7092,198878.66,85549.711,4.31,220239.492,4.6154,276192.4854,4.6521,231540.6294,5.4779,416422.9646,5.5181,456846.8033,4.9283,295054.7373,4.51,243762.019,4.6585,251562.9895,4.6787,234827.9347,4.8412,241787.8555,5.3265,367037.3813
6,600428.SH,20220316,4.16,4.24,4.01,4.23,4.08,0.15000000000000036,3.6765,262430.18,108793.836,4.358,219806.66,4.6615,296366.6046,4.6659,230649.3776,5.4872,417034.2823,5.5311,467953.5547,4.9383,296658.954,4.595,283413.513,4.6795,250321.1015,4.6817,233695.7793,4.8568,242342.7332,5.3532,371730.87
7,600428.SH,20220315,4.4,4.42,4.07,4.08,4.41,-0.33000000000000007,-7.483,276032.67,117288.949,4.418,216257.436,4.6985,290690.07,4.6835,228111.9529,5.4969,417707.2068,5.547,471062.0738,4.95,298394.8243,4.666,287788.405,4.703,244680.049,4.689,230150.7063,4.873,242994.3738,5.3744,376175.4859
8,600428.SH,20220314,4.53,4.58,4.41,4.41,4.57,-0.16000000000000014,-3.5011,169373.06,76182.383,4.534,211910.3,4.7408,287253.2777,4.7082,224373.0591,5.5085,418702.7644,5.56,477770.5853,4.9625,299463.9829,4.743,285316.08,4.7315,239635.627,4.6993,231138.2097,4.8923,243324.1228,5.395,378101.2183
9,600428.SH,20220311,4.47,4.58,4.37,4.57,4.5,0.07000000000000028,1.5556,194482.89,86976.381,4.628,227509.114,4.7662,282793.5946,4.7238,225181.9006,5.5168,420247.8469,5.5677,484674.4395,4.9695,301357.1119,4.788,314492.995,4.746,240238.976,4.7063,232188.8943,4.9067,246137.172,5.4131,382750.1712
10,600428.SH,20220310,4.65,4.68,4.49,4.5,4.53,-0.03000000000000025,-0.6623,196714.5,89830.667,4.71,267284.546,4.7754,279208.4123,4.7344,226312.6397,5.5251,422739.6274,5.5745,487837.9079,4.9731,302984.6275,4.802,313908.229,4.7585,239023.4925,4.7117,231325.3347,4.919,247797.7577,5.4277,387659.6228
11,600428.SH,20220309,4.66,4.7,4.3,4.53,4.66,-0.1299999999999999,-2.7897,244684.06,110785.129,4.832,347020.366,4.7992,276487.4015,4.7491,231633.1485,5.5349,427015.1805,5.5786,491117.4573,4.9779,305036.6617,4.815,317372.216,4.7775,239501.7675,4.7227,230640.1093,4.9335,250881.087,5.4398,388825.5973
12,600428.SH,20220308,4.87,4.87,4.63,4.66,4.88,-0.21999999999999975,-4.5082,254296.99,120496.3,4.914,359319.374,4.8146,268358.7515,4.7685,231537.2241,5.5435,430272.0027,5.5822,493474.9896,4.9828,307684.4296,4.836,304043.528,4.7925,238641.7355,4.7357,227447.65,4.9473,255210.171,5.4516,389929.1887
13,600428.SH,20220307,4.93,4.97,4.83,4.88,4.98,-0.10000000000000053,-2.008,247367.13,121039.126,4.952,358721.86,4.8162,262185.2062,4.7835,230092.495,5.5482,430864.3222,5.5847,497126.3938,4.9857,307905.4867,4.839,293401.381,4.8,241324.535,4.745,225533.5393,4.9605,263346.206,5.462,390976.8984
14,600428.SH,20220304,5.1,5.1,4.96,4.98,5.11,-0.1299999999999999,-2.544,393360.05,196541.981,4.948,401476.876,4.8023,254665.36,4.7935,230452.1026,5.5517,431506.8858,5.5855,502936.8629,4.9863,308576.5585,4.832,284798.804,4.7885,240107.2245,4.7467,225052.2357,4.9695,270863.6128,5.4712,393031.4997
15,600428.SH,20220303,4.98,5.14,4.96,5.11,4.94,0.16999999999999993,3.4413,595393.6,302031.675,4.894,360531.912,4.7769,237879.5277,4.7985,224702.4847,5.554,433160.9759,5.5855,511236.2969,4.9867,307151.1964,4.807,259363.96,4.763,230360.8925,4.7473,224527.294,4.9743,274601.7627,5.4783,394406.6692
16,600428.SH,20220302,4.84,4.94,4.81,4.94,4.85,0.09000000000000075,1.8557,306179.1,149742.289,4.798,287724.066,4.7454,206036.9462,4.8009,214208.0103,5.5546,433372.0245,5.5831,512170.5713,4.9853,303967.5715,4.764,217228.69,4.725,208836.9125,4.75,212728.2617,4.9785,276439.9158,5.4853,398077.2945
17,600428.SH,20220301,4.83,4.87,4.78,4.85,4.86,-0.010000000000000675,-0.2058,251309.42,121395.688,4.758,248767.682,4.7362,195574.9554,4.8082,213613.9215,5.5591,434698.8015,5.5792,512064.7941,4.9856,302788.7085,4.74,201571.693,4.7005,201331.857,4.7577,209361.4983,4.9872,290892.0442,5.4969,406093.6963
18,600428.SH,20220228,4.83,4.92,4.66,4.86,4.71,0.15000000000000036,3.1847,461142.21,222023.518,4.726,228080.902,4.7385,192111.1538,4.8176,217319.2909,5.5647,439335.5913,5.576,512512.2236,4.9877,302835.1557,4.72,193955.174,4.6775,204049.2745,4.77,209637.644,4.9945,300953.3162,5.5151,414219.7562
19,600428.SH,20220225,4.65,4.77,4.65,4.71,4.63,0.08000000000000007,1.7279,188635.23,88852.487,4.716,168120.732,4.7362,174137.4008,4.8265,213922.2112,5.5731,445051.6957,5.5725,512156.1712,4.9895,302536.6003,4.704,165984.957,4.6655,191036.844,4.7797,200862.005,4.9957,297048.947,5.5278,417241.0004
20,600428.SH,20220224,4.73,4.79,4.57,4.63,4.74,-0.11000000000000032,-2.3207,231354.37,108383.062,4.72,158196.008,4.7438,183315.6892,4.8362,213495.7538,5.5787,447515.7013,5.5689,512333.0934,4.9969,306307.8372,4.715,164138.756,4.6665,190033.8875,4.7957,202526.8797,5.0008,298147.0925,5.5388,420319.7277
21,600428.SH,20220223,4.7,4.76,4.7,4.74,4.69,0.04999999999999982,1.0661,111397.18,52697.714,4.73,146733.314,4.7454,182674.6546,4.8485,213826.1903,5.5843,452340.0702,5.5663,512259.2037,5.0045,307090.5215,4.74,161631.319,4.6765,187274.056,4.8143,204347.7367,5.0072,299611.1015,5.5518,422372.8342
