,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,002059.SZ,20240315,5.11,5.2,5.06,5.15,5.15,0.0,0.0,80026.0,41155.17,5.06,97923.982,4.9308,98459.5346,4.9862,139713.7441,5.6281,94936.1353,5.7489,91937.265,5.3775,117131.5743,4.976,99450.495,4.897,101829.8425,4.8847,118055.443,5.295,135493.4695,5.5016,92531.6169
1,002059.SZ,20240314,5.04,5.22,5.04,5.15,5.04,0.11000000000000032,2.1825,149469.89,76850.092,5.01,104211.834,4.9146,98649.5846,5.0124,148993.9226,5.6364,94787.7742,5.7567,91768.7088,5.3848,116858.6279,4.942,97893.395,4.8695,104020.43,4.9077,122512.9767,5.3037,134761.3445,5.5118,92620.6924
2,002059.SZ,20240313,5.02,5.07,4.97,5.04,5.03,0.009999999999999787,0.1988,81862.0,41100.271,4.99,110398.328,4.8954,94225.2677,5.0224,149036.2506,5.6455,94028.2472,5.765,91327.2775,5.3916,115351.9227,4.907,90621.206,4.8275,101866.762,4.9273,124165.4907,5.3137,133211.2717,5.5222,92709.0353
3,002059.SZ,20240312,4.93,5.08,4.91,5.03,4.93,0.10000000000000053,2.0284,112085.12,56034.943,4.96,110803.67,4.8854,96979.5077,5.04,150522.4035,5.6554,93836.2611,5.7738,91615.0526,5.4001,114971.1896,4.876,96861.606,4.794,103480.562,4.9487,132249.5673,5.323,132604.8887,5.5323,92632.3355
4,002059.SZ,20240311,4.92,4.93,4.86,4.93,4.9,0.02999999999999936,0.6122,66176.9,32452.857,4.916,104439.188,4.8777,101310.3177,5.0659,153082.4588,5.6656,93737.3783,5.7814,91229.4838,5.408,113860.2547,4.867,93902.759,4.756,104636.1345,4.972,144227.4763,5.3323,131702.3533,5.5427,92613.8847
5,002059.SZ,20240308,5.04,5.04,4.85,4.9,5.05,-0.14999999999999947,-2.9703,111465.26,54655.938,4.892,100977.008,4.8654,104324.9177,5.0929,155445.2265,5.6769,93703.202,5.7891,91203.5969,5.4171,113533.456,4.864,96480.446,4.744,108286.4905,5.009,155206.6487,5.3457,131238.7883,5.5537,92527.2147
6,002059.SZ,20240307,4.87,5.2,4.85,5.05,4.89,0.16000000000000014,3.272,180402.36,90232.948,4.874,91574.956,4.8508,102037.8815,5.1147,154170.9835,5.6881,93473.2002,5.7975,91042.477,5.4265,112517.7859,4.865,97100.632,4.733,109157.455,5.0287,156521.4413,5.3602,130114.634,5.5649,92107.8959
7,002059.SZ,20240306,4.79,4.9,4.76,4.89,4.81,0.08000000000000007,1.6632,83888.71,40549.583,4.824,70844.084,4.8223,96546.8708,5.1353,151518.3847,5.6989,93006.9012,5.8056,90764.336,5.4336,110609.3277,4.853,95898.961,4.7255,112795.438,5.0483,154921.0693,5.372,127971.1113,5.5747,91361.5346
8,002059.SZ,20240305,4.81,4.9,4.74,4.81,4.81,0.0,0.0,80262.71,38774.589,4.792,82919.542,4.8,99619.8738,5.1618,153269.7779,5.7113,93881.867,5.8128,90672.4013,5.4424,110057.0516,4.841,98046.76,4.75,117720.0025,5.0823,158762.3457,5.3872,127444.7002,5.5851,90998.3079
9,002059.SZ,20240304,4.81,4.83,4.72,4.81,4.81,0.0,0.0,48866.0,23352.207,4.818,83366.33,4.7615,101630.1677,5.1947,157647.8612,5.7231,93864.1468,5.8214,90564.5332,5.4513,109448.1888,4.831,98193.868,4.7875,120259.867,5.117,160970.622,5.403,126897.2217,5.5958,90812.7937
