,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,002407.SZ,20211207,49.8,50.1,46.8,47.41,49.7,-2.2900000000000063,-4.6076,322804.21,1544911.914,49.18,299337.464,49.5631,343716.8462,54.2697,440556.2118,45.944,652901.4954,42.2621,617372.3954,53.9187,539642.1872,48.892,328375.778,50.541,402401.3905,53.2737,422012.0337,54.4923,499382.0453
1,002407.SZ,20211206,49.9,50.5,49.52,49.7,50.03,-0.3299999999999983,-0.6596,228227.17,1140536.888,49.438,294867.452,49.9023,354823.2631,54.6048,454543.8118,45.7753,654071.3897,42.0978,616750.5415,53.9761,543383.5471,49.304,332992.602,50.9585,406325.437,53.78,427071.0887,54.5209,504555.689
2,002407.SZ,20211203,50.03,50.36,48.97,50.03,50.39,-0.35999999999999943,-0.7144,261411.58,1299335.507,49.162,311752.284,50.1446,371697.0015,54.7795,459140.9265,45.5949,655884.4583,41.9214,617650.9027,54.0244,548265.6869,49.622,358108.926,51.276,425275.88,54.251,438343.984,54.5731,508969.4012
3,002407.SZ,20211202,48.1,50.66,48.09,50.39,48.37,2.020000000000003,4.1761,465415.27,2320553.864,48.752,324519.942,50.2438,385882.5631,54.9343,464270.9874,45.413,658268.9965,41.7386,618015.6854,54.0698,555235.8133,49.718,365587.604,51.5095,433601.0605,54.6005,449059.0617,54.603,518687.3873
4,002407.SZ,20211201,48.0,48.7,47.66,48.37,48.7,-0.3300000000000054,-0.6776,218829.09,1051528.163,48.234,330255.71,50.4038,390097.2408,55.0322,464483.9035,45.2268,659316.1098,41.5521,617853.0516,54.0967,559448.1845,49.861,365764.84,51.8145,430320.0555,54.9214,456701.7657,54.7011,523768.2945
5,002407.SZ,20211130,48.7,48.95,47.5,48.7,48.32,0.38000000000000256,0.7864,300454.15,1452268.851,48.604,357414.092,50.8577,412872.5908,55.1361,466633.8268,45.0546,662196.3969,41.3845,618800.9947,54.1474,569035.2387,50.309,388640.508,52.2455,437134.181,55.2691,476020.2163,54.7984,532532.6648
6,002407.SZ,20211129,46.76,48.99,46.3,48.32,47.98,0.3400000000000034,0.7086,312651.33,1498828.965,49.17,371117.752,51.1331,420035.0662,55.2582,469259.5324,44.8757,663503.4237,41.2215,618715.3302,54.2242,579753.8817,50.571,403177.481,52.7405,447579.7255,55.5004,478822.7137,54.882,539158.3098
7,002407.SZ,20211126,47.75,48.51,47.11,47.98,47.8,0.17999999999999972,0.3766,325249.87,1562107.705,50.082,404465.568,51.3769,456787.3085,55.39,472972.4091,44.6998,665688.4965,41.0589,619336.2973,54.2401,584876.3048,50.986,423932.956,53.374,454743.0165,55.7329,482928.791,54.9516,551757.3355
8,002407.SZ,20211125,48.94,48.94,47.0,47.8,50.22,-2.4200000000000017,-4.8188,494094.11,2358887.492,50.684,406655.266,51.9754,462636.1754,55.5294,479214.9121,44.5229,668337.7385,40.9065,620208.8304,54.2898,593280.2379,51.615,442898.833,54.076,459145.6195,55.9241,487842.276,55.1038,561985.2642
9,002407.SZ,20211124,51.0,51.45,50.0,50.22,51.53,-1.3100000000000023,-2.5422,354621.0,1791658.768,51.488,401273.97,52.61,471339.4,55.7665,489940.1947,44.337,667219.5655,40.7547,621038.7328,54.2857,596286.6632,52.063,432846.055,54.755,459773.2495,56.0609,481103.355,55.2317,572738.675
10,002407.SZ,20211123,53.0,53.0,51.16,51.53,52.88,-1.3500000000000014,-2.553,368972.45,1909894.769,52.014,419866.924,52.9546,476977.4146,55.8644,492722.7609,44.1333,667412.5092,40.5767,621294.1648,54.2554,601083.1837,52.19,476427.003,55.4645,468830.1615,56.1486,482273.593,55.2352,574868.1363
11,002407.SZ,20211122,51.01,53.41,50.79,52.88,50.99,1.8900000000000006,3.7066,479390.41,2510287.207,51.972,435237.21,53.3362,479348.3931,55.8103,496615.8868,43.9203,670708.611,40.3964,620912.7209,54.2243,605004.2801,52.613,479658.272,56.018,474110.332,56.191,484604.1493,55.207,575697.4462
12,002407.SZ,20211119,51.2,51.57,50.5,50.99,51.82,-0.8299999999999983,-1.6017,336198.36,1712898.24,51.89,443400.344,53.6523,469788.4846,55.8212,493169.1929,43.698,670742.9328,40.2073,621026.4056,54.1894,608602.2769,52.93,492442.834,56.5655,478461.513,56.1857,486540.968,55.1552,577688.4087
