,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,002750.SZ,20220311,12.4,13.9,12.22,13.62,12.67,0.9499999999999993,7.498,396315.92,519992.753,12.938,339798.682,13.4738,361471.6808,14.3603,391387.4726,10.092,176451.504,9.6913,154558.7497,12.6952,319336.6671,13.437,371490.383,13.643,393476.18,13.7003,384292.127,14.0572,390062.8708,10.6513,207073.2895
1,002750.SZ,20220310,12.34,12.9,12.07,12.67,12.29,0.3800000000000008,3.0919,307400.16,383274.382,13.064,363102.558,13.5031,367395.6046,14.6176,398081.3976,10.0483,173797.7268,9.6551,152466.0875,12.608,314227.1081,13.42,359335.491,13.5945,392261.244,13.8563,381526.4817,13.9508,383765.8388,10.6,204129.9242
2,002750.SZ,20220309,12.1,12.56,11.36,12.29,12.37,-0.08000000000000007,-0.6467,350718.69,416649.541,13.528,450352.502,13.6338,380663.5377,14.9068,410730.7518,10.0114,171843.4838,9.6238,150735.9822,12.5345,310301.306,13.488,365128.624,13.646,394610.531,14.1117,390578.4253,13.8595,378996.8695,10.5567,201901.0445
3,002750.SZ,20220308,13.66,13.72,12.37,12.37,13.74,-1.370000000000001,-9.9709,323263.17,413975.307,13.914,448981.318,13.7254,377048.3554,15.2124,425519.2959,9.9765,169546.9721,9.5954,148747.3649,12.4663,305821.5235,13.658,364469.708,13.7465,402830.327,14.318,395693.919,13.775,373490.1697,10.5159,199521.2794
4,002750.SZ,20220307,14.1,14.5,13.72,13.74,14.25,-0.5099999999999998,-3.5789,321295.47,452675.227,14.026,424426.652,13.7946,378579.5877,15.4926,431871.0735,9.9403,167395.6049,9.5663,146910.2573,12.3971,301750.6812,13.821,379476.084,13.813,406643.339,14.5767,397649.2043,13.6892,368653.5668,10.4728,196954.2752
5,002750.SZ,20220304,14.95,15.54,14.23,14.25,14.99,-0.7400000000000002,-4.9366,512835.3,765114.214,13.936,403182.084,13.8115,390856.5931,15.6741,442825.9279,9.8947,165264.4265,9.5289,145111.7563,12.3091,297649.2083,13.884,395334.866,13.7845,405204.576,14.8643,407736.3343,13.5842,363904.5757,10.4181,194482.5676
6,002750.SZ,20220303,14.75,15.53,14.38,14.99,14.22,0.7699999999999996,5.4149,743649.88,1108570.951,13.776,355568.424,13.8462,405905.6608,15.7874,446157.1588,9.8453,161870.3574,9.4889,142172.0741,12.2141,291012.2309,13.807,374423.468,13.7195,398218.335,15.1393,415224.431,13.4702,356435.0808,10.3588,190361.9489
7,002750.SZ,20220302,12.95,14.22,12.8,14.22,12.93,1.290000000000001,9.9768,343862.77,468348.758,13.448,279904.746,13.7638,378003.4623,15.8647,439418.8194,9.7902,156860.6797,9.4445,137909.1931,12.1091,281260.0325,13.635,334375.399,13.6225,385227.686,15.3957,418887.0747,13.3483,345828.1887,10.2939,184287.877
8,002750.SZ,20220301,13.25,13.35,12.85,12.93,13.29,-0.35999999999999943,-2.7088,200489.84,260932.09,13.402,279958.098,13.6431,380169.1877,16.0224,451217.2415,9.741,154700.948,9.4041,135987.9882,12.0143,276893.2485,13.609,348078.776,13.5785,389006.0375,15.6517,425399.1027,13.2345,341432.9823,10.2356,181512.4372
9,002750.SZ,20220228,13.4,13.58,12.7,13.29,13.45,-0.16000000000000014,-1.1896,215072.63,283199.314,13.616,334525.516,13.7023,392007.3462,16.2159,470795.9318,9.7022,153441.075,9.371,134940.2125,11.9364,274467.9707,13.786,398877.11,13.673,398919.4805,15.8843,441841.4587,13.1372,338399.8012,10.1879,180003.1969
10,002750.SZ,20220225,13.17,13.69,13.01,13.45,13.35,0.09999999999999964,0.7491,274767.0,368287.577,13.832,387487.648,13.78,415087.4985,16.3468,480238.3259,9.6613,152105.6401,9.3359,133766.0905,11.8555,271973.3885,13.849,415461.977,13.832,390692.999,16.0447,455542.276,13.0347,335172.9735,10.1382,178423.9833
11,002750.SZ,20220224,13.75,14.41,12.92,13.35,13.99,-0.6400000000000006,-4.5747,365331.49,501307.841,13.838,393278.512,13.7992,424684.1454,16.4256,498311.7841,9.6197,150339.0359,9.2999,132319.5646,11.7705,268478.4685,13.769,425186.997,14.0745,392621.977,16.1837,463534.9207,12.931,331410.6715,10.0866,176252.9417
12,002750.SZ,20220223,13.75,14.4,13.59,13.99,14.0,-0.009999999999999787,-0.0714,344129.53,484415.937,13.822,388846.052,13.7854,419083.2777,16.4641,495305.4932,9.579,147931.8196,9.2656,130306.9581,11.6853,263718.2487,13.804,424092.438,14.4235,403303.326,16.3913,476190.8417,12.8278,325693.9633,10.0358,173371.5961
13,002750.SZ,20220222,14.16,14.92,13.28,14.0,14.37,-0.3699999999999992,-2.5748,473326.93,658316.761,13.816,416199.454,13.7054,421312.5815,16.4447,502639.2726,9.534,145696.3715,9.2282,128398.2863,11.5916,259318.6549,13.835,441190.946,14.648,411306.0245,16.5753,493592.0343,12.7137,320364.653,9.9793,170805.8973
14,002750.SZ,20220221,13.54,14.76,13.15,14.37,13.48,0.8899999999999988,6.6024,479883.29,665096.877,13.956,463228.704,13.6323,422121.0408,16.3894,495823.7038,9.4887,142554.4694,9.1907,125716.506,11.4995,253157.5787,13.805,433810.594,14.9545,406735.7645,16.7,495684.9377,12.5978,312787.2223,9.925,167240.3814
15,002750.SZ,20220218,13.24,13.75,13.08,13.48,13.27,0.21000000000000085,1.5825,303721.32,409624.575,13.866,443436.306,13.5531,417470.7723,16.2909,485445.4424,9.4408,139376.1132,9.151,122987.2085,11.4016,246950.4544,13.685,415074.286,15.3545,413937.0685,16.7587,509330.9807,12.4768,304965.1327,9.8652,163330.454
16,002750.SZ,20220217,13.71,13.95,13.25,13.27,13.96,-0.6900000000000013,-4.9427,343169.19,460263.885,13.7,457095.482,13.6562,424781.34,16.1891,492923.5182,9.3995,137621.6142,9.1167,121306.9462,11.3128,243127.7435,13.632,422013.202,15.8055,435624.9125,16.798,507977.5233,12.3702,300121.4273,9.8124,160968.1013
17,002750.SZ,20220216,14.56,14.67,13.7,13.96,14.7,-0.7399999999999984,-5.034,480896.54,676479.631,13.786,459338.824,13.9023,402271.6331,16.0668,488588.6206,9.3588,135364.9601,9.0838,119374.543,11.2289,238863.2053,13.61,436079.973,16.276,461142.9125,16.8,516321.1513,12.2683,294618.0242,9.7628,158228.9922
18,002750.SZ,20220215,13.87,15.3,13.36,14.7,13.92,0.7799999999999994,5.6034,708473.18,1031557.254,13.854,466182.438,14.2362,389383.1731,15.8997,481775.64,9.3133,132152.1717,9.0466,116693.4162,11.1384,232562.1048,13.548,429933.299,16.673,464059.266,16.7387,508344.5197,12.1552,286848.6652,9.7077,154353.9043
19,002750.SZ,20220214,12.86,13.92,12.8,13.92,12.65,1.2699999999999996,10.0395,380921.3,519478.872,13.654,404392.484,14.6692,379420.5031,15.6888,462522.4856,9.2625,127366.3301,9.0055,112633.1429,11.0376,223262.9973,13.56,398961.851,16.9335,463323.633,16.616,488962.827,12.0298,275339.9455,9.6468,148624.0778
20,002750.SZ,20220211,13.56,13.64,12.52,12.65,13.7,-1.049999999999999,-7.6642,372017.2,480087.442,13.504,386712.266,15.02,388902.2108,15.5,453444.5876,9.2167,124908.7308,8.9689,110524.9944,10.9471,218305.6867,13.815,365924.021,17.1425,475582.4255,16.486,494864.647,11.9168,269219.3405,9.5921,145564.9503
21,002750.SZ,20220210,14.0,14.38,13.65,13.7,14.3,-0.6000000000000014,-4.1958,354385.9,493877.485,13.564,386930.922,15.5954,389664.0977,15.3432,443094.0524,9.1803,122485.646,8.9402,108452.3422,10.8735,213540.7773,14.38,360056.957,17.391,482708.8825,16.368,488990.1627,11.8248,263270.0872,9.5481,142583.4182
22,002750.SZ,20220209,13.19,14.64,13.0,14.3,13.7,0.6000000000000014,4.3796,515114.61,720921.074,13.434,412821.122,16.2623,410396.6723,15.1541,433080.3112,9.1369,120193.6947,8.9053,106541.8754,10.7871,208948.9387,15.043,382514.214,17.685,502240.0435,16.1873,485485.806,11.715,257567.5722,9.4954,139862.6103
23,002750.SZ,20220208,13.37,14.2,13.11,13.7,13.17,0.5299999999999994,4.0243,399523.41,542396.042,13.242,393684.16,16.8931,427501.5638,14.9476,418518.8806,9.0895,116909.7458,8.8669,103652.7238,10.6927,202220.5972,15.461,381421.103,17.9455,519792.5785,15.9617,470110.85,11.5952,249254.8948,9.437,135702.0834
24,002750.SZ,20220207,13.3,13.45,12.38,13.17,12.95,0.22000000000000064,1.6988,292520.21,379703.328,13.466,393531.218,17.5838,462425.0854,14.7568,407137.8097,9.0475,114524.6398,8.8324,101468.4104,10.606,197020.7651,16.104,379660.935,18.1475,526622.1095,15.755,459202.4953,11.485,242906.0713,9.3837,132487.0988
25,002750.SZ,20220128,12.89,13.62,12.8,12.95,13.05,-0.10000000000000142,-0.7663,373110.48,490588.464,14.126,345135.776,18.2554,481402.27,14.5815,399201.8329,9.0101,113314.8873,8.8012,100026.4881,10.5267,193252.1089,17.024,412799.851,18.2955,556459.328,15.56,450121.7883,11.3858,238497.0507,9.3349,130167.5304
26,002750.SZ,20220127,13.51,14.18,12.71,13.05,13.34,-0.28999999999999915,-2.1739,483836.9,646644.968,15.196,333182.992,18.7908,506067.6577,14.4147,389046.3776,8.9723,111020.0645,8.7709,97976.8705,10.4512,188396.2625,17.979,449236.623,18.381,550959.684,15.3707,438148.729,11.288,232489.3427,9.2883,127274.8528
27,002750.SZ,20220126,14.44,14.73,13.34,13.34,14.82,-1.4800000000000004,-9.9865,419429.8,573558.088,16.652,352207.306,19.1792,517010.7538,14.2438,375359.8218,8.9329,107764.3386,8.74,95211.9837,10.3752,182089.4505,18.942,486205.852,18.395,556441.7405,15.1783,422688.3647,11.1865,224563.9777,9.2401,123409.7203
28,002750.SZ,20220125,14.82,16.52,14.82,14.82,16.47,-1.6499999999999986,-10.0182,398758.7,602592.584,17.68,369158.046,19.5085,524327.4108,14.0629,363649.0041,8.8923,104953.3147,8.7071,92865.0188,10.2952,176691.7552,19.798,498185.233,18.334,547550.13,14.974,409126.2713,11.0802,217809.481,9.1886,120026.6912
29,002750.SZ,20220124,16.47,16.95,16.47,16.47,18.3,-1.8300000000000018,-10.0,50543.0,83301.944,18.742,365790.652,19.8746,550962.0585,13.8394,352518.3571,8.841,102272.9904,8.6656,90651.63,10.1971,171716.7725,20.307,527685.415,18.144,533963.315,14.7203,396590.8813,10.9513,211350.9395,9.1248,116823.7502
30,002750.SZ,20220121,19.27,19.46,18.3,18.3,20.33,-2.0299999999999976,-9.9852,313346.56,578222.525,19.922,480463.926,20.1085,613702.2362,13.5674,352004.3571,8.7782,102042.4751,8.6143,90496.0825,10.0756,171357.6659,20.47,585240.83,17.8215,559334.96,14.414,395833.6147,10.794,210747.7057,9.0471,116603.3031
31,002750.SZ,20220120,18.98,20.33,18.02,20.33,18.48,1.8499999999999979,10.0108,578958.47,1126225.24,20.762,565290.254,20.0654,630838.1954,13.2479,343857.5759,8.7031,99977.7699,8.5528,88803.8818,9.9275,167406.4325,20.402,605360.808,17.362,553456.7655,14.0453,386005.196,10.6027,205808.8963,8.9534,114177.5507
