,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,002913.SZ,20211207,82.99,84.57,80.71,81.9,82.53,-0.6299999999999955,-0.7634,16244.13,133910.059,83.594,23574.34,81.1946,21437.6638,77.0071,18652.8794,82.0395,13886.3833,79.2897,13679.4692,82.9233,13989.9224,82.304,21969.232,79.5395,21063.709,77.6127,19851.6897,79.3163,14235.5688
1,002913.SZ,20211206,84.39,85.0,82.37,82.53,84.96,-2.4299999999999926,-2.8602,16000.76,134091.687,83.248,23774.106,80.6546,21445.2023,76.7365,18475.8991,81.9356,13875.7183,79.1443,13628.1911,83.1021,13936.8865,81.904,22120.561,79.2295,21353.8425,77.2927,19722.0373,79.3913,14101.391
2,002913.SZ,20211203,86.41,88.02,84.02,84.96,87.28,-2.3200000000000074,-2.6581,31543.28,269708.876,82.802,23253.276,80.1008,21127.2123,76.4656,18296.7603,81.8479,13872.2862,78.9893,13549.3005,83.3244,13955.9092,81.635,23409.074,78.698,21402.984,76.9823,19429.132,79.5163,13974.762
3,002913.SZ,20211202,81.78,89.43,80.1,87.28,81.3,5.980000000000004,7.3555,41266.98,350838.043,82.1,21624.066,79.3131,20739.0008,76.1003,17773.5462,81.7361,13784.1521,78.8174,13382.3917,83.4947,13701.2824,80.614,21490.146,78.152,20714.3075,76.5617,18741.215,79.5778,13675.6047
4,002913.SZ,20211201,80.16,81.58,79.5,81.3,80.17,1.1299999999999955,1.4095,12816.55,102956.062,81.304,18929.13,78.6808,19304.5323,75.6753,16938.91,81.602,13596.3035,78.6335,13162.4766,83.6587,13358.5124,79.374,18997.661,77.53,19281.6085,76.0523,17638.0917,79.6812,13163.886
5,002913.SZ,20211130,80.31,82.22,79.1,80.17,80.3,-0.12999999999999545,-0.1619,17242.96,139001.225,81.014,20364.124,78.5562,20289.2938,75.4309,17004.0259,81.5054,13689.0931,78.4859,13136.2959,83.9299,13387.676,78.777,18902.695,77.1985,19618.085,75.7657,17551.7667,79.9195,13118.0155
6,002913.SZ,20211129,80.0,80.9,78.51,80.3,81.45,-1.1500000000000057,-1.4119,13396.61,107117.99,80.56,20467.016,78.2277,20390.8931,75.2553,17116.8656,81.4334,13792.8294,78.3375,13060.346,84.2272,13402.482,78.232,19828.052,77.06,20470.003,75.5373,17307.336,80.2167,13033.7015
7,002913.SZ,20211126,82.88,84.65,80.28,81.45,83.3,-1.8499999999999943,-2.2209,23397.23,192189.401,80.468,23564.872,77.8731,20981.7623,75.1379,17211.8526,81.343,13850.9078,78.1822,13002.1815,84.5759,13418.1036,78.108,20750.28,76.8385,20915.908,75.2787,17319.249,80.5883,12997.3025
8,002913.SZ,20211125,79.87,84.19,79.21,83.3,79.85,3.450000000000003,4.3206,27792.3,228884.395,79.128,21356.226,77.4308,20877.8831,75.0659,16798.6747,81.2271,13761.9849,78.0149,12877.9356,84.9499,13378.9163,77.931,20972.402,76.3215,20060.4225,74.9913,16968.9863,81.0293,12782.405
9,002913.SZ,20211124,78.44,80.48,77.38,79.85,77.9,1.9499999999999886,2.5032,19991.52,158784.874,77.444,19066.192,76.5538,20046.4438,74.9926,16237.9738,81.0966,13661.443,77.837,12735.9221,85.2616,13337.4652,77.191,20049.547,75.707,19178.893,74.6477,16543.5927,81.4393,12594.2488
