,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,000983.SZ,20220128,8.28,8.34,7.55,7.75,8.35,-0.5999999999999996,-7.1856,1012635.39,794404.141,8.528,712378.812,8.8446,940949.7746,8.6535,847170.3118,9.4203,1168336.6586,9.0795,1199100.2408,8.8743,1027621.5327,8.85,856335.553,8.713,829169.482,8.6673,806331.5483,8.5563,925336.0237
1,000983.SZ,20220127,8.6,8.73,8.34,8.35,8.52,-0.16999999999999993,-1.9953,486857.28,415687.739,8.89,776592.648,8.9077,908648.5392,8.6724,833889.1953,9.4234,1169436.0079,9.0791,1206759.6883,8.9097,1027757.8952,8.943,866215.021,8.742,798177.1525,8.712,853465.3057,8.5883,940138.8548
2,000983.SZ,20220126,8.57,8.69,8.3,8.52,8.7,-0.17999999999999972,-2.069,548742.11,465848.805,9.064,819668.788,8.9277,926851.0931,8.6756,839886.8253,9.4205,1173137.0414,9.0748,1228150.6723,8.9353,1037112.4576,9.022,1012177.95,8.74,795465.13,8.7117,861990.3553,8.6153,967309.0238
3,000983.SZ,20220125,9.21,9.21,8.68,8.7,9.32,-0.620000000000001,-6.6524,786126.14,697570.471,9.198,951986.646,8.9169,921411.5762,8.6774,846224.8874,9.4168,1176312.8049,9.0674,1232432.9557,8.9609,1049971.5316,9.036,1018411.229,8.733,814747.3565,8.7027,866286.1767,8.6243,982382.7537
4,000983.SZ,20220124,9.42,9.53,9.24,9.32,9.56,-0.2400000000000002,-2.5105,727533.14,679366.434,9.266,1002988.994,8.8931,891888.5508,8.6756,852634.49,9.4125,1178456.7781,9.055,1242730.2892,8.9929,1054294.0096,9.023,999070.548,8.7295,802901.329,8.6967,865647.656,8.6365,986575.1247
5,000983.SZ,20220121,9.21,9.6,9.02,9.56,9.22,0.33999999999999986,3.6876,1333704.57,1251427.885,9.172,1000292.294,8.8223,893529.6215,8.6497,861694.1571,9.4024,1180686.5919,9.0354,1246796.2983,9.0128,1067341.1273,8.952,998666.282,8.702,797464.3065,8.6657,860099.1323,8.6352,991758.2645
6,000983.SZ,20220120,9.05,9.24,8.9,9.22,9.19,0.030000000000001137,0.3264,702237.98,638381.18,8.996,955837.394,8.7531,873089.6208,8.6191,866465.5435,9.3906,1182542.1816,9.0117,1243290.9949,9.0435,1071035.6271,8.834,913098.664,8.6675,771868.697,8.629,838668.2033,8.6288,999237.3558
7,000983.SZ,20220119,9.12,9.55,9.11,9.19,9.04,0.15000000000000036,1.6593,1210331.4,1127756.499,8.98,1204687.112,8.68,845042.5408,8.5874,863136.0435,9.3789,1182639.0908,8.9913,1244446.9305,9.0728,1079171.0145,8.751,883107.547,8.641,772790.824,8.6077,840734.8113,8.6368,1009440.6815
8,000983.SZ,20220118,8.75,9.12,8.7,9.04,8.85,0.1899999999999995,2.1469,1041137.88,930469.164,8.874,1084835.812,8.6138,782154.6485,8.5571,850404.4438,9.3678,1184267.5071,8.971,1244974.6786,9.1097,1077414.9005,8.672,836961.113,8.6085,746470.0275,8.5893,833858.8523,8.6535,1003563.8753
9,000983.SZ,20220117,8.8,8.93,8.63,8.85,8.68,0.16999999999999993,1.9585,714049.64,629288.715,8.78,995152.102,8.5577,735345.3369,8.5259,839373.7026,9.3557,1184370.4531,8.9506,1244397.4639,9.1449,1081611.4933,8.634,839645.781,8.5785,741120.17,8.5693,833672.9837,8.673,1004063.1068
10,000983.SZ,20220114,8.92,8.96,8.6,8.68,9.14,-0.46000000000000085,-5.0328,1111430.07,969206.344,8.732,997040.27,8.5215,752294.3369,8.5006,839384.7426,9.3458,1188610.7249,8.9315,1245766.5147,9.1893,1090518.0015,8.576,802003.411,8.576,781329.546,8.5583,859735.7193,8.6947,1018966.7872
11,000983.SZ,20220113,8.73,9.53,8.72,9.14,8.66,0.4800000000000004,5.5427,1946486.57,1789205.758,8.672,870359.934,8.5177,709046.3,8.4844,837019.9988,9.3378,1196424.3128,8.9125,1242759.1513,9.2516,1096577.5099,8.541,730139.284,8.5965,847090.448,8.5403,842322.5497,8.7317,1022755.0897
12,000983.SZ,20220112,8.55,8.72,8.41,8.66,8.57,0.08999999999999986,1.0502,611074.9,524825.25,8.522,561527.982,8.4892,606916.0015,8.4629,823958.1426,9.3254,1192338.731,8.8909,1236251.8641,9.3119,1091263.1408,8.458,578752.31,8.5565,786896.558,8.5077,803354.8977,8.7545,1015488.868
13,000983.SZ,20220111,8.49,8.59,8.4,8.57,8.61,-0.03999999999999915,-0.4646,592719.33,503943.965,8.47,589086.414,8.5054,623125.0385,8.4671,864415.3406,9.3117,1194104.981,8.8718,1237805.0659,9.3656,1107475.0893,8.43,611083.484,8.536,790223.6505,8.485,805188.8237,8.7973,1028892.9795
14,000983.SZ,20220110,8.36,8.66,8.31,8.61,8.38,0.22999999999999865,2.7446,723490.48,612957.826,8.488,684139.46,8.5146,632968.2069,8.4603,877680.94,9.298,1197739.0283,8.8536,1240410.199,9.4327,1120347.3256,8.436,606732.11,8.5335,798936.21,8.4657,809245.6793,8.8478,1044984.6427
15,000983.SZ,20220107,8.31,8.44,8.29,8.38,8.39,-0.009999999999999787,-0.1192,478028.39,399819.291,8.42,606966.552,8.5092,629923.9754,8.4512,883520.7562,9.2849,1203876.1745,8.8351,1245514.6251,9.5049,1131083.3883,8.452,596262.331,8.5225,790815.5575,8.4497,819496.956,8.8902,1058717.6345
16,000983.SZ,20220106,8.37,8.47,8.34,8.39,8.4,-0.009999999999999787,-0.119,402326.81,338054.545,8.41,589918.634,8.5138,665009.54,8.4503,901426.6624,9.2715,1206389.1092,8.8161,1248966.4946,9.5841,1149894.2784,8.501,630638.73,8.5265,801452.973,8.4507,853642.125,8.924,1067798.2043
17,000983.SZ,20220105,8.67,8.69,8.33,8.4,8.66,-0.2599999999999998,-3.0023,748867.06,635854.315,8.394,595976.638,8.5454,750848.7977,8.4438,920579.8579,9.2588,1213659.8976,8.7956,1248443.337,9.6789,1167565.8504,8.531,662474.101,8.536,819548.4435,8.4643,906451.8857,8.9553,1080900.2485
18,000983.SZ,20220104,8.48,8.73,8.48,8.66,8.27,0.39000000000000057,4.7158,1067984.56,921784.955,8.39,633080.554,8.5985,879908.8785,8.4397,918319.375,9.2442,1215493.5236,8.7746,1245592.9607,9.7656,1190464.1259,8.545,655978.942,8.548,832307.722,8.4623,916281.3073,8.9893,1093638.6752
19,000983.SZ,20211231,8.29,8.36,8.26,8.27,8.33,-0.0600000000000005,-0.7203,337625.94,279960.81,8.384,529324.76,8.5738,854879.9715,8.4229,910566.6556,9.2283,1220973.8666,8.752,1241474.8082,9.8645,1205658.7833,8.523,642594.559,8.537,830686.585,8.4503,911416.6297,9.03,1094344.1323
20,000983.SZ,20211230,8.3,8.44,8.26,8.33,8.31,0.019999999999999574,0.2407,392788.8,327363.119,8.484,585558.11,8.5723,881033.1108,8.4241,926892.3682,9.2129,1232287.3631,8.7324,1241453.7444,9.9572,1226866.6885,8.576,760655.681,8.5495,888601.8735,8.453,936390.0717,9.0723,1117151.4828
21,000983.SZ,20211229,8.31,8.46,8.29,8.31,8.38,-0.07000000000000028,-0.8353,432616.83,361890.668,8.592,671358.826,8.5869,909816.32,8.4274,944940.8974,9.2001,1238239.9606,8.7126,1241408.8043,10.0308,1241637.5712,8.652,964041.612,8.54,898414.1825,8.4477,958414.9603,9.1312,1137451.537
22,000983.SZ,20211228,8.58,8.6,8.18,8.38,8.63,-0.25,-2.8969,934386.64,774837.111,8.668,728971.564,8.5931,919697.9046,8.4382,966825.3018,9.1885,1243887.0181,8.6929,1242586.1295,10.0879,1254266.7284,8.655,995040.806,8.5325,915656.1915,8.446,966394.754,9.183,1152114.4572
23,000983.SZ,20211227,8.61,8.8,8.55,8.63,8.77,-0.1399999999999988,-1.5964,549205.59,474317.584,8.7,678877.33,8.5992,900958.6785,8.4438,974125.2494,9.1766,1250309.1101,8.6721,1238825.4955,10.1359,1264169.9495,8.642,969363.817,8.5125,902241.4935,8.4363,962061.6027,9.2427,1154518.394
24,000983.SZ,20211224,8.88,8.94,8.71,8.77,8.87,-0.09999999999999964,-1.1274,618792.69,544895.695,8.662,755864.358,8.5954,917499.4962,8.4476,1001400.8312,9.1639,1259408.2362,8.6496,1237346.0225,10.1873,1281122.6364,8.631,991140.31,8.4805,910502.464,8.4257,973511.422,9.2935,1167963.0065
25,000983.SZ,20211223,8.68,8.92,8.63,8.87,8.69,0.17999999999999972,2.0713,821792.38,722724.211,8.668,935753.252,8.5854,947134.8762,8.4556,1019891.2256,9.1511,1271783.0591,8.6264,1235237.7892,10.2217,1293525.0805,8.593,985368.784,8.4485,931114.2685,8.4147,986432.9587,9.3503,1180683.7575
26,000983.SZ,20211222,8.52,8.77,8.43,8.69,8.54,0.15000000000000036,1.7564,720680.52,621559.485,8.712,1256724.398,8.5523,963578.6792,8.4656,1034917.3191,9.1428,1282097.5705,8.6031,1231869.8023,10.2572,1302009.6957,8.552,972267.216,8.4255,965143.8225,8.4083,998262.7653,9.425,1193085.4378
27,000983.SZ,20211221,8.45,8.58,8.32,8.54,8.44,0.09999999999999964,1.1848,683915.47,579533.103,8.642,1261110.048,8.5392,1023213.3862,8.4944,1069626.8703,9.1354,1305578.4944,8.5809,1228891.2711,10.2811,1307444.8949,8.541,976622.786,8.431,1028440.778,8.4043,1013659.5767,9.5078,1206872.5773
28,000983.SZ,20211220,8.95,8.97,8.43,8.44,8.8,-0.3600000000000012,-4.0909,934140.73,801678.355,8.584,1259850.304,8.5085,1015914.8869,8.5365,1111778.3982,9.1266,1309665.526,8.5597,1226740.4233,10.3084,1317456.9361,8.551,1008636.502,8.421,1046432.49,8.4117,1040081.5733,9.577,1225923.5035
29,000983.SZ,20211217,9.14,9.23,8.78,8.8,9.09,-0.28999999999999915,-3.1903,1518237.16,1359096.431,8.6,1226416.262,8.4869,1003862.2931,8.5547,1127043.8444,9.1139,1320722.7118,8.5393,1224420.8437,10.3385,1326608.8633,8.551,1018778.611,8.414,1045827.665,8.4317,1050525.7523,9.663,1236323.4422
