,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,002668.SZ,20211207,5.77,5.99,5.68,5.82,5.7,0.1200000000000001,2.1053,188764.82,110867.319,5.576,94981.006,5.5015,62010.7877,5.4024,55121.1774,5.5128,148241.4739,5.5522,172492.099,5.5541,133735.2164,5.493,66146.153,5.497,56933.6825,5.4267,56560.3337,5.5398,93448.9352
1,002668.SZ,20211206,5.45,5.7,5.41,5.7,5.43,0.27000000000000046,4.9724,158727.26,89245.271,5.494,64478.836,5.48,52944.6646,5.3868,51555.4506,5.5078,148035.4208,5.552,173593.7157,5.546,132727.9719,5.459,51898.765,5.4745,50687.1345,5.4023,51959.6493,5.54,93952.1702
2,002668.SZ,20211203,5.46,5.51,5.39,5.43,5.47,-0.040000000000000036,-0.7313,39251.84,21298.487,5.426,39709.684,5.4777,44976.1592,5.38,48496.9129,5.5035,148050.2935,5.552,174255.2615,5.5389,131668.8324,5.441,41497.646,5.451,44929.896,5.385,48018.322,5.5432,94249.5503
3,002668.SZ,20211202,5.44,5.53,5.43,5.47,5.46,0.009999999999999787,0.1832,43974.28,24114.074,5.424,37941.972,5.4862,47012.8708,5.3847,48199.6147,5.5015,148897.593,5.554,175518.6283,5.5361,133182.2239,5.457,41939.632,5.446,44926.8485,5.3807,47858.7787,5.5505,97184.7588
4,002668.SZ,20211201,5.4,5.51,5.38,5.46,5.41,0.04999999999999982,0.9242,44186.83,24095.873,5.418,36284.204,5.4846,46196.9685,5.3894,48002.8065,5.4999,149859.7276,5.5569,176557.5367,5.5333,135038.0355,5.464,44632.726,5.441,45050.031,5.3753,48113.3943,5.5578,100374.8822
5,002668.SZ,20211130,5.35,5.44,5.35,5.41,5.36,0.04999999999999982,0.9328,36253.97,19597.088,5.41,37311.3,5.4823,45608.6192,5.3953,47684.2906,5.4992,150569.2704,5.5604,178662.1769,5.5328,135867.5008,5.485,45727.712,5.436,46075.0985,5.3697,48891.5037,5.5643,105422.8335
6,002668.SZ,20211129,5.34,5.39,5.3,5.36,5.42,-0.05999999999999961,-1.107,34881.5,18651.29,5.424,39318.694,5.4808,45965.5262,5.4041,47946.5444,5.4988,152261.804,5.563,179769.9426,5.5335,137325.7921,5.498,48675.224,5.43,47449.8435,5.3717,49507.604,5.5727,112212.019
7,002668.SZ,20211126,5.45,5.46,5.39,5.42,5.44,-0.020000000000000462,-0.3676,30413.28,16479.167,5.456,43285.608,5.4838,45587.1654,5.4121,48881.9544,5.4998,154042.0948,5.566,180918.8627,5.5337,140164.0261,5.507,48523.829,5.434,50464.348,5.3793,49316.344,5.5825,126085.344
8,002668.SZ,20211125,5.42,5.48,5.41,5.44,5.42,0.020000000000000462,0.369,35685.44,19404.56,5.49,45937.292,5.48,48157.9792,5.4176,49410.9382,5.5017,154959.9302,5.5692,182418.4529,5.5292,140720.6131,5.508,49136.33,5.424,50938.7275,5.3863,49545.328,5.597,142349.0217
9,002668.SZ,20211124,5.48,5.51,5.4,5.42,5.48,-0.0600000000000005,-1.0949,49322.31,26800.598,5.51,52981.248,5.4638,48765.4446,5.4226,52022.9735,5.5035,155864.6673,5.5722,185306.2927,5.524,141432.6856,5.503,49657.162,5.408,51700.0385,5.3937,49467.723,5.6017,143225.4703
10,002668.SZ,20211123,5.49,5.53,5.42,5.48,5.52,-0.03999999999999915,-0.7246,46290.94,25289.659,5.56,54144.124,5.4569,47986.1046,5.4365,55396.2182,5.5049,157480.4848,5.574,187651.5436,5.5195,142258.7748,5.501,47721.212,5.3935,51767.424,5.4033,49329.3327,5.598,144671.3015
11,002668.SZ,20211122,5.61,5.64,5.5,5.52,5.59,-0.07000000000000028,-1.2522,54716.07,30429.046,5.572,58031.754,5.4485,47997.4115,5.4488,59419.9074,5.5067,158589.8313,5.5776,189747.2948,5.5153,143331.7007,5.49,49475.504,5.374,51990.0915,5.4083,50009.1493,5.5952,148136.8792
12,002668.SZ,20211119,5.5,5.65,5.5,5.59,5.54,0.04999999999999982,0.9025,43671.7,24395.266,5.558,53762.05,5.4362,48764.4969,5.4603,62105.2994,5.5081,160144.5997,5.5811,191358.0609,5.5099,144338.534,5.461,48362.146,5.357,51278.66,5.4113,49798.5713,5.5878,148556.4545
13,002668.SZ,20211118,5.67,5.79,5.52,5.54,5.67,-0.1299999999999999,-2.2928,70905.22,39838.688,5.526,52335.368,5.4131,50308.8946,5.4691,64369.8976,5.5098,162330.2206,5.5844,193323.7886,5.5048,145399.2973,5.435,47914.065,5.3425,50818.352,5.412,52492.6693,5.5793,149783.3643
14,002668.SZ,20211117,5.59,5.68,5.55,5.67,5.54,0.1299999999999999,2.3466,55136.69,31089.793,5.496,46333.076,5.4054,52175.5385,5.4776,66776.8444,5.5138,163165.1314,5.5876,195726.646,5.5016,145232.8197,5.418,45467.336,5.331,49853.7285,5.4237,55596.2497,5.5725,150248.134
15,002668.SZ,20211116,5.47,5.61,5.46,5.54,5.45,0.08999999999999986,1.6514,65729.09,36505.643,5.442,41298.3,5.3708,51003.5523,5.4812,69008.9088,5.5172,165104.096,5.5887,196913.9061,5.4964,145521.406,5.387,46422.485,5.312,50473.3995,5.4313,59861.5723,5.5638,151632.6513
16,002668.SZ,20211115,5.41,5.49,5.41,5.45,5.43,0.020000000000000462,0.3683,33367.55,18162.599,5.408,40919.254,5.3385,49863.75,5.49,71749.6312,5.5222,166449.0754,5.5904,198328.0586,5.4936,145521.9839,5.362,46224.463,5.3085,49923.794,5.4437,62537.916,5.5583,152424.1912
17,002668.SZ,20211112,5.4,5.48,5.4,5.43,5.39,0.040000000000000036,0.7421,36538.29,19869.514,5.364,42962.242,5.3138,51194.7092,5.4976,74401.0591,5.528,168041.8872,5.5922,199625.087,5.4928,146222.2432,5.361,52404.867,5.3155,49712.6015,5.4583,65447.9323,5.5537,153189.5953
18,002668.SZ,20211111,5.41,5.44,5.37,5.39,5.4,-0.010000000000000675,-0.1852,40893.76,22078.862,5.344,43492.762,5.2877,52287.4785,5.5056,79610.4959,5.5343,170724.2978,5.5943,200913.2347,5.4921,147420.1856,5.34,52741.125,5.3255,49749.827,5.4717,69321.3697,5.5502,155126.5605
19,002668.SZ,20211110,5.33,5.42,5.33,5.4,5.37,0.03000000000000025,0.5587,29962.81,16085.915,5.34,44601.596,5.2715,52256.2231,5.5118,83038.8176,5.542,174795.1438,5.5966,202911.4356,5.4909,148016.6963,5.313,53742.915,5.339,49373.0035,5.485,72325.807,5.548,157497.667
20,002668.SZ,20211109,5.24,5.48,5.24,5.37,5.23,0.13999999999999968,2.6769,63833.86,34351.752,5.332,51546.67,5.2638,52602.5869,5.5191,91701.7935,5.5491,179971.0415,5.6003,205800.0162,5.4908,148395.708,5.286,55813.636,5.3545,50133.393,5.4997,76624.1683,5.5483,158771.5657
21,002668.SZ,20211108,5.29,5.35,5.2,5.23,5.33,-0.09999999999999964,-1.8762,43582.49,22913.057,5.316,51529.672,5.2592,51662.5015,5.5282,109177.5662,5.5535,183002.1444,5.6034,208863.8429,5.4915,148687.3092,5.258,54504.679,5.3675,50275.972,5.511,78613.5763,5.5498,160134.765
22,002668.SZ,20211105,5.4,5.4,5.28,5.33,5.37,-0.040000000000000036,-0.7449,39190.89,20895.688,5.358,61847.492,5.2638,53504.6262,5.5394,108563.5518,5.5591,187785.9851,5.6082,212581.0454,5.4931,149269.8499,5.253,54195.174,5.3865,50516.784,5.5267,84282.798,5.5523,163537.541
23,002668.SZ,20211104,5.36,5.48,5.32,5.37,5.36,0.009999999999999787,0.1866,46437.93,25105.379,5.336,61989.488,5.2746,54700.4792,5.5565,113723.5668,5.5622,189455.5808,5.6127,216771.3827,5.4933,150024.9873,5.25,53722.639,5.4005,54781.9715,5.5357,88224.9917,5.5482,164086.9812
24,002668.SZ,20211103,5.28,5.46,5.26,5.36,5.29,0.07000000000000028,1.3233,64688.18,34837.178,5.286,62884.234,5.2915,53370.1538,5.5721,117903.7635,5.5646,191144.1848,5.6173,221650.9727,5.4945,150340.6016,5.244,54240.121,5.4265,60660.7065,5.545,97493.8603,5.5428,164797.8637
25,002668.SZ,20211102,5.38,5.44,5.25,5.29,5.44,-0.15000000000000036,-2.7574,63748.87,33942.626,5.24,60080.602,5.3123,51262.0477,5.5865,120323.7253,5.5675,192741.3731,5.6187,224743.2079,5.496,150578.5121,5.237,54524.314,5.4535,66581.116,5.5557,117271.2587,5.5382,165574.3773
26,002668.SZ,20211101,5.38,5.48,5.26,5.44,5.22,0.22000000000000064,4.2146,95171.59,51339.082,5.2,57479.686,5.3408,48924.2338,5.6029,121964.1247,5.5709,194902.409,5.6222,228603.7479,5.4992,150565.8663,5.255,53623.125,5.4845,70694.6425,5.5663,115903.163,5.5362,166624.5692
27,002668.SZ,20211029,5.12,5.25,5.08,5.22,5.12,0.09999999999999964,1.9531,39900.87,20523.982,5.148,46542.856,5.3615,45078.0038,5.6144,125604.9285,5.5727,196120.1654,5.6237,232396.2059,5.4997,150391.1928,5.27,47020.336,5.507,71969.465,5.582,119885.1567,5.5307,167208.8522
28,002668.SZ,20211028,5.13,5.28,5.08,5.12,5.13,-0.009999999999999787,-0.1949,50911.66,26407.127,5.164,45455.79,5.3931,47138.3554,5.6341,129624.6109,5.5766,197598.3595,5.6278,238550.9582,5.5029,150956.0229,5.311,46758.529,5.5375,77611.492,5.6047,124840.615,5.5305,168597.6535
29,002668.SZ,20211027,5.09,5.16,4.98,5.13,5.09,0.040000000000000036,0.7859,50670.02,25563.593,5.202,45596.008,5.4308,46945.0531,5.6562,134461.4547,5.5824,198769.4577,5.6309,242253.8188,5.5081,151445.2608,5.365,45003.092,5.571,81617.253,5.629,128042.4557,5.5335,168722.7825
30,002668.SZ,20211026,5.18,5.18,5.05,5.09,5.18,-0.08999999999999986,-1.7375,50744.29,25961.41,5.234,48968.026,5.4677,52623.87,5.6791,139894.1506,5.5888,201194.4647,5.6342,245458.0309,5.5121,152158.1072,5.423,44453.15,5.6065,87029.4345,5.653,130337.5367,5.536,169157.9598
31,002668.SZ,20211025,5.28,5.29,5.17,5.18,5.3,-0.1200000000000001,-2.2642,40487.44,21097.278,5.31,49766.564,5.5292,61336.8192,5.7015,148609.4335,5.5941,202393.9236,5.6369,248507.0112,5.518,153113.8295,5.477,46047.265,5.6375,90668.025,5.6777,135944.691,5.54,169408.4288
32,002668.SZ,20211022,5.28,5.35,5.26,5.3,5.31,-0.009999999999999787,-0.1883,34465.54,18304.242,5.392,47497.816,5.5846,72306.7369,5.7229,160465.8353,5.5988,203703.3789,5.6393,252971.4198,5.5227,154820.0716,5.52,46838.394,5.6635,99326.61,5.7013,140480.7787,5.5435,170165.0882
33,002668.SZ,20211021,5.29,5.38,5.19,5.31,5.29,0.019999999999999574,0.3781,51612.75,27292.698,5.458,48061.268,5.6315,80887.8031,5.7421,184960.4076,5.6034,205435.1739,5.6408,259674.8271,5.5257,156903.4255,5.551,55841.304,5.6785,105476.168,5.7203,146510.739,5.5448,171697.062
34,002668.SZ,20211020,5.45,5.47,5.28,5.29,5.47,-0.17999999999999972,-3.2907,67530.11,36080.498,5.528,44410.176,5.6762,86199.7485,5.7709,213037.5015,5.6079,208713.7684,5.6417,266412.7638,5.5308,158152.0375,5.609,67081.292,5.6955,119120.73,5.7403,152636.37,5.5447,172264.0505
35,002668.SZ,20211019,5.59,5.59,5.41,5.47,5.59,-0.1200000000000001,-2.1467,54736.98,30037.098,5.612,39938.274,5.7177,92754.4638,5.7835,213647.5676,5.6108,211339.7379,5.6407,272789.5847,5.5372,159456.9757,5.67,78637.918,5.715,148644.731,5.759,161954.1633,5.5463,172111.6935
36,002668.SZ,20211018,5.6,5.64,5.56,5.59,5.63,-0.040000000000000036,-0.7105,29143.7,16273.785,5.644,42327.966,5.7423,98622.9177,5.7756,216039.7794,5.6152,213740.6817,5.638,277684.1467,5.5401,161033.8428,5.714,87766.16,5.722,147043.182,5.7737,174916.434,5.5455,172627.8097
37,002668.SZ,20211015,5.66,5.69,5.61,5.63,5.66,-0.03000000000000025,-0.53,37282.8,21030.896,5.648,46178.972,5.7615,108605.2215,5.7674,222659.8353,5.6188,215808.6806,5.6318,279395.7473,5.5428,162813.1691,5.744,96918.594,5.738,156317.567,5.7857,202854.344,5.5415,173596.632
38,002668.SZ,20211014,5.71,5.74,5.66,5.66,5.71,-0.04999999999999982,-0.8757,33357.29,19004.143,5.644,63621.34,5.7677,115238.5523,5.7512,223913.0056,5.6224,218160.0479,5.6264,281523.5936,5.5448,165429.0883,5.764,108464.455,5.7515,163881.658,5.8077,235152.7153,5.5368,174572.3553
39,002668.SZ,20211013,5.61,5.73,5.61,5.71,5.63,0.08000000000000007,1.421,45170.6,25703.889,5.69,89752.408,5.7708,129107.9254,5.7341,226381.5056,5.6253,221240.8176,5.622,284119.4623,5.5485,168396.7795,5.777,118231.414,5.761,169562.1375,5.8097,236983.2177,5.5335,175184.8838
40,002668.SZ,20211012,5.6,5.75,5.6,5.63,5.61,0.019999999999999574,0.3565,66685.44,37817.568,5.728,117337.562,5.7623,137745.3177,5.7171,227958.5879,5.6263,222703.4081,5.6169,287502.5387,5.5511,173642.3371,5.79,129605.719,5.768,173279.73,5.7927,240013.2703,5.5295,175807.565
41,002668.SZ,20211011,5.6,5.67,5.55,5.61,5.61,0.0,0.0,48398.73,27176.12,5.784,133204.354,5.7638,157577.5138,5.7029,230062.1847,5.6277,224356.4319,5.6134,295217.1063,5.5545,177307.278,5.798,135288.785,5.778,180893.404,5.782,246264.609,5.5278,175742.8148
42,002668.SZ,20211008,5.8,5.81,5.6,5.61,5.89,-0.27999999999999936,-4.7538,124494.64,70364.394,5.84,147658.216,5.7692,204470.6985,5.6912,231968.7362,5.6288,225774.2556,5.6084,298987.4804,5.5551,179195.0245,5.807,151814.826,5.792,187301.971,5.7643,247314.3377,5.5257,176304.0207
