,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,002030.SZ,20220128,17.8,17.96,17.46,17.81,17.62,0.18999999999999773,1.0783,200634.37,356404.044,18.126,262865.42,20.0385,632375.8215,20.0262,455155.4553,19.7062,339500.2845,20.05,338046.063,19.6112,334629.7819,19.425,505056.997,20.206,588393.378,20.058,479454.2233,19.756,368301.6992
1,002030.SZ,20220127,18.26,18.28,17.43,17.62,18.11,-0.48999999999999844,-2.7057,260141.09,462432.185,18.394,344025.656,20.3531,694225.2554,20.0732,455516.705,19.7301,339234.2101,20.0701,339049.0757,19.6235,334033.0544,19.961,640277.697,20.318,593769.555,20.126,481515.8063,19.7833,368835.7758
2,002030.SZ,20220126,18.2,18.37,17.92,18.11,18.11,0.0,0.0,217761.01,394511.465,18.908,386137.67,20.62,729302.7362,20.1321,454461.2874,19.7562,338991.9823,20.0878,339204.4999,19.636,331863.2533,20.335,697065.875,20.4305,598794.1195,20.1983,481465.0753,19.8168,372273.4387
3,002030.SZ,20220125,18.88,19.15,18.1,18.11,18.98,-0.870000000000001,-4.5838,387577.2,715482.891,19.41,431298.768,20.8223,775644.2692,20.1762,453021.5068,19.7786,338706.7687,20.1049,339694.7575,19.6393,330480.1992,20.696,754234.921,20.499,596261.02,20.262,488097.6047,19.829,371857.8902
4,002030.SZ,20220124,19.02,19.28,18.81,18.98,19.15,-0.16999999999999815,-0.8877,248213.43,471190.456,19.97,561788.172,20.9669,762282.7285,20.2191,447149.885,19.8006,337374.3713,20.1214,339684.246,19.644,326718.5696,21.075,815944.902,20.5745,585842.588,20.308,480305.727,19.8477,368535.6072
5,002030.SZ,20220121,20.0,20.18,19.03,19.15,20.19,-1.0400000000000027,-5.1511,606435.55,1180614.94,20.724,747248.574,21.0215,761921.0731,20.2338,447269.3841,19.816,336939.8389,20.1367,340119.7367,19.6371,325010.19,21.286,862738.393,20.6085,587342.188,20.3223,479129.1747,19.8522,367142.6327
6,002030.SZ,20220120,20.61,21.03,20.16,20.19,20.62,-0.4299999999999997,-2.0854,470701.16,968105.582,21.528,936529.738,21.0985,736710.7477,20.2559,438638.7994,19.8329,334376.2808,20.1527,338176.992,19.6293,318429.8456,21.445,884114.932,20.622,567937.525,20.338,466389.886,19.8495,359780.4578
7,002030.SZ,20220119,20.43,21.04,20.42,20.62,20.91,-0.28999999999999915,-1.3869,443566.5,919930.288,21.762,1007994.08,21.0885,721261.8269,20.2594,436092.3035,19.8422,332917.7633,20.1639,337537.2766,19.6036,314081.3401,21.425,858432.533,20.5945,552253.6735,20.3187,456326.7963,19.8253,354231.157
8,002030.SZ,20220118,22.35,22.35,20.85,20.91,22.75,-1.8399999999999999,-8.0879,1040024.22,2218080.315,21.982,1077171.074,21.0446,710845.7815,20.2497,440256.0994,19.8506,331490.9433,20.1701,336923.6285,19.5771,310230.7149,21.332,838427.074,20.547,542059.6775,20.2837,447805.9817,19.7972,349240.5255
9,002030.SZ,20220117,23.69,23.87,22.68,22.75,23.17,-0.4200000000000017,-1.8127,1175515.44,2708848.022,22.18,1070101.632,20.9646,658584.8708,20.2594,437370.9724,19.8536,325598.2462,20.1739,334166.4259,19.5509,298732.2209,21.256,762294.784,20.503,506838.822,20.236,421547.721,19.769,335140.7165
10,002030.SZ,20220114,21.36,23.45,21.36,23.17,21.36,1.8100000000000023,8.4738,1552841.37,3516692.861,21.848,978228.212,20.7131,581014.3769,20.1788,421829.4029,19.8411,318545.6297,20.1654,329953.3647,19.5039,284738.1728,20.987,671729.759,20.3745,466652.8365,20.141,392797.062,19.7098,318253.9842
