,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,002664.SZ,20231124,20.57,20.75,19.4,19.49,20.7,-1.2100000000000009,-5.8454,161974.3,321269.519,20.726,122367.416,19.9585,103327.6423,18.3656,113626.2685,14.808,63284.0636,14.5935,57309.8486,16.036,94646.4985,20.202,104535.254,19.479,107470.8435,18.5823,105740.7917,16.6493,99787.6452,15.1723,71766.1487
1,002664.SZ,20231123,20.4,21.02,20.2,20.7,20.46,0.23999999999999844,1.173,64839.56,134056.715,20.826,111010.244,19.9362,96502.0354,18.2944,119756.4326,14.7599,62338.2954,14.5564,56502.7344,15.9633,92759.2012,20.175,98784.273,19.3635,103894.98,18.4867,104030.352,16.5432,97577.0475,15.1201,70601.2045
2,002664.SZ,20231122,21.2,21.48,20.4,20.46,21.36,-0.8999999999999986,-4.2135,81995.26,170488.872,20.56,111213.496,19.8462,102786.3646,18.1509,125870.6482,14.7054,62100.4582,14.5147,56234.9912,15.8757,92189.4785,20.009,104871.204,19.1835,106666.1695,18.3503,105815.939,16.418,97103.0847,15.0559,70252.2537
3,002664.SZ,20231121,21.39,21.69,20.91,21.36,21.62,-0.26000000000000156,-1.2026,127084.69,270130.825,20.408,111594.918,19.7608,108205.0615,18.0288,130496.7094,14.6546,61692.7411,14.4731,55882.5434,15.7913,91375.7413,19.881,103445.023,18.999,107216.3135,18.2227,109429.8437,16.304,96717.7743,14.9964,69756.3862
4,002664.SZ,20231120,20.15,21.99,20.15,21.62,19.99,1.6300000000000026,8.1541,175943.27,375004.1,20.106,103018.776,19.4946,104920.7369,17.8368,128175.3947,14.598,61034.896,14.4277,55266.8308,15.6953,90073.9345,19.665,98060.695,18.7535,103666.2695,18.0807,114246.644,16.1805,96043.257,14.9277,68849.7916
5,002664.SZ,20231117,19.37,20.45,19.25,19.99,19.37,0.6199999999999974,3.2008,105188.44,208751.231,19.678,86703.092,19.2262,99582.5738,17.6379,125146.2103,14.5403,59995.1971,14.3819,54383.8253,15.5933,88070.2243,19.456,95119.952,18.4935,98262.8825,17.929,120728.531,16.0502,94828.4492,14.8573,67504.2087
6,002664.SZ,20231116,19.71,20.2,19.25,19.37,19.7,-0.3299999999999983,-1.6751,65855.82,128591.751,19.524,86558.302,19.0738,99214.8869,17.4856,124408.7712,14.4936,59388.9317,14.3475,53889.0091,15.5104,87050.7356,19.392,99844.94,18.3115,97200.994,17.79,126313.0127,15.9428,94174.0028,14.8007,66752.0017
7,002664.SZ,20231115,20.0,20.06,19.26,19.7,19.85,-0.15000000000000213,-0.7557,83902.37,164345.479,19.458,98528.912,18.9685,105118.1177,17.3353,123765.3353,14.4505,59093.5457,14.3159,53593.8306,15.4352,86566.6828,19.245,101698.205,18.1665,99138.7685,17.688,132093.8633,15.8347,93547.7035,14.7497,66377.0733
8,002664.SZ,20231114,19.4,19.93,19.18,19.85,19.48,0.370000000000001,1.8994,84203.98,165268.842,19.354,95295.128,18.7746,105622.3223,17.1824,122706.0009,14.4052,58616.1875,14.2814,53260.7692,15.3621,85907.8213,19.088,103962.683,18.0265,100039.958,17.5257,130902.4507,15.724,93088.0473,14.6951,65834.7272
9,002664.SZ,20231113,19.01,19.55,18.7,19.48,19.22,0.26000000000000156,1.3528,94364.85,181889.506,19.224,93102.614,18.5631,108396.12,17.0318,122763.8991,14.3587,58199.9168,14.2488,52870.5341,15.2809,85006.4216,18.904,105583.136,17.884,101412.908,17.3593,130527.3513,15.6083,92752.2492,14.6397,65266.9526
10,002664.SZ,20231110,18.78,19.55,18.68,19.22,19.04,0.17999999999999972,0.9454,104464.49,199427.967,19.234,103536.812,18.3546,108290.9885,16.8912,122627.3747,14.316,57702.8553,14.2184,52422.6488,15.2057,84062.2187,18.756,110406.433,17.7725,106343.5605,17.2037,130052.3733,15.5007,92560.2483,14.5864,64641.9397
11,002664.SZ,20231109,19.68,20.33,18.56,19.04,19.18,-0.14000000000000057,-0.7299,125708.87,244083.535,19.26,113131.578,18.1415,104569.3977,16.7397,120773.3603,14.2761,57064.3259,14.1903,51957.8937,15.1361,83050.3699,18.552,109005.687,17.6425,106653.3915,17.0383,128036.1903,15.406,92568.1815,14.5343,63948.2971
