,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,603128.SH,20240315,7.12,7.14,6.96,7.07,7.12,-0.04999999999999982,-0.7022,204628.56,144093.897,7.24,197238.892,7.3785,160016.5323,7.3603,199207.9891,7.4192,146999.8651,7.6576,132596.1357,7.3826,186653.7552,7.336,173987.808,7.468,157515.439,7.3613,185221.2643,7.3303,167835.4168,7.2411,158049.0015
1,603128.SH,20240314,7.24,7.34,7.07,7.12,7.23,-0.11000000000000032,-1.5214,209386.33,150391.648,7.322,190046.854,7.4385,154428.9692,7.3626,197442.9729,7.4333,145847.5341,7.668,131613.5051,7.3826,186039.8051,7.381,164594.156,7.4745,158941.6495,7.391,196157.6543,7.3408,166614.1742,7.2441,156722.8635
2,603128.SH,20240313,7.36,7.41,7.16,7.23,7.4,-0.16999999999999993,-2.2973,225701.5,163273.66,7.384,186383.588,7.4908,150797.9846,7.3676,196819.3212,7.4474,144633.1292,7.6784,130722.2403,7.3823,184470.64,7.426,152137.043,7.4875,159328.3345,7.411,203092.0187,7.3528,166944.615,7.2469,155687.4035
3,603128.SH,20240312,7.39,7.44,7.29,7.4,7.38,0.020000000000000462,0.271,151532.21,111733.794,7.42,167657.668,7.5346,145464.6315,7.3671,192169.4329,7.4609,143373.5206,7.6885,130014.6556,7.3809,182220.0387,7.45,144049.853,7.472,157203.4985,7.404,200407.786,7.3591,166058.147,7.2481,154477.5904
4,603128.SH,20240311,7.45,7.52,7.26,7.38,7.48,-0.10000000000000053,-1.3369,194945.86,143454.209,7.412,157129.094,7.5546,144753.9938,7.3682,191459.2482,7.4738,142608.6294,7.6977,129459.5364,7.377,180895.9839,7.495,142095.656,7.422,159074.152,7.381,199394.101,7.3604,167845.5058,7.2473,153848.0458
5,603128.SH,20240308,7.4,7.68,7.4,7.48,7.43,0.05000000000000071,0.6729,168668.37,127077.482,7.432,150736.724,7.5631,140658.3792,7.3702,190080.0426,7.4867,141549.9756,7.7063,128755.0497,7.3727,179166.0364,7.537,138819.423,7.3885,159321.026,7.3733,197716.506,7.3631,167680.4045,7.2475,152895.5487
6,603128.SH,20240307,7.46,7.63,7.42,7.43,7.41,0.019999999999999574,0.2699,191070.0,144017.031,7.44,139141.458,7.5685,140368.9492,7.366,187496.7279,7.4993,140812.0623,7.7148,128025.1798,7.3681,177876.7107,7.569,137589.377,7.3575,162917.6355,7.367,198366.966,7.3686,169477.3697,7.247,152634.3327
7,603128.SH,20240306,7.36,7.54,7.31,7.41,7.36,0.04999999999999982,0.6793,132071.9,98466.285,7.468,117890.498,7.5577,138798.15,7.3671,184874.5276,7.5126,139830.699,7.7237,127153.1443,7.3648,177216.1711,7.592,132711.769,7.3395,165787.6085,7.3597,194251.476,7.3788,173226.3805,7.2483,152148.4867
8,603128.SH,20240305,7.47,7.47,7.3,7.36,7.48,-0.1200000000000001,-1.6043,98889.34,72990.832,7.48,120442.038,7.5415,146573.6015,7.3627,182915.5591,7.5258,139578.0849,7.732,126723.2818,7.3622,177594.6377,7.6,133674.866,7.343,171963.696,7.3606,194095.277,7.3925,177352.3245,7.2491,152077.8304
9,603128.SH,20240304,7.49,7.55,7.36,7.48,7.52,-0.03999999999999915,-0.5319,162984.01,121554.661,7.578,127062.218,7.5431,155668.27,7.3595,182335.2959,7.5381,139215.4044,7.741,126666.3453,7.3568,177156.7119,7.619,140276.51,7.353,181390.0505,7.3635,195734.0613,7.4033,183029.284,7.2492,153248.0243
10,603128.SH,20240301,7.58,7.59,7.41,7.52,7.57,-0.05000000000000071,-0.6605,110692.04,82965.345,7.642,126902.122,7.5,157223.7138,7.3531,180530.9224,7.549,138404.3377,7.7495,126674.3003,7.3499,175802.7261,7.6,141043.07,7.374,190837.9925,7.3588,192995.7833,7.4076,186647.9858,7.2516,155344.1392
11,603128.SH,20240229,7.46,7.62,7.45,7.57,7.47,0.10000000000000053,1.3387,84815.2,63983.147,7.698,136037.296,7.4138,163243.1938,7.3475,181661.8097,7.5603,138037.0784,7.7598,126460.9983,7.3432,175560.5781,7.568,153289.143,7.396,211939.4035,7.3571,192703.2217,7.4079,191941.0433,7.2603,154910.3345
12,603128.SH,20240228,7.8,7.88,7.47,7.47,7.85,-0.3799999999999999,-4.8408,144829.6,111540.597,7.716,147533.04,7.3477,172094.5892,7.3459,183621.8762,7.5709,137968.6744,7.7694,126358.2373,7.337,175596.3219,7.549,166519.626,7.4035,228569.5065,7.3468,192058.2807,7.4022,193978.5993,7.2676,155030.5299
13,603128.SH,20240227,7.73,7.87,7.7,7.85,7.8,0.04999999999999982,0.641,131990.24,102972.399,7.72,146907.694,7.3008,179461.5862,7.3449,182974.7721,7.581,137224.357,7.7795,125997.1909,7.3329,175324.6123,7.494,170357.144,7.381,228586.7525,7.3394,189869.307,7.3963,196263.1237,7.2759,154511.6161
14,603128.SH,20240226,7.99,8.08,7.7,7.8,7.8,0.0,0.0,162183.53,126838.876,7.66,153490.802,7.2408,188421.5262,7.3316,183289.0738,7.5889,136572.0824,7.7862,125576.2069,7.322,174631.3383,7.349,176052.648,7.324,228043.3235,7.3198,188857.476,7.3812,195508.3347,7.2835,153900.7666
15,603128.SH,20240223,7.64,7.81,7.58,7.8,7.66,0.13999999999999968,1.8277,156367.91,120128.729,7.558,155184.018,7.2162,195606.92,7.3157,182619.1812,7.5973,135889.9021,7.7929,125012.4663,7.312,173617.9205,7.24,179822.629,7.2915,227165.0475,7.3041,188422.7653,7.3688,193744.0492,7.2931,152961.2564
16,603128.SH,20240222,7.42,7.68,7.36,7.66,7.49,0.16999999999999993,2.2697,142293.92,107113.57,7.438,170540.99,7.1977,205687.5754,7.297,185860.1394,7.6057,135046.9922,7.8001,124882.3888,7.3016,173081.1991,7.146,188245.894,7.266,228755.7605,7.2946,188259.0837,7.3565,193780.9557,7.3036,152261.7406
17,603128.SH,20240221,7.49,7.73,7.42,7.49,7.55,-0.05999999999999961,-0.7947,141702.87,107285.551,7.382,185506.212,7.2162,221814.4162,7.2746,185265.4865,7.6151,134610.5426,7.8091,124734.9253,7.2943,172623.2139,7.087,198863.448,7.2436,225021.3295,7.2872,187610.2217,7.3473,192937.7062,7.3146,151605.4237
18,603128.SH,20240220,7.23,7.64,7.18,7.55,7.29,0.2599999999999998,3.5665,164905.78,122095.913,7.268,193806.594,7.2523,251892.6769,7.256,183525.1168,7.6246,133823.1397,7.8201,124848.0708,7.2895,175262.4905,7.086,210252.526,7.2409,224305.4825,7.2842,187642.676,7.3411,191524.4317,7.3287,151072.9917
