,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,600277.SH,20220128,4.55,4.72,4.48,4.61,4.47,0.14000000000000057,3.132,554060.61,254793.813,4.742,732492.172,5.0885,737341.6477,5.2756,1279180.6694,4.181,1349298.1333,3.9313,1192087.8009,4.9881,1761994.0539,5.037,765432.73,5.2185,934117.995,5.2653,1143851.362,5.0912,1615896.7103
1,600277.SH,20220127,4.65,4.66,4.4,4.47,4.64,-0.16999999999999993,-3.6638,657984.11,296632.222,4.87,711337.712,5.14,770033.36,5.2985,1363839.6568,4.1668,1347245.9817,3.9183,1189828.8802,4.9716,1763350.1279,5.095,771941.183,5.25,939677.9255,5.295,1210960.055,5.0952,1641474.3062
2,600277.SH,20220126,4.6,4.8,4.45,4.64,4.73,-0.09000000000000075,-1.9027,794609.97,369054.334,5.02,715126.16,5.2177,795559.0985,5.3382,1476998.045,4.1534,1344513.6744,3.9061,1187001.6616,4.9572,1763744.238,5.173,766882.105,5.2885,939992.432,5.3213,1248827.3877,5.1017,1658338.4492
3,600277.SH,20220125,5.25,5.25,4.73,4.73,5.26,-0.5299999999999994,-10.076,1284141.24,619934.775,5.17,719554.77,5.2938,841931.8838,5.3868,1619009.77,4.1391,1341339.369,3.8929,1183139.3186,4.9419,1763734.8917,5.243,757878.673,5.3165,969072.7355,5.3417,1301962.8057,5.104,1680419.1953
4,600277.SH,20220124,5.21,5.29,5.18,5.26,5.25,0.009999999999999787,0.1905,371664.93,194793.841,5.326,748197.022,5.3692,913439.0892,5.4162,1682001.1115,4.1242,1336477.5958,3.8791,1176652.4397,4.9272,1754965.9084,5.298,727369.836,5.3505,963465.0765,5.364,1340044.8943,5.1088,1714047.1922
5,600277.SH,20220121,5.17,5.3,5.17,5.25,5.22,0.03000000000000025,0.5747,448288.31,235143.085,5.332,798373.288,5.3754,964459.8754,5.4147,1766415.4615,4.1061,1338859.1192,3.8624,1175521.8733,4.9064,1761086.7608,5.32,789185.214,5.3545,1020900.185,5.3683,1442071.6027,5.1037,1765450.4778
6,600277.SH,20220120,5.35,5.4,5.21,5.22,5.39,-0.16999999999999993,-3.154,676926.35,356280.666,5.32,832544.654,5.3954,1048407.9408,5.4021,1803927.0488,4.087,1337423.5003,3.8459,1173840.9509,4.8869,1763748.0833,5.358,884102.001,5.372,1111745.3345,5.3873,1577307.636,5.0912,1794343.259
7,600277.SH,20220119,5.43,5.52,5.31,5.39,5.51,-0.1200000000000001,-2.1779,816753.02,440957.008,5.326,818638.05,5.3992,1068821.8754,5.3865,1829301.1812,4.0679,1333972.6949,3.8295,1171299.602,4.8681,1764669.0415,5.407,1037782.857,5.3745,1133171.297,5.423,1742177.045,5.083,1832824.4217
8,600277.SH,20220118,5.31,5.7,5.27,5.51,5.29,0.21999999999999975,4.1588,1427352.5,782557.235,5.316,796202.576,5.3877,1057168.5062,5.3635,1831635.8044,4.0474,1329804.7226,3.8125,1167809.1117,4.8495,1763633.8148,5.402,1059601.07,5.372,1162593.853,5.4343,1829146.8393,5.0722,1896416.4635
9,600277.SH,20220117,5.21,5.29,5.15,5.29,5.19,0.09999999999999964,1.9268,622546.26,324583.213,5.27,706542.65,5.3669,998470.1785,5.3335,1809845.4715,4.0262,1321483.5931,3.7948,1160997.4609,4.8277,1762579.6747,5.402,1070827.136,5.365,1208195.706,5.4243,1889626.8503,5.0667,1899586.2227
10,600277.SH,20220114,5.23,5.29,5.17,5.19,5.25,-0.05999999999999961,-1.1429,619145.14,322749.045,5.308,779997.14,5.36,1056444.7769,5.3097,1810666.5806,4.006,1318809.9044,3.7786,1158899.3066,4.8124,1766966.5928,5.4,1102803.26,5.3795,1333060.678,5.4087,1926331.3843,5.057,1976256.1485
11,600277.SH,20220113,5.33,5.33,5.23,5.25,5.34,-0.08999999999999986,-1.6854,607393.33,320234.52,5.396,935659.348,5.3769,1098971.1554,5.29,1810326.3056,3.9868,1316235.591,3.7627,1156480.1822,4.8005,1774590.1708,5.405,1107414.668,5.395,1430469.491,5.392,1957014.7747,5.0517,1985664.5305
12,600277.SH,20220112,5.27,5.38,5.21,5.34,5.28,0.05999999999999961,1.1364,704575.65,374414.608,5.488,1256927.664,5.3838,1169199.9069,5.27,1821208.4256,3.9677,1313817.5661,3.7466,1154560.1412,4.7897,1787471.2373,5.404,1113102.759,5.3955,1489800.029,5.3707,1966639.3373,5.038,2021122.0348
13,600277.SH,20220111,5.41,5.51,5.26,5.28,5.48,-0.20000000000000018,-3.6496,979052.87,526668.429,5.488,1322999.564,5.4038,1289247.2646,5.2518,1839654.9344,3.9482,1311795.4394,3.7296,1152206.1554,4.7739,1798198.7112,5.39,1180266.798,5.391,1574004.872,5.3423,1966036.1883,5.0162,2027816.3323
14,600277.SH,20220110,5.65,5.69,5.4,5.48,5.63,-0.14999999999999947,-2.6643,989818.71,544976.267,5.534,1435111.622,5.4031,1298969.7823,5.2338,1849471.1176,3.9291,1307628.0594,3.7128,1147643.2902,4.7593,1805293.2611,5.403,1199560.317,5.397,1646382.4235,5.3157,1955083.225,4.9892,2016947.4305
15,600277.SH,20220107,5.6,5.69,5.52,5.63,5.71,-0.08000000000000007,-1.4011,1397456.18,782172.824,5.492,1425609.38,5.3923,1330922.5077,5.2126,1864071.8635,3.9086,1303159.1064,3.6944,1143250.9153,4.7447,1815623.3716,5.389,1252615.156,5.3925,1768514.797,5.2837,1942341.7943,4.9533,2009920.684
16,600277.SH,20220106,5.38,5.86,5.36,5.71,5.34,0.3700000000000001,6.9288,2213734.91,1250249.301,5.414,1279169.988,5.3723,1403378.9215,5.1871,1879239.7668,3.8866,1294516.9403,3.6754,1137721.8721,4.7245,1822177.5513,5.386,1339388.668,5.402,1923910.4535,5.2483,1928339.4353,4.9157,1997559.1837
17,600277.SH,20220105,5.5,5.51,5.26,5.34,5.51,-0.16999999999999993,-3.0853,1034935.15,557074.78,5.32,969277.854,5.3623,1473079.7515,5.155,1868135.3276,3.8642,1280406.7694,3.6569,1125929.6364,4.7033,1806129.0935,5.342,1228559.737,5.431,2094374.139,5.2153,1898940.17,4.877,1972122.6413
18,600277.SH,20220104,5.38,5.65,5.27,5.51,5.27,0.2400000000000002,4.5541,1539613.16,839752.12,5.292,1037534.032,5.3746,1590955.6169,5.1324,1871504.8547,3.8443,1275167.1156,3.6402,1121147.1794,4.6861,1807933.4035,5.342,1265586.636,5.4505,2213919.724,5.193,1908202.435,4.8462,1968105.5388
19,600277.SH,20211231,5.27,5.42,5.24,5.27,5.24,0.02999999999999936,0.5725,942307.5,500549.752,5.272,964009.012,5.3554,1610524.15,5.1041,1865466.4753,3.8235,1267340.3597,3.6225,1113403.7183,4.668,1806472.4096,5.328,1345564.276,5.4355,2299026.7075,5.168,1906423.4653,4.8148,1952886.4443
