,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,600570.SH,20211207,59.4,60.28,59.1,60.0,58.83,1.1700000000000017,1.9888,132179.65,791925.044,58.796,99355.76,58.3115,109653.5831,60.2059,127557.6235,59.2671,160904.4566,59.6006,150187.156,57.4629,186488.7223,58.269,102205.282,59.465,112711.2125,60.3653,126425.396,58.624,172258.0072
1,600570.SH,20211206,58.76,59.97,58.54,58.83,58.75,0.0799999999999983,0.1362,108363.01,641901.099,58.478,92856.944,58.2177,113910.4731,60.1426,129019.7174,59.2816,160505.2307,59.5931,150169.7919,57.3488,187097.1867,58.155,103791.245,59.519,115390.9005,60.3937,127710.078,58.5237,175587.0852
2,600570.SH,20211203,58.11,59.15,58.0,58.75,57.85,0.8999999999999986,1.5557,85811.51,504183.385,58.376,99850.666,58.4508,110663.8692,60.1553,138458.9126,59.3191,160253.5797,59.6019,150031.5752,57.2689,187515.6949,58.062,110181.912,59.6855,115720.686,60.4347,129172.3453,58.361,178351.2478
3,600570.SH,20211202,58.47,58.8,57.66,57.85,58.55,-0.6999999999999957,-1.1956,84002.73,487175.503,58.056,98385.14,58.7085,111197.5369,60.1068,139165.2868,59.3665,160200.4396,59.6037,150036.8073,57.2,188207.4421,58.047,109914.241,59.9185,118625.4615,60.4107,130245.475,58.2198,181465.709
4,600570.SH,20211201,58.45,59.49,58.2,58.55,58.41,0.14000000000000057,0.2397,86421.9,508236.016,57.886,100756.75,59.1354,113479.4562,60.1147,141156.1991,59.4333,160664.8988,59.6109,150054.2757,57.1529,188375.5767,58.14,120265.89,60.206,121037.1155,60.3857,130886.7433,58.0817,183403.7007
5,600570.SH,20211130,58.5,59.38,58.0,58.41,58.32,0.0899999999999963,0.1543,99685.57,584043.93,57.742,105054.804,59.4792,117363.3046,60.0724,140726.2544,59.4893,161293.0344,59.6207,150285.2062,57.0977,189389.4077,58.471,118239.416,60.379,120200.0905,60.3623,134069.0413,57.9392,186741.8965
6,600570.SH,20211129,56.9,58.59,56.82,58.32,57.15,1.1700000000000017,2.0472,143331.62,832607.953,57.832,114725.546,59.7546,119349.6992,60.0441,140708.5268,59.531,161689.1148,59.6441,150126.7349,57.0152,190743.05,58.84,117545.778,60.5705,120715.8055,60.3907,145056.044,57.8348,188976.8055
7,600570.SH,20211126,57.0,57.7,56.07,57.15,57.0,0.14999999999999858,0.2632,78483.88,447948.136,57.748,120513.158,59.8915,116494.4815,59.9994,139641.3394,59.5562,161230.6376,59.6579,150137.5695,56.9525,190836.3412,59.348,114579.384,60.767,122045.3865,60.35,143939.2643,57.767,190105.3643
8,600570.SH,20211125,58.3,58.3,56.6,57.0,57.83,-0.8299999999999983,-1.4352,95860.78,547763.994,58.038,121443.342,60.1938,124747.5223,59.9876,141540.7638,59.5969,161088.1013,59.6955,150269.715,56.9279,191110.762,59.935,120422.189,61.0595,133985.906,60.3823,146379.5933,57.7638,191978.1968
9,600570.SH,20211124,59.4,59.6,57.6,57.83,58.86,-1.0300000000000011,-1.7499,107912.17,626439.397,58.394,139775.03,60.5908,126216.5946,60.0391,143608.7621,59.6394,161031.7749,59.7361,150407.0824,56.9032,191415.756,60.434,123386.981,61.242,137450.2165,60.386,145577.6933,57.7418,193384.8675
