,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,600132.SH,20211207,150.5,158.5,150.01,154.39,150.38,4.009999999999991,2.6666,42580.28,660598.283,150.282,34619.298,151.3738,35307.5962,151.2735,38967.0279,160.8866,43778.3699,155.9499,42911.9008,144.6788,41843.2779,149.618,31544.682,153.7125,33155.906,153.7287,37985.004,143.9623,38559.78
1,600132.SH,20211206,150.55,153.0,147.2,150.38,150.5,-0.12000000000000455,-0.0797,30161.56,454340.087,148.322,31396.7,151.9208,33467.8169,150.4668,38461.1485,160.8783,43761.0087,155.6954,42963.7332,144.9403,41835.4327,149.414,33725.799,153.7025,32902.476,153.325,38918.4213,143.5992,38507.0815
2,600132.SH,20211203,146.52,151.5,145.88,150.5,147.22,3.280000000000001,2.228,29754.94,444626.881,147.364,31854.848,152.8915,32668.1038,149.8429,38498.1982,160.8998,43915.4711,155.437,43025.2767,145.2925,41826.8616,149.909,36677.969,154.0355,32354.671,152.8413,39557.0543,143.3595,38613.0535
3,600132.SH,20211202,149.0,152.0,146.2,147.22,148.92,-1.6999999999999886,-1.1416,31065.92,464374.558,147.174,30595.278,153.8608,32502.5823,149.3141,38711.4038,160.9476,44062.1356,155.1501,43002.4628,145.6379,42214.8844,151.259,35650.197,154.471,32242.167,152.104,39906.1733,143.1728,38734.752
4,600132.SH,20211201,146.5,151.38,143.43,148.92,144.59,4.329999999999984,2.9947,39533.79,584595.614,148.144,29919.564,154.8362,33479.8292,149.0379,38767.8291,160.9667,44443.9864,154.8748,43163.8344,146.1793,42428.8109,152.687,34409.92,155.232,33156.5565,151.3603,39710.5417,143.055,38849.84
5,600132.SH,20211130,146.0,146.89,144.11,144.59,145.59,-1.0,-0.6869,26467.29,384651.759,148.954,28470.066,155.2954,33028.5123,148.8153,38698.8362,160.9156,44486.3762,154.5937,43116.9473,146.5511,42433.166,154.095,32433.07,155.836,33279.1165,150.6283,39238.7613,142.8857,39122.8065
6,600132.SH,20211129,147.92,150.5,144.51,145.59,149.55,-3.960000000000008,-2.6479,32452.3,474154.434,150.506,36054.898,155.8654,33024.6354,148.6068,38724.3791,160.8309,44614.1947,154.3466,43178.6957,146.8168,42513.5053,155.946,32546.657,156.737,36537.375,150.1143,39403.8933,142.8592,39464.9755
7,600132.SH,20211126,153.9,153.9,147.65,149.55,152.07,-2.519999999999982,-1.6571,23457.09,352263.882,152.454,41501.09,156.3585,33161.6954,148.2562,38509.0421,160.7049,44872.4068,154.092,43281.5546,147.1423,42645.5655,157.377,33678.44,157.3625,41179.4045,149.6787,39555.6143,142.7743,40441.8603
8,600132.SH,20211125,155.0,155.61,149.0,152.07,152.97,-0.9000000000000057,-0.5884,27687.35,419057.982,155.344,40705.116,156.7154,34242.8177,147.7988,39161.0129,160.6334,44978.7498,153.8089,43523.842,147.3571,43094.2749,157.911,34699.398,157.4075,40775.9115,149.288,39873.1907,142.7187,40850.3833
9,600132.SH,20211124,153.0,157.1,151.15,152.97,152.35,0.6200000000000045,0.407,32286.3,495925.1,157.23,38900.276,157.0977,33590.3646,147.335,39723.0924,160.5103,44974.2817,153.4878,43653.0794,147.5201,43477.5596,157.904,34572.352,156.6425,41315.64,148.9307,40189.88,142.6203,41791.3897
10,600132.SH,20211123,155.05,157.4,147.01,152.35,155.33,-2.980000000000018,-1.9185,64391.45,972444.538,159.236,36396.074,157.5777,33222.5615,146.6956,39732.1229,160.3622,45047.9178,153.1363,43730.9986,147.6595,44172.6319,157.807,34767.13,155.784,41205.165,148.415,40024.8617,142.3405,43183.5817
11,600132.SH,20211122,161.57,163.49,151.58,155.33,164.0,-8.669999999999987,-5.2866,59683.26,932495.802,161.386,29038.416,158.3538,32065.8123,146.0676,38757.5026,160.1835,44842.8731,152.7733,43670.0749,147.6883,44024.9148,157.991,32079.153,155.2805,41514.7325,147.7923,38716.1747,142.1393,43328.5435
12,600132.SH,20211119,160.69,164.64,159.8,164.0,161.5,2.5,1.548,19477.22,317537.858,162.3,25855.79,158.79,30704.4069,145.4485,38502.9409,159.9586,44586.6316,152.4209,43683.768,147.9063,43784.6396,158.162,28031.373,154.3075,40996.597,147.0813,38247.536,142.1483,42564.3392
13,600132.SH,20211118,161.46,163.49,160.01,161.5,163.0,-1.5,-0.9202,18663.15,301742.79,160.478,28693.68,158.6831,36254.81,144.6968,39863.1603,159.6712,44645.077,152.0363,43851.1156,147.9512,44449.0567,157.683,28834.137,152.5265,42034.1615,146.158,39158.2303,142.3015,43303.5085
14,600132.SH,20211117,163.1,164.09,159.11,163.0,163.1,-0.09999999999999432,-0.0613,19765.29,320301.226,158.578,30244.428,158.4215,44457.0977,143.7912,40599.075,159.4086,44692.1678,151.6488,44078.3082,147.9269,45319.3385,157.777,31903.193,150.697,42360.8525,145.149,39622.57,142.3758,43615.9737
15,600132.SH,20211116,159.88,163.95,156.06,163.1,159.9,3.1999999999999886,2.0013,27603.16,444910.471,156.378,33138.186,157.4562,44120.3238,142.8244,41141.4109,159.1287,44809.4049,151.2446,44411.3997,148.0805,45631.4977,157.577,34125.163,148.895,42641.607,144.0823,40005.539,142.6425,44013.6442
16,600132.SH,20211115,155.0,163.79,154.0,159.9,154.89,5.010000000000019,3.2346,43770.13,697490.91,154.596,35119.89,155.4308,44957.1515,141.9412,41033.6294,158.8206,44893.562,150.8609,44678.5975,148.4913,45768.2029,157.528,40528.093,147.1985,42832.5115,143.1217,40786.3723,142.8242,44253.4563
17,600132.SH,20211112,152.0,156.18,150.05,154.89,152.0,2.8899999999999864,1.9013,33666.67,519261.365,154.024,30206.956,153.5769,43903.8185,141.1838,41314.4641,158.5029,44831.7707,150.5608,44718.984,149.0605,45547.5229,157.348,48680.369,145.8295,42494.2015,142.4063,41518.1907,143.1058,44015.933
18,600132.SH,20211111,151.48,153.82,148.85,152.0,152.0,0.0,0.0,26416.89,401145.089,154.888,28974.594,152.6069,46743.5208,140.2906,41936.8385,158.2349,44720.4994,150.2896,44815.5979,149.7291,45614.1792,156.904,46852.425,144.9765,42460.087,141.6003,41852.11,143.4643,44435.766
19,600132.SH,20211110,154.58,155.05,150.3,152.0,154.19,-2.1899999999999977,-1.4203,34234.08,521411.822,156.976,33561.958,151.3662,48505.3408,139.5935,42869.2159,157.9856,44724.5799,150.077,44877.2213,150.3355,45727.0344,155.381,48058.928,144.444,42998.644,140.8713,42245.0373,144.0615,44780.658
20,600132.SH,20211109,156.0,159.99,150.86,154.19,157.04,-2.8499999999999943,-1.8148,37511.68,575167.355,158.776,35112.14,149.5492,48966.4508,139.0694,42756.5156,157.7168,44728.7088,149.8639,44985.2854,150.9461,45861.7825,153.761,47643.2,143.719,42653.7275,140.2403,41901.8543,144.4748,44874.4303
21,600132.SH,20211108,158.4,160.98,155.44,157.04,159.21,-2.170000000000016,-1.363,19205.46,302706.406,160.46,45936.296,147.2969,48019.1654,138.4953,42499.1862,157.4476,44645.8648,149.6515,45054.2953,151.5449,45974.8357,152.57,50950.312,142.693,42034.6855,139.5723,42428.7487,144.647,44790.7813
22,600132.SH,20211105,162.84,164.01,159.0,159.21,162.44,-3.2299999999999898,-1.9884,27504.86,441041.555,160.672,67153.782,144.9831,48494.1592,137.9794,42652.335,157.1735,44753.8072,149.4367,45363.5856,152.1619,46550.5157,150.453,53961.821,141.541,43355.6175,138.4883,43616.1467,144.863,45176.6372
23,600132.SH,20211104,162.78,165.84,157.65,162.44,161.0,1.4399999999999977,0.8944,49353.71,801886.853,158.92,64730.256,142.6723,48795.42,137.3265,42622.3532,156.8601,44705.3574,149.2557,45511.4025,152.6724,46934.6033,147.37,55234.186,140.3955,44320.277,137.458,44636.5753,144.9705,45670.0612
24,600132.SH,20211103,163.35,167.69,160.11,161.0,162.61,-1.6100000000000136,-0.9901,41984.99,683840.613,153.786,62555.898,140.3708,47845.4369,136.6068,42135.2944,156.5049,44575.621,149.1182,45442.508,153.0399,46970.1848,143.617,52818.512,138.835,43482.2585,136.516,44004.8607,145.0015,45788.061
25,600132.SH,20211102,161.25,169.98,161.25,162.61,158.1,4.510000000000019,2.8526,91632.46,1512599.091,148.746,60174.26,138.5885,47153.0823,136.09,41917.0912,156.1626,44537.7251,149.0073,45375.8982,153.3333,47078.6152,140.213,51158.051,137.335,42945.727,135.6383,43564.1103,145.0418,46495.2565
26,600132.SH,20211101,154.46,165.5,153.66,158.1,150.45,7.650000000000006,5.0847,125292.89,2024035.723,144.68,55964.328,136.9531,42965.0492,135.5,40684.5741,155.8067,44257.916,148.8979,45106.6783,153.6212,46599.1739,136.869,45136.93,135.9185,40915.512,134.868,41323.4457,144.9068,45856.5933
27,600132.SH,20211029,150.45,150.45,150.45,150.45,136.77,13.679999999999978,10.0022,15387.23,231500.875,140.234,40769.86,135.3685,35429.8846,134.75,38158.8529,155.4499,43669.51,148.8795,44551.8947,154.0199,45561.0065,134.311,36308.034,134.9355,37937.1015,134.165,38029.8653,145.1332,44462.7555
