,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60
0,600015.SH,20220128,5.65,5.68,5.63,5.63,5.65,-0.020000000000000462,-0.354,273812.15,154724.634,5.664,245264.626,5.7138,277782.4515,5.6568,231319.9203,5.6476,212647.0481,5.6991,211411.3407,5.6396,209132.8584,5.704,275835.414,5.7005,283354.3395,5.6643,235747.9877,5.6403,216681.1157
1,600015.SH,20220127,5.68,5.7,5.63,5.65,5.68,-0.02999999999999936,-0.5282,238317.11,134920.606,5.686,259662.968,5.7231,283410.5054,5.6579,232146.4324,5.6494,211702.4938,5.7023,212375.9869,5.6399,206926.7428,5.71,277123.541,5.6985,276124.4625,5.6637,231176.733,5.6388,214955.254
2,600015.SH,20220126,5.65,5.68,5.63,5.68,5.63,0.04999999999999982,0.8881,209177.35,118357.666,5.712,293674.264,5.73,290085.0677,5.6591,236343.7335,5.651,211508.3209,5.7051,212132.5553,5.6403,205226.3984,5.723,280396.792,5.696,269692.37,5.6613,226853.5707,5.6373,213202.4252
3,600015.SH,20220125,5.73,5.73,5.63,5.63,5.73,-0.10000000000000053,-1.7452,300671.31,170826.912,5.728,308096.23,5.7315,302570.32,5.6588,237519.5526,5.6527,211034.2196,5.7077,212451.3224,5.6405,204959.4756,5.732,288986.526,5.692,265529.382,5.658,227634.0557,5.6353,214707.7317
4,600015.SH,20220124,5.73,5.76,5.7,5.73,5.74,-0.009999999999999787,-0.1742,204345.21,117163.759,5.752,316990.74,5.7323,295108.9923,5.6609,235737.325,5.6549,210306.3666,5.7107,212122.4262,5.6417,204672.5823,5.744,293617.08,5.69,256407.3615,5.658,228096.6457,5.6355,214009.113
5,600015.SH,20220121,5.78,5.79,5.7,5.74,5.78,-0.040000000000000036,-0.692,345803.86,198511.477,5.744,306406.202,5.7277,307096.6746,5.6594,237103.7906,5.6564,209734.3946,5.7129,212602.8587,5.6408,205544.0703,5.745,305691.201,5.683,254804.3855,5.656,231348.924,5.6338,213326.0395
6,600015.SH,20220120,5.76,5.83,5.74,5.78,5.76,0.020000000000000462,0.3472,408373.59,236387.342,5.734,294584.114,5.7192,301065.6892,5.6579,233978.0259,5.6577,208146.1583,5.715,211709.4162,5.6385,202760.5913,5.741,308259.378,5.676,242692.868,5.6543,232522.9737,5.631,210703.915
7,600015.SH,20220119,5.73,5.77,5.73,5.76,5.75,0.009999999999999787,0.1739,281287.18,161793.453,5.734,267119.32,5.7054,283583.5546,5.6544,227087.1394,5.6586,206532.3952,5.7171,212106.1234,5.6359,199914.7027,5.727,287789.424,5.6665,229941.406,5.6507,227215.694,5.6285,207062.9637
8,600015.SH,20220118,5.69,5.75,5.66,5.75,5.69,0.05999999999999961,1.0545,345143.86,197004.258,5.736,269876.822,5.6923,271885.6646,5.6518,223460.7603,5.6595,205534.2174,5.7189,212743.9118,5.6336,198041.9417,5.718,295679.214,5.659,223897.67,5.6487,225841.9737,5.6275,204495.0938
9,600015.SH,20220117,5.68,5.74,5.68,5.69,5.69,0.0,0.0,151422.52,86381.685,5.736,270243.42,5.6808,253772.6954,5.6485,220402.3094,5.6605,204467.9161,5.7207,212886.6179,5.6312,195736.2895,5.706,287904.933,5.65,214334.977,5.6463,222697.3463,5.6267,201368.4092
10,600015.SH,20220114,5.77,5.78,5.68,5.69,5.78,-0.08999999999999986,-1.5571,286693.42,163659.343,5.746,304976.2,5.6738,251810.7777,5.6482,224296.4194,5.6622,204263.6844,5.7228,213906.4107,5.6304,196637.8433,5.697,290873.265,5.6445,215704.2745,5.6463,225634.191,5.6273,202064.7115
11,600015.SH,20220113,5.77,5.82,5.75,5.78,5.77,0.010000000000000675,0.1733,271049.62,157093.527,5.748,321934.642,5.6662,238852.1223,5.6485,223485.6209,5.6638,203398.7805,5.7245,213745.1892,5.6295,195523.0199,5.687,275125.384,5.6405,208203.329,5.6453,221880.5253,5.6278,201590.0637
12,600015.SH,20220112,5.76,5.79,5.71,5.77,5.75,0.019999999999999574,0.3478,295074.69,169719.517,5.72,308459.528,5.6515,231254.8969,5.6453,222628.4059,5.6648,203389.9897,5.7255,213671.4066,5.6268,194721.0159,5.669,258987.948,5.6305,200081.96,5.6417,218111.881,5.6253,199082.5775
13,600015.SH,20220111,5.74,5.81,5.73,5.75,5.74,0.009999999999999787,0.1742,346976.85,200200.773,5.7,321481.606,5.6385,216524.0369,5.6412,217550.9574,5.6664,202620.3356,5.7267,213990.7759,5.6247,193426.4099,5.652,242072.238,5.621,196957.8205,5.6373,216314.609,5.6233,196624.9012
14,600015.SH,20220110,5.71,5.75,5.71,5.74,5.7,0.040000000000000036,0.7018,325086.42,186231.783,5.676,305566.446,5.6262,201629.2292,5.6376,211479.9759,5.6682,201803.6313,5.7279,213873.6967,5.6232,192196.4903,5.636,219197.643,5.615,195336.4285,5.635,214209.456,5.6217,193179.145
15,600015.SH,20220107,5.64,5.73,5.64,5.7,5.64,0.0600000000000005,1.0638,371485.63,211523.315,5.648,276770.33,5.6162,188962.0015,5.6335,206781.7853,5.6703,200410.6724,5.7291,213939.9891,5.6224,191349.5749,5.621,203917.57,5.6115,194177.7855,5.6337,212010.7843,5.62,190028.8207
16,600015.SH,20220106,5.66,5.67,5.64,5.64,5.67,-0.03000000000000025,-0.5291,203674.05,115111.935,5.626,228316.126,5.6062,172223.8762,5.6315,203418.6906,5.6727,199151.6752,5.7305,213017.3282,5.6223,190669.4221,5.611,177126.358,5.611,194654.7715,5.6327,207691.407,5.6192,185643.2848
17,600015.SH,20220105,5.62,5.69,5.62,5.67,5.63,0.040000000000000036,0.7105,360185.08,203766.769,5.618,209516.368,5.6015,170311.1392,5.6306,208351.4279,5.6757,199157.7883,5.7319,212606.6389,5.6243,191667.8661,5.606,172093.388,5.6125,196928.829,5.6323,204983.6533,5.6198,184095.2387
18,600015.SH,20220104,5.6,5.64,5.58,5.63,5.6,0.03000000000000025,0.5357,267401.05,150128.761,5.604,162662.87,5.5969,153118.0185,5.6268,200962.6215,5.6783,198314.1896,5.7331,211574.5796,5.6261,192362.8483,5.6,152116.126,5.614,190923.3535,5.631,197662.9333,5.6203,181244.7897
19,600015.SH,20211231,5.59,5.61,5.58,5.6,5.59,0.009999999999999787,0.1789,181105.84,101293.498,5.596,132828.84,5.5931,140904.2638,5.6244,196240.5435,5.6812,198025.0212,5.7347,211422.7991,5.628,191732.3469,5.594,140765.021,5.6165,190093.553,5.63,194261.163,5.6218,181440.6773
20,600015.SH,20211230,5.6,5.61,5.58,5.59,5.6,-0.009999999999999787,-0.1786,129214.61,72274.831,5.594,131064.81,5.5915,144864.73,5.6235,193783.0244,5.6845,198462.238,5.7367,211458.7466,5.6304,192616.1795,5.592,140535.284,5.621,193014.654,5.631,196795.6487,5.6228,182917.3602
21,600015.SH,20211229,5.59,5.6,5.58,5.6,5.6,0.0,0.0,109675.26,61331.456,5.596,125936.59,5.5946,159121.2223,5.6221,193646.3662,5.6879,199155.0099,5.7388,211886.583,5.6325,195045.4584,5.594,141281.274,5.6245,195258.096,5.6317,204868.0657,5.6225,183047.8323
22,600015.SH,20211228,5.59,5.6,5.58,5.6,5.59,0.009999999999999787,0.1789,125917.59,70406.399,5.594,134670.408,5.6,173908.7838,5.6218,195223.3529,5.6915,199990.3926,5.741,212351.6001,5.6339,197328.386,5.592,141175.972,5.628,197673.8475,5.6297,204844.4123,5.6222,184468.777
23,600015.SH,20211227,5.58,5.6,5.58,5.59,5.59,0.0,0.0,118230.9,66065.71,5.596,141569.382,5.6069,193532.4577,5.6194,194759.5415,5.695,201180.7575,5.7432,212701.8569,5.6355,200526.3509,5.59,151843.403,5.63,203435.7945,5.628,204208.8393,5.622,184717.319
24,600015.SH,20211224,5.6,5.61,5.57,5.59,5.6,-0.009999999999999787,-0.1786,172285.69,96208.707,5.592,148701.202,5.6131,203603.5577,5.6174,194561.6356,5.6987,203085.1876,5.7456,213234.698,5.6364,202346.7587,5.594,171475.214,5.6345,211715.3625,5.6273,203519.4823,5.6217,185617.1363
25,600015.SH,20211223,5.59,5.6,5.58,5.6,5.59,0.009999999999999787,0.1789,103573.51,57930.479,5.59,150005.758,5.6215,208818.1638,5.615,192775.2368,5.7026,204209.0676,5.7479,213283.9172,5.6375,205963.1247,5.602,184438.001,5.64,216057.3915,5.6257,201928.9003,5.6223,186396.3592
26,600015.SH,20211222,5.62,5.63,5.59,5.59,5.61,-0.020000000000000462,-0.3565,153344.35,85869.643,5.592,156625.958,5.6277,220143.6662,5.6129,193378.8997,5.7065,206523.3999,5.7499,213843.1243,5.6375,209451.2019,5.611,212183.185,5.6435,222973.9315,5.6253,203919.5437,5.6227,188054.8283
27,600015.SH,20211221,5.58,5.63,5.57,5.61,5.57,0.040000000000000036,0.7181,160412.46,89895.023,5.59,147681.536,5.6354,226773.1669,5.6115,193876.4321,5.7102,206827.7944,5.7522,214000.3682,5.636,210346.1033,5.619,221764.27,5.6455,221428.786,5.623,202479.6653,5.6225,189014.0778
28,600015.SH,20211220,5.58,5.59,5.57,5.57,5.58,-0.009999999999999787,-0.1792,153890.0,85853.901,5.584,162117.424,5.6392,227824.7815,5.61,193074.5179,5.7138,207540.5482,5.7544,214778.8669,5.6348,210085.1661,5.628,229730.581,5.6465,220436.337,5.62,200849.32,5.6225,189640.1908
29,600015.SH,20211217,5.6,5.61,5.57,5.58,5.61,-0.03000000000000025,-0.5348,178808.47,99871.486,5.596,194249.226,5.6469,228140.1885,5.6097,197357.0397,5.7176,208173.8666,5.7572,215530.0048,5.634,210401.3676,5.639,239422.085,5.648,221009.234,5.618,199437.9243,5.6237,191320.9055
30,600015.SH,20211216,5.59,5.62,5.58,5.61,5.58,0.03000000000000025,0.5376,136674.51,76528.763,5.614,218870.244,5.6515,232936.1931,5.6115,199708.3844,5.7213,208915.046,5.7599,215744.3387,5.6335,209949.9421,5.65,245494.024,5.6505,224925.831,5.6163,197614.2437,5.6253,192700.2272
31,600015.SH,20211215,5.58,5.6,5.57,5.58,5.58,0.0,0.0,108622.24,60696.243,5.63,267740.412,5.6569,244255.2508,5.6121,200493.2753,5.7247,209318.779,5.7624,216266.1088,5.6327,210627.6235,5.655,249234.918,5.6505,236661.4615,5.614,198733.775,5.6267,195763.5548
32,600015.SH,20211214,5.63,5.63,5.58,5.58,5.63,-0.04999999999999982,-0.8881,232591.9,130142.982,5.648,295847.004,5.6662,255832.4838,5.6118,202841.9268,5.7285,211865.9656,5.7653,217172.6896,5.6324,211337.306,5.664,254171.723,5.6485,236678.6325,5.6133,199551.2797,5.6302,198595.8067
