modecode,modename,info
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=14.1--周数=7--换手率=157.1----华森制药**002907.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=22.82--周数=6--换手率=195.7----姚记科技**002605.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=5.45--周数=6--换手率=400.5----盛通股份**002599.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=5.1--周数=7--换手率=86.3----京投发展**600683.SH
a3,筹码突破,--筹码突破--20220317--金财互联**002530.SZ
a3,筹码突破,--筹码突破--20220317--曲江文旅**600706.SH
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=2.76--周数=7--换手率=167.7----誉衡药业**002437.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=21.39--周数=7--换手率=81.5----力生制药**002393.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=3.2--周数=7--换手率=98.6----国创高新**002377.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=4.6--周数=9--换手率=47.2----苏州高新**600736.SH
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=5.62--周数=7--换手率=152.9----神奇制药**600613.SH
a3,筹码突破,--筹码突破--20220317--汉王科技**002362.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=7.68--周数=7--换手率=137.2----北京科锐**002350.SZ
a3,筹码突破,--筹码突破--20220317--柘中股份**002346.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=4.59--周数=7--换手率=59.9----渤海化学**600800.SH
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=11.41--周数=6--换手率=149.4----宁波中百--强势股票**600857.SH
a3,筹码突破,--筹码突破--20220317--宇晶股份**002943.SZ
a3,筹码突破,--筹码突破--20220317--贵广网络--强势股票**600996.SH
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=8.93--周数=7--换手率=282.1----北化股份**002246.SZ
a3,筹码突破,--筹码突破--20220317--准油股份--强势股票**002207.SZ
a3,筹码突破,--筹码突破--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=28.75--周数=6--换手率=80.5----成飞集成**002190.SZ
a3,筹码突破,--筹码突破--20220317--西藏旅游**600749.SH
