modecode,modename,info
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=6.1--大于7个----换手率100----迪生力--强势股票**603335.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=9.2--换手率100----云南能投--强势股票**002053.SZ
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=7.13--换手率100----中工国际**002051.SZ
a3,筹码突破,--筹码突破日线--20220228----持仓量_周线开始=20211217-结束=20220225--中间值=40.9--换手率100----恒林股份**603661.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=6.9--换手率100----普路通--强势股票**002769.SZ
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=7.63--换手率100----瑞斯康达**603803.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=33.88--换手率100----美诺华**603538.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=10.53--换手率100----中路股份**600818.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=5.19--换手率100----亿利洁能**600277.SH
a3,筹码突破,--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.42--换手率100----星湖科技**600866.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=6.27--换手率100----云赛智联**600602.SH
a3,筹码突破,--筹码突破日线--20220225----持仓量_周线开始=20211217-结束=20220225--中间值=10.49--换手率100----德邦股份--强势股票**603056.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=8.16--换手率100----北方国际**000065.SZ
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=8.1--换手率100----城地香江**603887.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=12.12--换手率100----西部黄金**601069.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=8.53--换手率100----文一科技**600520.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=6.28--换手率100----祥龙电业**600769.SH
a3,筹码突破,--筹码突破日线--20220308----持仓量_周线开始=20211224-结束=20220304--中间值=8.19--换手率100----罗平锌电**002114.SZ
a31,建仓破绽,--建仓破绽  成功了--20220223--永新股份**002014.SZ
a4,短线强庄股,--短线强庄股成功了--20220303--美诺华**603538.SH
a4,短线强庄股,--短线强庄股成功了--20220303--美盛文化**002699.SZ
a4,短线强庄股,--短线强庄股成功了--20220303--卫光生物**002880.SZ
a41,短线强庄股2,--短线强庄股2成功了--20220303--武汉控股**600168.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--美诺华**603538.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--辰欣药业**603367.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--钱江水利**600283.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--江苏舜天**600287.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--国药现代**600420.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--外服控股--强势股票**600662.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--德创环保--强势股票**603177.SH
a41,短线强庄股2,--短线强庄股2成功了--20220303--博通股份**600455.SH
