modecode,modename,info
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=8.93--大于7个--换手率=85.7--流通市值=15.0亿--高斯贝尔**002848.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=4.27--大于7个--换手率=25.1--流通市值=46.0亿--交运股份**600676.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=8.23--大于7个--换手率=80.3--流通市值=32.0亿--皖通科技**002331.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=9.53--大于7个--换手率=56.7--流通市值=56.0亿--云南能投--强势股票**002053.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=21.56--大于7个--换手率=119.5--流通市值=88.0亿--贵航股份**600523.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=22.23--换手率=103.6--流通市值=27.0亿--上海洗霸**603200.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=6.02--大于7个--换手率=78.0--流通市值=54.0亿--大东方--强势股票**600327.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=7.71--大于7个--换手率=38.6--流通市值=53.0亿--东方创业**600278.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=16.64--大于7个--换手率=80.6--流通市值=41.0亿--上海天洋**603330.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=9.0--换手率=85.3--流通市值=45.0亿--尚纬股份**603333.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=4.58--大于7个--换手率=39.5--流通市值=55.0亿--苏州高新**600736.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=7.23--大于7个--换手率=34.1--流通市值=44.0亿--长久物流**603569.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=10.94--换手率=79.9--流通市值=36.0亿--克明食品**002661.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=7.68--大于7个--换手率=50.8--流通市值=23.0亿--长江投资**600119.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=5.45--换手率=75.4--流通市值=28.0亿--两面针**600249.SH
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=8.9--大于7个--换手率=27.9--流通市值=21.0亿--捷荣技术**002855.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=4.38--大于7个--换手率=45.7--流通市值=30.0亿--顺威股份**002676.SZ
a3,筹码突破,--筹码突破--20220311--持仓量开始=20211224-结束=20220304--中间值=8.34--换手率=103.1--流通市值=29.0亿--金花股份**600080.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--贵航股份**600523.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--深粮控股**000019.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--华统股份**002840.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--天康生物--强势股票**002100.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--济川药业**600566.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--海翔药业**002099.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--亚太药业**002370.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--上海洗霸**603200.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--万向德农**600371.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--京粮控股**000505.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--鱼跃医疗**002223.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--三圣股份**002742.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--特变电工--有钱君股票池**600089.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--金浦钛业**000545.SZ
a31,建仓破绽,--建仓破绽  成功了--20220228--天马科技**603668.SH
a31,建仓破绽,--建仓破绽  成功了--20220228--天坛生物**600161.SH
