,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,603609.SH,20201231,11.67,11.84,11.67,11.82,11.7,0.120000000000001,1.0256,33165.87,39040.816,11.72,39913.544,12.0523,51487.8377,12.5959,58342.2638,14.5019,108772.8197,14.5193,111631.1388,13.05,58156.3047
1,603609.SH,20201230,11.66,11.8,11.63,11.7,11.71,-0.010000000000001563,-0.0854,33242.68,38949.557,11.704,44233.464,12.1438,53405.8223,12.6156,58573.3303,14.519,109146.1797,14.5438,113942.563,13.0813,59115.0563
2,603609.SH,20201229,11.77,11.93,11.55,11.71,11.74,-0.02999999999999936,-0.2555,38109.65,44775.597,11.74,55558.574,12.2223,55803.2731,12.6438,58939.4438,14.5366,109349.5485,14.5648,115487.7956,13.1224,60364.0593
3,603609.SH,20201228,11.6,11.83,11.54,11.74,11.63,0.10999999999999943,0.9458,42559.89,49876.877,11.834,59989.084,12.3208,56677.3923,12.6744,60876.6415,14.5524,109420.8319,14.5776,116702.0738,13.168,62206.5621
4,603609.SH,20201225,11.75,11.75,11.39,11.63,11.74,-0.10999999999999943,-0.937,52489.63,60768.862,11.984,63481.7,12.4246,59046.1492,12.7056,62175.4085,14.5677,109659.893,14.5891,117437.009,13.2237,63205.8863
5,603609.SH,20201224,11.88,12.06,11.7,11.74,11.88,-0.14000000000000057,-1.1785,54765.47,64899.448,12.118,61579.714,12.5762,62357.8746,12.7321,63073.8979,14.5851,109767.5092,14.601,118787.3937,13.2865,64106.0513
6,603609.SH,20201223,12.2,12.2,11.7,11.88,12.18,-0.29999999999999893,-2.4631,89868.23,106289.42,12.25,60771.664,12.7154,67014.2654,12.7482,62623.4138,14.6023,109806.2901,14.6107,119918.2022,13.3532,64604.4999
7,603609.SH,20201222,12.47,12.62,12.11,12.18,12.49,-0.3100000000000005,-2.482,60262.2,74519.269,12.354,54386.106,12.8169,64967.8254,12.7641,61265.3759,14.6175,109674.9113,14.6179,120359.6071,13.4196,64562.6659
8,603609.SH,20201221,12.36,12.62,12.32,12.49,12.3,0.1899999999999995,1.5447,60022.97,74960.501,12.456,52975.654,12.8977,66616.7462,12.7694,60420.4606,14.6302,109913.6479,14.6262,121334.5717,13.4833,65079.4149
9,603609.SH,20201218,12.41,12.43,12.26,12.3,12.4,-0.09999999999999964,-0.8065,42979.7,52994.226,12.56,52590.994,12.9362,65746.2938,12.7662,59918.3771,14.6405,110186.9272,14.6301,121926.0542,13.5431,65693.7879
10,603609.SH,20201217,12.38,12.5,12.16,12.4,12.4,0.0,0.0,50725.22,62361.52,12.644,56876.962,12.9854,65843.2762,12.7618,60132.7503,14.6546,110469.2264,14.6356,123022.4158,13.6009,66598.476
11,603609.SH,20201216,12.68,12.8,12.4,12.4,12.69,-0.28999999999999915,-2.2853,57940.44,72378.215,12.762,56626.558,13.0238,68560.2654,12.7603,60073.2597,14.6691,110640.2139,14.641,124550.9466,13.6595,68252.7729
