,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,002003.SZ,20201231,6.72,6.9,6.66,6.82,6.71,0.11000000000000032,1.6393,34009.5,23005.774,6.768,29481.55,6.8785,37224.1923,7.1971,54223.8609,6.3465,83134.3422,6.1727,77299.7304,6.846,78497.7712
1,002003.SZ,20201230,6.64,6.76,6.63,6.71,6.68,0.03000000000000025,0.4491,19588.68,13130.464,6.756,34304.114,6.8908,37275.6138,7.2024,54563.235,6.3369,83538.557,6.1635,77262.7504,6.8403,80374.3803
2,002003.SZ,20201229,6.71,6.77,6.63,6.68,6.71,-0.03000000000000025,-0.4471,18735.26,12523.911,6.734,36967.852,6.9054,38498.7523,7.2109,56261.0603,6.3267,83695.881,6.1547,77257.3489,6.8348,81137.2767
3,002003.SZ,20201228,6.97,6.98,6.67,6.71,6.92,-0.20999999999999996,-3.0347,38914.8,26390.085,6.73,45629.544,6.9323,40034.3938,7.2253,58474.3174,6.3163,83970.2415,6.1459,77269.0418,6.8287,82104.5964
4,002003.SZ,20201225,6.74,6.99,6.68,6.92,6.76,0.16000000000000014,2.3669,36159.51,24885.331,6.778,47088.898,6.9592,39918.1338,7.2356,59749.4041,6.3064,84218.1451,6.1373,77209.0655,6.8224,82411.3869
5,002003.SZ,20201224,6.61,6.82,6.49,6.76,6.6,0.16000000000000014,2.4242,58122.32,38962.853,6.814,44671.204,6.9738,41683.9285,7.2432,61329.9685,6.2953,84427.6835,6.1274,77170.2348,6.8141,83034.5325
6,002003.SZ,20201223,6.66,6.71,6.56,6.6,6.66,-0.0600000000000005,-0.9009,32907.37,21821.054,6.886,38300.306,7.0154,42846.4962,7.2553,62115.4876,6.2847,84270.7318,6.1185,76983.9877,6.8081,84051.8171
7,002003.SZ,20201222,6.95,6.96,6.64,6.66,6.95,-0.29000000000000004,-4.1727,62043.72,42046.178,7.0,41496.28,7.0838,43051.8408,7.2709,64176.4724,6.2752,84512.6249,6.111,76934.5358,6.8041,85668.5531
8,002003.SZ,20201221,7.08,7.12,6.92,6.95,7.1,-0.14999999999999947,-2.1127,46211.57,32401.994,7.112,36686.668,7.1462,41810.6223,7.2776,64392.1432,6.2643,84214.0621,6.1033,76727.6135,6.7996,87372.7203
9,002003.SZ,20201218,7.1,7.18,7.06,7.1,7.12,-0.020000000000000462,-0.2809,24071.04,17123.508,7.118,34379.95,7.1969,42124.6254,7.2765,66089.0882,6.2516,84079.9712,6.0939,76584.465,6.79,89166.6845
