,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34
0,002721.SZ,20201231,3.12,3.16,3.11,3.15,3.13,0.020000000000000018,0.639,62348.07,19544.472,3.142,69374.222,3.2915,134466.7831,3.4582,119639.1124
1,002721.SZ,20201230,3.12,3.15,3.1,3.13,3.13,0.0,0.0,54455.64,17020.985,3.136,89244.408,3.3062,134631.3692,3.4615,122255.7844
2,002721.SZ,20201229,3.11,3.17,3.1,3.13,3.12,0.009999999999999787,0.3205,63441.0,19907.846,3.162,105376.068,3.3238,137004.7154,3.4668,123718.5597
3,002721.SZ,20201228,3.18,3.18,3.1,3.12,3.18,-0.06000000000000005,-1.8868,70585.19,22058.89,3.208,117954.468,3.3492,136397.6385,3.4741,124243.3235
4,002721.SZ,20201225,3.12,3.2,3.05,3.18,3.12,0.06000000000000005,1.9231,96041.21,30344.741,3.268,133467.538,3.3808,136567.0469,3.4826,125136.6844
5,002721.SZ,20201224,3.26,3.26,3.09,3.12,3.26,-0.13999999999999968,-4.2945,161699.0,51207.984,3.316,159918.574,3.4146,136173.7654,3.4897,125612.4135
6,002721.SZ,20201223,3.38,3.41,3.25,3.26,3.36,-0.10000000000000009,-2.9762,135113.94,44858.006,3.398,210252.104,3.4592,133843.9392,3.4988,123829.2156
7,002721.SZ,20201222,3.38,3.42,3.33,3.36,3.42,-0.06000000000000005,-1.7544,126333.0,42612.08,3.476,201535.804,3.4846,130023.0785,3.5024,123269.5635
8,002721.SZ,20201221,3.49,3.54,3.36,3.42,3.42,0.0,0.0,148150.54,50646.234,3.468,195610.226,3.5062,132371.0992,3.4997,121778.1562
9,002721.SZ,20201218,3.5,3.61,3.42,3.42,3.53,-0.10999999999999988,-3.1161,228296.39,79841.628,3.452,178877.656,3.5285,133060.9523,3.4976,120705.5306
10,002721.SZ,20201217,3.77,3.89,3.51,3.53,3.65,-0.1200000000000001,-3.2877,413366.65,151780.54,3.44,150280.206,3.54,121218.7685,3.4929,116550.0341
11,002721.SZ,20201216,3.37,3.65,3.37,3.65,3.32,0.33000000000000007,9.9398,91532.44,32800.799,3.426,78716.676,3.5438,94018.9492,3.4868,107290.1462
12,002721.SZ,20201215,3.31,3.35,3.22,3.32,3.34,-0.020000000000000018,-0.5988,96705.11,31767.401,3.402,74967.688,3.54,91153.8792,3.4809,106773.9362
13,002721.SZ,20201214,3.36,3.41,3.33,3.34,3.36,-0.020000000000000018,-0.5952,64487.69,21668.19,3.462,73812.376,3.5623,91031.64,3.4865,106100.9126
14,002721.SZ,20201211,3.45,3.49,3.3,3.36,3.46,-0.10000000000000009,-2.8902,85309.14,28785.587,3.534,87197.09,3.5808,92911.4792,3.4932,105781.1421
15,002721.SZ,20201210,3.52,3.54,3.46,3.46,3.53,-0.06999999999999984,-1.983,55549.0,19394.814,3.58,87223.812,3.6031,92556.7038,3.5003,104715.7603
16,002721.SZ,20201209,3.61,3.63,3.53,3.53,3.62,-0.0900000000000003,-2.4862,72787.5,25987.418,3.616,107485.466,3.6169,99108.4269,3.5047,104780.2979
17,002721.SZ,20201208,3.75,3.77,3.61,3.62,3.7,-0.08000000000000007,-2.1622,90928.55,33353.114,3.652,124351.692,3.6208,100243.7638,3.5082,104295.9959
18,002721.SZ,20201207,3.58,3.85,3.58,3.7,3.59,0.11000000000000032,3.0641,131411.26,48855.777,3.642,121035.582,3.6123,101009.5931,3.5091,103763.2706
19,002721.SZ,20201204,3.64,3.67,3.58,3.59,3.64,-0.050000000000000266,-1.3736,85442.75,30924.533,3.618,106707.13,3.6023,103419.7669,3.5094,102833.1256
20,002721.SZ,20201203,3.73,3.8,3.63,3.64,3.71,-0.06999999999999984,-1.8868,156857.27,58137.344,3.62,100475.886,3.5977,120289.56,3.5141,104136.5159
21,002721.SZ,20201202,3.58,3.73,3.52,3.71,3.57,0.14000000000000012,3.9216,157118.63,57339.153,3.614,88127.632,3.5808,121299.1138,3.5197,104689.63
22,002721.SZ,20201201,3.58,3.59,3.51,3.57,3.58,-0.010000000000000231,-0.2793,74348.0,26409.735,3.588,74489.026,3.5462,120852.6746,3.5276,106143.4915
23,002721.SZ,20201130,3.64,3.64,3.55,3.58,3.6,-0.020000000000000018,-0.5556,59769.0,21446.284,3.604,75758.838,3.5262,123148.2131,3.5341,106394.4185
24,002721.SZ,20201127,3.59,3.64,3.57,3.6,3.61,-0.009999999999999787,-0.277,54286.53,19532.308,3.616,91949.318,3.5108,124803.1338,3.5424,106543.8009
25,002721.SZ,20201126,3.57,3.65,3.53,3.61,3.58,0.029999999999999805,0.838,95116.0,34231.849,3.612,98601.388,3.4962,128393.3592,3.5515,107086.0794
26,002721.SZ,20201125,3.66,3.72,3.57,3.58,3.65,-0.06999999999999984,-1.9178,88925.6,32251.845,3.592,99755.054,3.4815,129708.7438,3.5576,105993.2559
27,002721.SZ,20201124,3.62,3.68,3.59,3.65,3.64,0.009999999999999787,0.2747,80697.06,29404.855,3.59,114518.638,3.47,130642.9492,3.5615,104501.7971
28,002721.SZ,20201123,3.57,3.74,3.56,3.64,3.58,0.06000000000000005,1.676,140721.4,51600.704,3.566,159329.238,3.4492,133365.1577,3.5641,103111.8982
29,002721.SZ,20201120,3.51,3.59,3.47,3.58,3.51,0.07000000000000028,1.9943,87546.88,30921.277,3.522,165181.252,3.4208,128357.7538,3.5676,99835.8571
30,002721.SZ,20201119,3.54,3.59,3.48,3.51,3.57,-0.06000000000000005,-1.6807,100884.33,35526.288,3.458,177934.86,3.4031,130214.2454,3.5732,98541.6547
31,002721.SZ,20201118,3.5,3.66,3.49,3.57,3.53,0.040000000000000036,1.1331,162743.52,58365.8,3.418,178595.994,3.3838,129146.9515,3.5812,97445.4391
32,002721.SZ,20201117,3.41,3.69,3.39,3.53,3.42,0.10999999999999988,3.2164,304750.06,108603.885,3.38,162303.884,3.3646,124207.4854,3.5909,94123.6003
33,002721.SZ,20201116,3.26,3.5,3.26,3.42,3.26,0.16000000000000014,4.908,169981.47,57264.661,3.356,121545.764,3.3585,106456.0423,3.6015,87313.8338
34,002721.SZ,20201113,3.32,3.32,3.21,3.26,3.31,-0.050000000000000266,-1.5106,151314.92,49247.063,3.356,109992.67,3.3654,99059.1838,3.6182,83910.7032
35,002721.SZ,20201112,3.38,3.41,3.29,3.31,3.38,-0.06999999999999984,-2.071,104190.0,34749.53,3.39,99943.74,3.3892,91543.8431,3.6406,81135.0879
36,002721.SZ,20201111,3.4,3.43,3.35,3.38,3.41,-0.03000000000000025,-0.8798,81282.97,27480.539,3.404,102322.894,3.4115,87305.0862,3.6591,79436.5006
37,002721.SZ,20201110,3.42,3.49,3.37,3.41,3.42,-0.009999999999999787,-0.2924,100959.46,34617.365,3.382,101191.33,3.4292,85494.3408,3.6765,78426.4721
38,002721.SZ,20201109,3.4,3.47,3.39,3.42,3.43,-0.010000000000000231,-0.2915,112216.0,38459.993,3.37,103335.692,3.4477,82060.6308,3.6941,77022.0556
39,002721.SZ,20201106,3.4,3.43,3.35,3.43,3.38,0.050000000000000266,1.4793,101070.27,34265.992,3.338,98294.394,3.4654,79029.8531,3.7126,75266.0565
40,002721.SZ,20201105,3.31,3.42,3.28,3.38,3.27,0.10999999999999988,3.3639,116085.77,39094.656,3.316,97786.432,3.4869,78931.0885,3.7318,74110.9603
41,002721.SZ,20201104,3.36,3.37,3.26,3.27,3.35,-0.08000000000000007,-2.3881,75625.15,24952.611,3.33,89365.538,3.5154,79982.8,3.7529,74172.7612
42,002721.SZ,20201103,3.27,3.38,3.26,3.35,3.26,0.0900000000000003,2.7607,111681.27,37307.484,3.378,89004.97,3.5585,87678.0308,3.7832,75844.2676
43,002721.SZ,20201102,3.31,3.34,3.22,3.26,3.32,-0.06000000000000005,-1.8072,87009.51,28350.138,3.422,77391.814,3.6069,94975.6192,3.8118,75582.7106
44,002721.SZ,20201030,3.45,3.46,3.32,3.32,3.45,-0.13000000000000034,-3.7681,98530.46,33252.764,3.49,69807.144,3.6477,94657.9277,3.8385,74899.1674
45,002721.SZ,20201029,3.46,3.51,3.41,3.45,3.51,-0.05999999999999961,-1.7094,73981.3,25552.544,3.548,61649.708,3.6892,92066.9692,3.8644,73617.7724
46,002721.SZ,20201028,3.55,3.56,3.43,3.51,3.57,-0.06000000000000005,-1.6807,73822.31,25818.572,3.588,58117.694,3.7246,91970.2538,3.8868,73471.7929
47,002721.SZ,20201027,3.59,3.61,3.52,3.57,3.6,-0.03000000000000025,-0.8333,53615.49,19130.976,3.616,57916.41,3.7485,90750.0762,3.9071,73313.0191
48,002721.SZ,20201026,3.6,3.63,3.57,3.6,3.61,-0.009999999999999787,-0.277,49086.16,17669.623,3.644,67150.578,3.7592,89565.5,3.9247,72924.0056
49,002721.SZ,20201023,3.66,3.67,3.6,3.61,3.65,-0.040000000000000036,-1.0959,57743.28,20968.244,3.674,83284.95,3.77,88361.9877,3.9412,73283.2656
50,002721.SZ,20201022,3.66,3.66,3.6,3.65,3.65,0.0,0.0,56321.23,20509.062,3.718,106868.924,3.7815,86176.8123,3.9576,72921.0909
51,002721.SZ,20201021,3.72,3.72,3.63,3.65,3.71,-0.06000000000000005,-1.6173,72815.89,26699.636,3.784,136914.662,3.7908,85193.9485,3.9724,72813.5635
52,002721.SZ,20201020,3.73,3.74,3.66,3.71,3.75,-0.040000000000000036,-1.0667,99786.33,36836.824,3.812,138927.388,3.8008,84486.0338,3.9862,72860.4491
53,002721.SZ,20201019,3.78,3.83,3.7,3.75,3.83,-0.08000000000000007,-2.0888,129758.02,48934.808,3.842,131939.722,3.8154,80641.0085,4.0009,72221.3803
54,002721.SZ,20201016,3.91,3.97,3.81,3.83,3.98,-0.1499999999999999,-3.7688,175663.15,68384.511,3.874,120532.918,3.8262,76291.7762,4.0168,69999.8153
55,002721.SZ,20201015,3.75,3.99,3.73,3.98,3.79,0.18999999999999995,5.0132,206549.92,79411.826,3.872,96992.288,3.8385,66954.2285,4.0324,66690.41
56,002721.SZ,20201014,3.84,3.89,3.77,3.79,3.86,-0.06999999999999984,-1.8135,82879.52,31636.58,3.818,63325.504,3.8415,55446.0808,4.0421,62112.2065
57,002721.SZ,20201013,3.91,3.91,3.84,3.86,3.91,-0.050000000000000266,-1.2788,64848.0,25016.058,3.808,53437.7,3.8531,52642.8892,4.0582,61840.8979
58,002721.SZ,20201012,3.82,3.93,3.82,3.91,3.82,0.0900000000000003,2.356,72724.0,28220.326,3.788,46335.3,3.8615,51265.5046,4.075,62673.0979
59,002721.SZ,20201009,3.76,3.84,3.75,3.82,3.71,0.10999999999999988,2.965,57960.0,22040.762,3.76,40499.3,3.8692,49764.3738,4.0882,62720.9309
60,002721.SZ,20200930,3.75,3.77,3.68,3.71,3.74,-0.03000000000000025,-0.8021,38216.0,14254.515,3.752,41629.9,3.8869,49345.2992,4.1015,62588.7344
61,002721.SZ,20200929,3.79,3.79,3.74,3.74,3.76,-0.019999999999999574,-0.5319,33440.5,12599.079,3.79,43946.9,3.9154,51159.2223,4.1176,64061.0062
62,002721.SZ,20200928,3.76,3.8,3.74,3.76,3.77,-0.010000000000000231,-0.2653,29336.0,11062.384,3.82,51902.4,3.9431,57678.1838,4.1309,66134.1982
63,002721.SZ,20200925,3.8,3.81,3.71,3.77,3.78,-0.009999999999999787,-0.2646,43544.0,16397.435,3.866,56890.206,3.9846,65610.52,4.1465,68285.7315
64,002721.SZ,20200924,3.89,3.89,3.76,3.78,3.9,-0.1200000000000001,-3.0769,63613.0,24248.466,3.916,59570.206,4.0269,70167.7762,4.1653,70272.2826
65,002721.SZ,20200923,3.91,3.94,3.88,3.9,3.89,0.009999999999999787,0.2571,49801.0,19486.088,3.948,56135.212,4.0569,70179.7792,4.1853,73023.3991
66,002721.SZ,20200922,3.98,3.98,3.84,3.89,3.99,-0.10000000000000009,-2.5063,73218.0,28708.023,3.962,55563.412,4.08,70576.8585,4.2059,77783.8303
67,002721.SZ,20200921,4.02,4.04,3.97,3.99,4.02,-0.02999999999999936,-0.7463,54275.03,21747.654,3.986,51561.672,4.1046,70253.7815,4.2253,80548.7521
68,002721.SZ,20200918,3.95,4.03,3.92,4.02,3.94,0.07999999999999963,2.0305,56944.0,22688.899,3.998,51209.072,4.1208,71342.1638,4.2385,82529.0618
69,002721.SZ,20200917,3.94,3.99,3.92,3.94,3.97,-0.03000000000000025,-0.7557,46438.03,18309.278,4.01,52179.672,4.1323,70068.7046,4.2512,84428.3871
70,002721.SZ,20200916,4.01,4.04,3.96,3.97,4.01,-0.03999999999999959,-0.9975,46942.0,18755.586,4.042,66529.466,4.1492,71212.01,4.2641,85976.9774
71,002721.SZ,20200915,4.06,4.08,3.97,4.01,4.05,-0.040000000000000036,-0.9877,53209.3,21331.225,4.108,83632.34,4.1646,71095.6515,4.2747,87916.305
72,002721.SZ,20200914,4.1,4.12,4.03,4.05,4.08,-0.03000000000000025,-0.7353,52512.03,21363.676,4.17,93548.146,4.1754,71053.8054,4.2876,90147.3641
73,002721.SZ,20200911,4.07,4.11,4.01,4.08,4.1,-0.019999999999999574,-0.4878,61797.0,25029.795,4.194,95799.548,4.1808,72738.2646,4.3,95331.8532
74,002721.SZ,20200910,4.33,4.36,4.06,4.1,4.3,-0.20000000000000018,-4.6512,118187.0,49584.947,4.218,94432.754,4.1908,73989.11,4.3168,102012.3056
75,002721.SZ,20200909,4.29,4.43,4.26,4.3,4.32,-0.020000000000000462,-0.463,132456.37,57544.958,4.24,84598.954,4.2054,69068.9415,4.3244,102988.1006
76,002721.SZ,20200908,4.17,4.33,4.15,4.32,4.17,0.15000000000000036,3.5971,102788.33,43783.338,4.22,71792.48,4.21,63737.1723,4.3268,101984.5318
77,002721.SZ,20200907,4.22,4.28,4.16,4.17,4.2,-0.03000000000000025,-0.7143,63769.04,26893.017,4.19,59312.62,4.2092,59745.07,4.3285,102480.0809
78,002721.SZ,20200904,4.16,4.22,4.12,4.2,4.21,-0.009999999999999787,-0.2375,54963.03,22892.847,4.188,58819.012,4.2223,60505.5308,4.3347,103194.1229
79,002721.SZ,20200903,4.21,4.26,4.19,4.21,4.2,0.009999999999999787,0.2381,69018.0,29127.891,4.182,56912.274,4.24,63442.4362,4.3394,104658.1965
80,002721.SZ,20200902,4.19,4.22,4.12,4.2,4.17,0.03000000000000025,0.7194,68424.0,28610.61,4.17,53641.734,4.2515,63852.6146,4.3391,105856.3435
81,002721.SZ,20200901,4.15,4.19,4.14,4.17,4.16,0.009999999999999787,0.2404,40389.03,16804.044,4.154,54838.934,4.2569,62701.9469,4.3415,108829.1109
82,002721.SZ,20200831,4.2,4.22,4.15,4.16,4.17,-0.009999999999999787,-0.2398,61301.0,25682.565,4.162,62372.726,4.2638,66385.3477,4.3535,118956.2644
83,002721.SZ,20200828,4.14,4.17,4.1,4.17,4.15,0.019999999999999574,0.4819,45429.34,18796.201,4.188,60957.488,4.2662,69664.4269,4.3753,128331.2391
84,002721.SZ,20200827,4.11,4.17,4.09,4.15,4.12,0.03000000000000025,0.7282,52665.3,21794.808,4.226,64500.294,4.2754,74053.5646,4.3835,132667.5429
85,002721.SZ,20200826,4.19,4.22,4.11,4.12,4.21,-0.08999999999999986,-2.1378,74410.0,30891.265,4.258,64145.434,4.2954,78547.5215,4.3894,137847.5894
86,002721.SZ,20200825,4.29,4.32,4.18,4.21,4.29,-0.08000000000000007,-1.8648,78057.99,33145.708,4.302,63994.44,4.3215,84912.2108,4.4015,145022.8732
87,002721.SZ,20200824,4.36,4.36,4.25,4.29,4.36,-0.07000000000000028,-1.6055,54224.81,23276.904,4.346,67011.402,4.3515,95188.9546,4.4076,151602.5679
88,002721.SZ,20200821,4.3,4.36,4.25,4.36,4.31,0.05000000000000071,1.1601,63143.37,27237.08,4.36,71036.504,4.3715,103881.3031,4.4097,162871.6526
89,002721.SZ,20200820,4.32,4.37,4.26,4.31,4.34,-0.03000000000000025,-0.6912,50891.0,21950.951,4.342,69100.894,4.3777,108378.3946,4.4147,178940.7765
90,002721.SZ,20200819,4.45,4.46,4.33,4.34,4.43,-0.08999999999999986,-2.0316,73655.03,32202.645,4.332,76577.342,4.3885,113811.4762,4.4135,180394.7144
91,002721.SZ,20200818,4.36,4.44,4.36,4.43,4.36,0.0699999999999994,1.6055,93142.8,40995.04,4.302,82632.142,4.3915,115768.02,4.4,181674.3365
92,002721.SZ,20200817,4.26,4.38,4.26,4.36,4.27,0.09000000000000075,2.1077,74350.32,32121.097,4.274,84501.208,4.3838,117286.2,4.3806,181469.7541
93,002721.SZ,20200814,4.24,4.29,4.21,4.27,4.26,0.009999999999999787,0.2347,53465.32,22753.808,4.284,91848.492,4.3908,121495.0454,4.3635,182309.5103
94,002721.SZ,20200813,4.19,4.29,4.18,4.26,4.19,0.0699999999999994,1.6706,88273.24,37494.761,4.322,112585.62,4.4062,134981.1485,4.3444,181987.5303
95,002721.SZ,20200812,4.2,4.25,4.11,4.19,4.29,-0.09999999999999964,-2.331,103929.03,43327.828,4.39,137262.104,4.4362,150416.4669,4.3276,180873.4665
96,002721.SZ,20200811,4.43,4.5,4.29,4.29,4.41,-0.1200000000000001,-2.7211,102488.13,45167.431,4.462,149921.366,4.4492,154065.3131,4.3129,179837.3185
97,002721.SZ,20200810,4.42,4.46,4.37,4.41,4.46,-0.04999999999999982,-1.1211,111086.74,49077.332,4.492,153744.852,4.4562,153745.8438,4.2985,178069.6538
98,002721.SZ,20200807,4.56,4.61,4.39,4.46,4.6,-0.13999999999999968,-3.0435,157150.96,70648.151,4.5,155831.716,4.4538,154403.5562,4.2803,176236.5732
99,002721.SZ,20200806,4.52,4.67,4.47,4.6,4.55,0.04999999999999982,1.0989,211655.66,96884.328,4.484,144219.544,4.4477,149087.8262,4.2612,173016.6335
100,002721.SZ,20200805,4.46,4.6,4.43,4.55,4.44,0.10999999999999943,2.4775,167225.34,75281.24,4.43,124464.24,4.4292,140863.6623,4.2382,168428.2026
101,002721.SZ,20200804,4.45,4.48,4.34,4.44,4.45,-0.009999999999999787,-0.2247,121605.56,53721.149,4.41,116832.234,4.4023,136442.8669,4.2165,164777.4394
102,002721.SZ,20200803,4.38,4.47,4.35,4.45,4.38,0.07000000000000028,1.5982,121521.06,53759.802,4.416,138268.054,4.39,140126.9077,4.1968,163134.8935
103,002721.SZ,20200731,4.29,4.4,4.25,4.38,4.33,0.04999999999999982,1.1547,99090.1,43075.39,4.456,171750.318,4.4,160372.3838,4.1779,160926.5976
104,002721.SZ,20200730,4.42,4.46,4.31,4.33,4.45,-0.1200000000000001,-2.6966,112879.14,49491.017,4.452,182205.104,4.44,181984.6946,4.1612,159375.0065
105,002721.SZ,20200729,4.41,4.48,4.34,4.45,4.47,-0.019999999999999574,-0.4474,129065.31,56842.068,4.462,179296.282,4.4492,188137.3508,4.1456,157841.9529
