,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,000100.SZ,20201231,6.96,7.2,6.95,7.08,6.94,0.13999999999999968,2.0173,4121444.01,2917346.279,6.876,3225206.876,6.91,3408691.7446,7.0068,4019508.2221,6.5667,4075991.9872,6.3061,4102295.996,6.6997,3482255.322
1,000100.SZ,20201230,6.62,7.04,6.57,6.94,6.7,0.2400000000000002,3.5821,4647883.49,3201807.228,6.802,3125376.152,6.9015,3358416.4392,7.0097,4092720.9553,6.5551,4083844.7249,6.2899,4093096.8128,6.6992,3483478.3813
2,000100.SZ,20201229,6.84,6.96,6.69,6.7,6.87,-0.16999999999999993,-2.4745,3059324.06,2087325.783,6.79,2913851.914,6.8846,3267326.0915,7.0076,4062954.2618,6.5431,4096496.9651,6.2746,4088415.5765,6.7003,3501436.6788
3,000100.SZ,20201228,6.78,6.9,6.68,6.87,6.79,0.08000000000000007,1.1782,2373644.44,1620668.745,6.804,3373298.79,6.8946,3204784.0715,7.0103,4162811.66,6.5309,4093683.3747,6.2616,4087947.8472,6.71,3522788.4057
4,000100.SZ,20201225,6.71,6.83,6.64,6.79,6.71,0.08000000000000007,1.1923,1923738.38,1299752.544,6.848,3561868.902,6.8954,3335573.7092,7.015,4227738.8109,6.5171,4094928.9899,6.2476,4116066.8614,6.7177,3548896.4939
5,000100.SZ,20201224,6.83,6.85,6.56,6.71,6.88,-0.16999999999999993,-2.4709,3622290.39,2421598.418,6.87,3663338.598,6.9238,3550829.1023,7.0153,4320831.0638,6.5049,4102341.7156,6.2331,4120842.6151,6.728,3621535.2537
6,000100.SZ,20201223,6.73,6.95,6.69,6.88,6.77,0.11000000000000032,1.6248,3590262.3,2453970.628,6.938,3473550.754,6.9508,3628071.7738,7.0138,4321573.5068,6.4923,4093146.194,6.219,4126429.8234,6.734,3638552.5609
7,000100.SZ,20201222,7.11,7.25,6.76,6.77,7.09,-0.3200000000000003,-4.5134,5356558.44,3738136.309,6.948,3342555.73,6.9746,4024979.1869,7.0029,4321416.85,6.4789,4100486.1386,6.2042,4126937.9254,6.7367,3702012.6051
8,000100.SZ,20201221,6.85,7.1,6.82,7.09,6.9,0.1899999999999995,2.7536,3316495.0,2327969.046,7.018,3123569.434,7.04,4622799.4546,6.9929,4241643.8271,6.4674,4093911.0676,6.1889,4110825.1376,6.7365,3682238.2307
9,000100.SZ,20201218,7.03,7.05,6.85,6.9,7.05,-0.14999999999999947,-2.1277,2431086.86,1680775.507,6.994,3153843.442,7.1108,5033344.3146,6.9715,4235774.7,6.454,4107220.6621,6.1725,4113419.449,6.7307,3673101.6372
