,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,600129.SH,20201231,13.28,13.5,13.2,13.33,13.33,0.0,0.0,32851.54,43642.46,13.5,29238.934,13.72,25058.1492,14.2456,26211.025,15.5352,70279.0706,15.0695,64599.1168,15.0404,43931.0228
1,600129.SH,20201230,13.26,13.5,13.11,13.33,13.33,0.0,0.0,15899.55,21140.486,13.432,29517.292,13.7777,24955.4362,14.2679,25697.7691,15.5304,70334.1155,15.069,64680.956,15.0793,44299.5476
2,600129.SH,20201229,13.63,13.77,13.31,13.33,13.63,-0.3000000000000007,-2.201,16390.32,22156.747,13.452,32508.182,13.8669,25353.4592,14.2879,25756.0179,15.5249,70426.8202,15.0695,64868.1333,15.1276,44881.4097
3,600129.SH,20201228,13.89,13.95,13.56,13.63,13.88,-0.25,-1.8012,27296.38,37394.251,13.524,34911.2,13.9615,25211.7062,14.3047,26016.1262,15.5162,70426.7784,15.0691,65081.1474,15.1836,45614.0804
4,600129.SH,20201225,12.95,13.99,12.95,13.88,12.99,0.8900000000000006,6.8514,53756.88,73215.683,13.612,34396.25,14.0323,24651.0208,14.3215,26655.9082,15.5048,70330.2576,15.0671,65454.9555,15.2376,45854.6163
5,600129.SH,20201224,13.43,13.52,12.97,12.99,13.43,-0.4399999999999995,-3.2762,34243.33,44903.952,13.664,27379.682,14.0985,21730.49,14.3215,26131.5482,15.4919,70038.6364,15.0612,65588.9203,15.2912,45868.3271
6,600129.SH,20201223,13.66,13.69,13.31,13.43,13.69,-0.2599999999999998,-1.8992,30854.0,41540.533,13.906,23993.422,14.2492,21098.8646,14.34,26170.9418,15.486,69946.983,15.0616,65870.8047,15.3579,46327.3624
7,600129.SH,20201222,14.04,14.12,13.65,13.69,14.07,-0.3800000000000008,-2.7008,28405.41,39463.331,14.056,20078.786,14.3469,19752.3262,14.3544,25954.8724,15.4742,69855.7624,15.0598,66293.8249,15.4101,46757.1573
8,600129.SH,20201221,14.08,14.21,14.06,14.07,14.14,-0.07000000000000028,-0.495,24721.63,34911.653,14.15,17211.706,14.4346,20122.44,14.3568,25898.4779,15.461,69825.9872,15.0562,66684.0378,15.4616,47711.9795
9,600129.SH,20201218,14.08,14.3,14.04,14.14,14.2,-0.05999999999999872,-0.4225,18674.04,26403.673,14.152,18570.634,14.4938,21116.19,14.355,26360.6418,15.447,69797.4558,15.0486,67146.6967,15.514,49246.3836
10,600129.SH,20201217,14.11,14.33,14.11,14.2,14.18,0.019999999999999574,0.141,17312.03,24588.355,14.222,19050.596,14.5277,21684.4946,14.3379,28015.2915,15.4328,69911.6507,15.0391,67647.3275,15.5563,49661.9316
11,600129.SH,20201216,14.16,14.34,14.01,14.18,14.16,0.019999999999999574,0.1412,11280.82,15970.389,14.294,18497.696,14.54,22011.3392,14.3403,28517.32,15.4201,69949.8917,15.0271,67853.9214,15.5956,50429.9276
12,600129.SH,20201215,14.3,14.3,14.0,14.16,14.08,0.08000000000000007,0.5682,14070.01,19900.729,14.368,20243.026,14.5569,22356.1992,14.3518,29391.6706,15.4075,70111.7908,15.015,68244.8844,15.6332,51468.886
13,600129.SH,20201214,14.49,14.49,13.99,14.08,14.49,-0.41000000000000014,-2.8295,31516.27,44555.179,14.484,20587.02,14.5731,23182.4523,14.3712,32556.0338,15.395,70231.5887,14.9993,68444.1175,15.6628,51906.9669
14,600129.SH,20201211,14.66,14.7,14.22,14.49,14.56,-0.07000000000000028,-0.4808,21073.85,30351.633,14.658,19490.206,14.6138,22505.2785,14.4132,33414.0341,15.3832,70213.6568,14.9817,68379.2666,15.6921,52110.7991
15,600129.SH,20201210,14.65,14.8,14.37,14.56,14.55,0.009999999999999787,0.0687,14547.53,21121.391,14.7,17945.236,14.6146,23570.8285,14.4412,33866.9365,15.3698,70266.0026,14.9622,68377.8424,15.7209,52371.0192
16,600129.SH,20201209,14.74,14.89,14.5,14.55,14.74,-0.1899999999999995,-1.289,20007.47,29228.327,14.754,21679.108,14.6423,25007.32,14.4679,34622.2862,15.3571,70369.5822,14.9418,68405.7911,15.7487,52922.4555
17,600129.SH,20201208,14.79,14.95,14.7,14.74,14.95,-0.20999999999999908,-1.4047,15789.98,23427.696,14.812,25205.69,14.6792,27315.9477,14.5009,35292.4859,15.3443,70559.988,14.9225,68397.3652,15.784,53481.0073
18,600129.SH,20201207,14.71,15.05,14.51,14.95,14.7,0.25,1.7007,26032.2,38509.754,14.78,27260.094,14.6646,27853.1554,14.5409,36163.7806,15.3319,70855.4908,14.9022,68465.6079,15.8132,53929.8384
19,600129.SH,20201204,14.83,14.88,14.64,14.7,14.83,-0.13000000000000078,-0.8766,13349.0,19663.449,14.662,26365.856,14.6231,29171.6362,14.5879,39605.5729,15.314,70895.1214,14.8821,68505.6515,15.8332,54010.2371
20,600129.SH,20201203,14.7,15.05,14.7,14.83,14.84,-0.009999999999999787,-0.0674,33216.89,49533.57,14.602,26848.856,14.6015,31402.5708,14.6141,41412.6503,15.2989,70968.0781,14.8641,68720.5124,15.8551,54349.6129
21,600129.SH,20201202,14.74,14.89,14.52,14.84,14.58,0.2599999999999998,1.7833,37640.38,55504.028,14.51,25167.738,14.5454,29991.2092,14.6491,41501.7685,15.2816,70962.5888,14.8436,68741.6924,15.8739,54752.8607
22,600129.SH,20201201,14.32,14.78,14.32,14.58,14.36,0.22000000000000064,1.532,26062.0,38062.4,14.464,22182.264,14.4877,28280.4754,14.6779,41386.7829,15.264,70954.2041,14.822,68738.0749,15.8969,54973.8993
23,600129.SH,20201130,14.29,14.48,14.26,14.36,14.4,-0.040000000000000924,-0.2778,21561.01,31053.687,14.448,23955.064,14.4438,27651.0915,14.7118,42278.5624,15.2503,71315.9822,14.8022,68825.2473,15.9277,55335.0719
24,600129.SH,20201127,14.37,14.5,14.13,14.4,14.37,0.030000000000001137,0.2088,15764.0,22542.163,14.56,26287.246,14.4085,27933.6292,14.7582,44134.2397,15.241,71423.6514,14.7873,68981.4663,15.9597,55886.6664
25,600129.SH,20201126,14.51,14.69,14.25,14.37,14.61,-0.2400000000000002,-1.6427,24811.3,35616.917,14.686,33138.372,14.3931,30494.0115,14.8124,47289.0994,15.2313,71631.4876,14.7718,69110.3785,15.9928,56599.8323
26,600129.SH,20201125,14.59,14.74,14.28,14.61,14.5,0.10999999999999943,0.7586,22713.01,32923.613,14.722,32730.848,14.3554,31349.1915,14.8782,50636.7332,15.2235,71783.3701,14.7569,69144.1752,16.0301,57542.3259
27,600129.SH,20201124,14.93,14.98,14.4,14.5,14.92,-0.41999999999999993,-2.815,34926.0,51047.684,14.682,36822.736,14.2792,32339.1685,14.9065,53938.3426,15.2152,71955.7277,14.7411,69345.7539,16.0636,58030.9679
28,600129.SH,20201123,15.0,15.14,14.85,14.92,15.03,-0.10999999999999943,-0.7319,33221.92,49691.685,14.666,38307.766,14.2346,31460.8331,14.9482,56806.8426,15.2065,72077.0034,14.7282,69549.685,16.1007,58830.3233
29,600129.SH,20201120,14.56,15.24,14.55,15.03,14.55,0.47999999999999865,3.299,50019.63,75039.938,14.502,34637.22,14.1462,30942.8392,15.0297,57376.7644,15.1953,72474.5592,14.7122,69635.5705,16.1344,59222.1965
30,600129.SH,20201119,14.4,14.75,14.34,14.55,14.41,0.14000000000000057,0.9715,22773.68,33123.541,14.314,27713.462,14.0677,30205.5754,15.1059,58657.2562,15.1804,72657.7349,14.6959,69608.5382,16.1651,59604.4211
31,600129.SH,20201118,14.6,14.93,14.41,14.41,14.42,-0.009999999999999787,-0.0693,43172.45,62965.469,14.206,26734.728,13.9915,34217.7638,15.1924,60355.3553,15.17,73068.2079,14.684,69754.4251,16.2044,60752.6548
