trade_date,open,close,high,low
2021-12-31,21.6,16.42,22.35,15.57
2021-11-30,22.73,21.79,23.47,17.18
2021-10-31,21.93,22.79,25.59,18.0
2021-09-30,18.99,21.41,25.18,17.0
2021-08-31,14.8,19.1,20.5,14.03
2021-07-31,12.2,14.35,16.95,11.74
2021-06-30,8.77,12.18,12.55,8.54
2021-05-31,7.81,8.98,9.0,6.95
2021-04-30,7.34,7.88,8.09,6.64
2021-03-31,8.63,7.35,9.04,6.83
2021-02-28,9.9,8.52,10.88,8.24
2021-01-31,9.52,9.72,12.33,9.31
2020-12-31,6.88,9.25,9.75,6.81
2020-11-30,6.37,6.83,8.23,6.25
2020-10-31,5.48,6.36,6.88,5.41
2020-09-30,5.46,5.35,5.95,5.1
2020-08-31,4.85,5.47,5.7,4.75
2020-07-31,4.96,4.85,5.74,4.5
2020-06-30,4.43,4.88,5.36,4.21
2020-05-31,4.56,4.39,4.9,4.16
2020-04-30,4.34,4.68,5.81,4.2
2020-03-31,5.82,4.27,6.2,4.23
2020-02-29,4.24,5.78,7.05,3.89
2020-01-31,4.68,4.71,5.6,4.66
2019-12-31,4.15,4.68,5.04,4.11
2019-11-30,4.04,4.18,4.37,3.76
2019-10-31,4.16,4.06,4.34,4.05
2019-09-30,4.31,4.17,4.69,4.15
2019-08-31,4.7,4.31,4.97,4.21
2019-07-31,4.53,4.72,5.82,4.32
2019-06-30,4.67,4.43,4.91,4.2
2019-05-31,4.85,4.7,4.96,4.3
2019-04-30,4.85,5.11,6.09,4.83
2019-03-31,4.8,4.82,5.64,4.62
2019-02-28,3.81,4.73,4.97,3.78
2019-01-31,4.06,3.78,4.28,3.73
2018-12-31,4.6,4.06,4.66,3.95
2018-11-30,3.92,4.46,5.16,3.9
2018-10-31,4.73,3.94,4.73,3.56
2018-09-30,4.53,4.79,4.92,4.46
2018-08-31,5.25,4.56,5.32,4.47
2018-07-31,5.1708,5.31,5.54,4.86
2018-06-30,6.8679,5.1907,7.0565,4.8433
2018-05-31,7.0069,6.8977,7.6222,6.6595
2018-04-30,7.9597,7.0565,8.3567,6.7389
2018-03-31,8.5155,7.9497,9.2499,7.4039
2018-02-28,8.2673,8.5254,8.6842,7.0764
2018-01-31,9.3789,8.2574,9.7163,8.1681
2017-12-31,10.27,9.44,10.74,8.73
2017-11-30,11.49,10.3,11.69,10.15
2017-10-31,13.69,11.5,13.69,11.37
2017-09-30,14.35,13.59,15.76,12.9
2017-08-31,16.02,14.26,16.12,13.31
2017-07-31,14.1,15.88,16.6,13.88
2017-06-30,12.7,14.09,14.4,11.39
2017-05-31,13.33,12.57,14.5,12.34
2017-04-30,13.7,13.36,14.99,11.75
2017-03-31,12.1,13.47,13.56,11.94
2017-02-28,9.89,12.12,12.3,9.77
2017-01-31,10.67,9.89,11.95,9.6
2016-12-31,10.18,10.66,11.55,9.96
2016-11-30,12.4,10.11,12.5,9.98
2016-10-31,10.19,12.41,13.56,9.59
2016-09-30,9.52,10.08,10.8,9.52
2016-07-31,9.88,9.89,10.05,9.67
2016-06-30,6.66,9.84,10.44,6.58
2016-05-31,6.68,6.66,7.27,6.0
2016-04-30,6.66,6.63,7.49,6.42
2016-03-31,5.9,6.69,6.82,5.7
2016-02-29,6.05,6.01,7.47,5.54
2016-01-31,9.64,6.11,9.64,5.62
2015-12-31,12.36,9.65,12.36,9.28
2015-06-30,10.28,13.73,15.44,10.28
2015-05-31,8.8,10.27,11.8,8.3
2015-04-30,8.09,8.87,9.94,8.06
2015-03-31,6.72,8.09,8.59,6.63
2015-02-28,5.83,6.72,6.73,5.81
2015-01-31,6.31,6.46,6.86,5.72
