trade_date,open,close,high,low
2021-12-31,6.83,7.13,7.41,6.77
2021-11-30,6.7,6.83,7.1,6.4
2021-10-31,7.16,6.68,8.05,6.51
2021-09-30,6.95,7.0,7.52,6.79
2021-08-31,6.52,6.9,7.04,6.35
2021-07-31,7.28,6.5,7.45,6.38
2021-06-30,7.09,7.28,7.45,7.04
2021-05-31,6.8,7.1,7.2,6.8
2021-04-30,7.29,6.79,7.6,6.72
2021-03-31,7.18,7.29,7.71,7.17
2021-02-28,6.66,7.18,7.59,6.65
2021-01-31,7.55,6.67,8.09,6.64
2020-12-31,8.14,7.58,8.23,7.25
2020-11-30,7.69,8.14,8.65,7.52
2020-10-31,8.13,7.69,8.38,7.5
2020-09-30,8.98,8.06,9.0,7.85
2020-08-31,9.76,8.96,10.07,8.75
2020-07-31,8.5,9.41,11.7,8.36
2020-06-30,8.61,8.51,10.0,8.12
2020-05-31,8.37,8.51,8.79,7.65
2020-04-30,6.95,8.16,11.5,6.81
2020-03-31,8.6,6.93,10.6,6.93
2020-02-29,6.56,8.26,8.79,6.01
2020-01-31,8.19,7.25,8.45,7.06
2019-12-31,8.12,8.12,8.4,7.78
2019-11-30,8.77,8.12,8.82,7.98
2019-10-31,8.9,8.79,9.08,8.09
2019-09-30,8.72,8.78,9.86,8.51
2019-08-31,8.09,8.71,9.1,7.8
2019-07-31,8.38,8.08,8.5,7.88
2019-06-30,7.87,8.33,8.73,6.89
2019-05-31,9.1,7.97,9.24,7.5
2019-04-30,8.65,9.31,10.84,8.64
2019-03-31,7.98,8.62,9.39,7.88
2019-02-28,6.81,7.98,8.14,6.81
2019-01-31,6.61,6.8,7.38,6.61
2018-12-31,7.43,6.73,7.77,6.61
2018-11-30,6.88,7.32,8.15,6.85
2018-10-31,7.5,6.86,7.5,6.4
2018-09-30,8.17,7.54,8.66,7.51
2018-08-31,8.85,8.14,9.78,8.07
2018-07-31,8.26,9.02,9.09,7.86
2018-06-30,10.0003,8.31,10.1597,7.75
2018-05-31,10.5282,10.07,11.853,9.9007
2018-04-30,10.8968,10.6477,12.2215,10.4485
2018-03-31,10.6079,10.9167,12.5303,10.1497
2018-02-28,11.3649,10.6477,11.5043,9.5919
2018-01-31,12.0123,11.3848,12.8291,11.2852
2017-12-31,12.62,11.55,12.62,11.32
2017-11-30,14.16,12.53,15.22,11.96
2017-10-31,14.0,14.24,14.97,13.78
2017-09-30,15.57,13.92,15.83,13.75
2017-08-31,15.64,15.57,16.2,15.0
2017-07-31,15.22,15.66,16.54,15.01
2017-06-30,17.82,15.06,18.38,14.26
2017-05-31,20.45,18.63,23.08,18.63
2017-04-30,21.81,20.54,22.45,19.5
2017-03-31,22.17,21.43,23.26,20.53
2017-02-28,20.31,22.16,23.69,19.63
2017-01-31,20.18,20.43,22.5,18.65
2016-12-31,22.8,20.14,23.36,19.51
2016-11-30,21.25,22.34,25.49,20.55
2016-10-31,21.5,21.13,22.17,20.54
2016-09-30,21.86,21.36,23.99,21.33
2016-08-31,18.94,21.73,23.4,18.51
2016-07-31,19.08,18.96,22.22,18.62
2016-06-30,18.82,19.16,20.0,17.59
2016-05-31,20.5,18.75,22.44,17.52
2016-04-30,18.21,20.63,21.12,17.8
2016-03-31,15.12,18.35,19.01,14.9
2016-02-29,15.13,16.8,20.28,13.62
2016-01-31,29.71,15.13,29.78,14.4
2015-12-31,22.2,29.81,30.6,20.22
2015-11-30,18.29,22.34,23.88,17.0
2015-10-31,17.9,20.26,22.17,17.18
2015-09-30,16.22,17.1,18.38,14.04
2015-08-31,20.7,16.52,25.88,15.3
2015-07-31,29.9,21.28,31.3,19.18
2015-06-30,38.58,29.83,51.6,26.83
2015-05-31,34.25,39.45,47.64,30.18
2015-04-30,23.94,34.25,41.58,23.94
