trade_date,open,close,high,low
2021-12-31,12.01,11.73,12.95,11.34
2021-11-30,10.43,12.01,12.68,10.03
2021-10-31,11.62,10.4,11.9,10.2
2021-09-30,15.16,11.42,15.86,11.0
2021-08-31,14.39,15.15,15.58,13.0
2021-07-31,12.44,14.39,15.39,11.8
2021-06-30,11.61,12.39,14.1,11.01
2021-05-31,10.06,11.79,11.86,10.05
2021-04-30,9.88,10.06,11.8,9.65
2021-03-31,11.03,9.87,11.48,9.51
2021-02-28,10.5,10.99,12.22,9.05
2021-01-31,12.3,10.19,12.75,10.01
2020-12-31,13.92,12.29,15.99,12.0
2020-11-30,13.09,14.11,16.05,13.08
2020-10-31,12.45,13.21,14.39,12.32
2020-09-30,14.11,12.11,14.85,11.95
2020-08-31,16.5,14.17,19.07,13.72
2020-07-31,11.4,16.3,19.5,11.29
2020-06-30,10.73,11.4,11.6,10.28
2020-05-31,10.35,10.61,12.03,10.33
2020-04-30,8.73,10.23,10.6,8.7
2020-03-31,10.54,8.77,11.65,8.7
2020-02-29,9.92,10.33,14.16,9.07
2020-01-31,8.57,11.02,12.78,8.57
2019-12-31,7.21,8.51,9.68,7.13
2019-11-30,7.33,7.2,8.05,6.76
2019-10-31,8.0,7.36,8.19,7.14
2019-09-30,7.9,7.95,10.4,7.84
2019-08-31,6.58,7.86,8.85,6.51
2019-07-31,7.63,6.58,7.82,6.4
2019-06-30,9.0,7.63,9.31,7.41
2019-05-31,6.28,8.46,8.46,6.0
2019-04-30,7.5,6.7,8.79,6.58
2019-03-31,7.54,7.42,8.89,7.0
2019-02-28,5.21,7.53,8.19,5.2
2019-01-31,5.03,5.16,6.35,4.98
2018-12-31,5.53,5.0,5.84,4.98
2018-11-30,5.37,5.4,6.05,5.2
2018-10-31,6.52,5.33,6.75,4.61
2018-09-30,6.79,6.6,6.82,6.25
2018-08-31,7.83,6.84,7.97,6.68
2018-07-31,7.75,7.9,8.68,7.06
2018-06-30,9.96,7.72,10.19,7.12
2018-05-31,11.45,10.01,11.61,9.81
2018-04-30,13.08,11.3,13.8,11.05
2018-03-31,11.21,13.19,13.6,10.85
2018-02-28,12.35,11.4,12.94,10.3
2018-01-31,12.09,12.37,13.19,11.45
2017-12-31,11.3,12.07,12.24,10.32
2017-11-30,10.8,11.22,11.85,10.13
2017-10-31,12.21,10.68,12.43,10.57
2017-09-30,11.82,12.03,13.8,11.75
2017-08-31,12.51,11.82,13.58,11.11
2017-07-31,10.65,12.73,12.95,10.53
2017-06-30,10.03,10.68,10.75,9.43
2017-05-31,11.2,10.08,11.55,9.63
2017-04-30,12.82,11.2,13.25,10.71
2017-03-31,13.66,12.82,15.37,12.54
2017-02-28,13.3,13.7,14.1,12.9
2017-01-31,12.74,13.18,13.6,11.85
2016-12-31,14.26,12.67,14.44,12.58
2016-11-30,14.88,14.17,16.25,14.1
2016-10-31,14.43,14.88,15.12,14.4
2016-09-30,15.26,14.42,15.7,13.75
2016-08-31,15.13,15.23,16.19,14.8
2016-07-31,17.18,15.21,19.15,15.18
2016-06-30,14.8,17.18,18.48,14.7
2016-05-31,15.3651,14.74,16.2431,12.9905
2016-04-30,18.907,15.3551,19.4158,15.0757
2016-03-31,16.3129,19.1564,20.2739,16.0934
2016-02-29,15.1356,16.3129,19.805,14.7664
2016-01-31,20.1542,14.9959,20.7428,13.629000000000001
2015-12-31,16.6621,20.234,21.101999999999997,16.0435
2015-11-30,12.4716,16.8217,18.7075,12.0426
2015-10-31,11.3741,12.9106,13.5592,11.1945
2015-09-30,11.2943,10.9551,11.9728,9.219
2015-08-31,14.966,11.3841,18.3583,10.2168
2015-07-31,22.9877,15.2453,23.5864,13.8585
2015-06-30,22.8177,23.4567,30.2113,20.7728
2015-05-31,19.6292,22.758000000000003,25.0995,18.6129
2015-04-30,20.3865,19.7986,21.8811,19.0413
2015-03-31,15.7931,20.4463,21.1039,15.6635
2015-02-28,14.7668,15.6835,15.8927,14.4081
2015-01-31,14.4479,14.8465,15.6735,13.302
