,ts_code,trade_date,close,open,high,low,vol,amount
0,002628.SZ,20211130,3.17,3.1,3.21,3.03,89620602.0,280502414.59
1,002628.SZ,20211029,3.11,3.35,3.46,3.05,107930281.0,355242999.61
2,002628.SZ,20210930,3.35,3.27,3.53,3.23,207719248.0,703680328.64
3,002628.SZ,20210831,3.29,3.17,3.34,3.14,155946709.0,507659083.97
4,002628.SZ,20210730,3.16,3.4,3.47,3.11,159991752.0,536394168.4
5,002628.SZ,20210630,3.41,3.47,3.52,3.35,144989423.0,499136556.83
6,002628.SZ,20210531,3.46,3.52,3.61,3.43,102844944.0,360552681.34
7,002628.SZ,20210430,3.52,3.77,3.8,3.5,117317789.0,426965033.68
8,002628.SZ,20210331,3.78,3.63,3.87,3.6,145627812.0,544675072.71
9,002628.SZ,20210226,3.64,3.43,3.79,3.41,85220545.0,306157520.91
10,002628.SZ,20210129,3.44,3.73,3.73,3.34,115523800.0,404652202.13
11,002628.SZ,20201231,3.72,4.01,4.07,3.63,113801475.0,442251833.04
12,002628.SZ,20201130,4.03,3.94,4.13,3.89,140761917.0,562946698.34
13,002628.SZ,20201030,3.93,3.97,4.19,3.92,83285225.0,335365598.94
14,002628.SZ,20200930,3.93,4.25,4.35,3.92,217577960.0,906239770.8
15,002628.SZ,20200831,4.26,4.14,4.5,4.1,407358949.0,1738873561.64
16,002628.SZ,20200731,4.14,3.88,4.48,3.86,453867456.0,1902721276.57
17,002628.SZ,20200630,3.87,3.91,4.08,3.85,118568868.0,469216028.78
18,002628.SZ,20200529,3.92,3.99,4.28,3.9,248728760.0,1016976029.27
19,002628.SZ,20200430,3.98,4.04,4.35,3.8,198113206.0,801308483.06
20,002628.SZ,20200331,4.04,4.23,4.74,3.8,377727582.0,1642157589.4
21,002628.SZ,20200228,4.2,4.01,4.66,3.58,287793247.0,1218733035.32
22,002628.SZ,20200123,4.41,4.69,4.79,4.38,193288634.0,885287555.73
23,002628.SZ,20191231,4.7,4.44,4.74,4.38,186188417.0,838483316.97
24,002628.SZ,20191129,4.45,4.44,4.66,4.34,125157542.0,558901774.3
25,002628.SZ,20191031,4.46,4.65,4.83,4.4,103796623.0,483597107.77
26,002628.SZ,20190930,4.63,4.53,5.45,4.53,332943824.0,1634900461.94
27,002628.SZ,20190830,4.53,5.0,5.09,4.43,172734392.0,816955035.99
28,002628.SZ,20190731,5.03,5.34,5.4,4.9,196586321.0,1010566244.75
29,002628.SZ,20190628,5.26,5.05,5.54,4.88,341862411.0,1796341384.79
30,002628.SZ,20190531,5.06,5.43,5.77,4.93,483391963.0,2565541683.7
31,002628.SZ,20190430,5.68,5.8,7.34,5.51,1094481164.0,7094604040.5
32,002628.SZ,20190329,5.77,5.6,6.54,5.3,1011994898.0,6009648784.52
33,002628.SZ,20190228,5.68,4.57,5.88,4.55,377007479.0,1989308540.53
34,002628.SZ,20190131,4.55,4.62,5.19,4.44,289010781.0,1410707409.53
35,002628.SZ,20181228,4.57,4.92,5.58,4.56,473616041.0,2380493647.58
36,002628.SZ,20181130,4.85,5.08,5.35,4.51,543384592.0,2738804611.42
37,002628.SZ,20181031,4.97,5.4,5.89,4.33,602304248.0,3046269163.1
38,002628.SZ,20180928,5.51,5.68,6.79,4.92,871998565.0,5013820969.98
39,002628.SZ,20180831,5.71,7.3,8.17,5.52,1568807341.0,10126278329.49
40,002628.SZ,20180731,7.43,4.48,7.95,3.86,350478726.0,1999011970.32
41,002628.SZ,20180629,4.47,4.98,5.57,4.0,135336838.0,637638112.36
42,002628.SZ,20180531,4.98,5.83,5.93,4.93,70112999.0,382615543.87
43,002628.SZ,20180427,5.8,6.46,6.5,5.6,49534122.0,302526517.81
44,002628.SZ,20180330,6.47,6.36,7.0,6.02,74836410.0,479591271.31
45,002628.SZ,20180228,6.41,7.13,7.15,5.88,49282018.0,310233505.37
46,002628.SZ,20180131,7.15,8.17,8.23,7.0,84997819.0,643099770.43
47,002628.SZ,20171229,7.74,7.4,7.89,6.8,98617998.0,744134062.25
48,002628.SZ,20171130,7.4,7.84,8.35,6.8,96961035.0,749907259.06
49,002628.SZ,20171031,7.8,8.06,8.6,7.56,83761685.0,667379837.5
50,002628.SZ,20170929,7.99,8.44,8.99,7.8,151329613.0,1290091152.54
51,002628.SZ,20170831,8.45,8.38,8.92,7.3,209918912.0,1721502411.7
52,002628.SZ,20170731,8.39,6.77,8.42,6.57,289633665.0,2172793921.62
53,002628.SZ,20170630,6.83,6.14,6.83,5.55,135049045.0,843526002.05
54,002628.SZ,20170531,6.15,7.08,7.08,5.93,102503754.0,663559395.98
55,002628.SZ,20170428,7.06,8.07,9.16,6.75,217458974.0,1762607197.72
56,002628.SZ,20170331,8.07,8.54,8.68,8.0,115071040.0,949056922.31
57,002628.SZ,20170228,8.59,8.67,8.95,8.3,93610574.0,811196428.02
58,002628.SZ,20170126,8.64,9.45,9.65,7.8,118845941.0,1057696672.15
59,002628.SZ,20161230,9.45,9.25,9.88,8.26,275919977.0,2509575679.82
60,002628.SZ,20161130,9.19,7.85,10.1,7.84,540864425.0,4972776941.92
61,002628.SZ,20161031,7.83,8.08,8.35,7.74,287733381.0,2317870943.13
62,002628.SZ,20160930,8.1,7.07,8.31,6.8,547844725.0,4177535397.79
63,002628.SZ,20160831,7.05,6.63,7.34,6.51,270161157.0,1893159194.68
64,002628.SZ,20160729,6.62,6.98,7.15,6.57,204997572.0,1418701473.4
65,002628.SZ,20160630,6.97,6.84,7.48,6.5,260076846.0,1795606043.97
66,002628.SZ,20160531,6.85,7.34,7.74,6.45,212088026.0,1495753226.17
67,002628.SZ,20160429,7.34,7.77,8.05,7.31,293651902.0,2266159586.88
68,002628.SZ,20160331,7.8,8.43,9.58,7.38,565136171.0,4558201714.83
69,002628.SZ,20160229,8.43,8.02,10.35,7.92,480549241.0,4422764129.33
70,002628.SZ,20160129,8.08,6.71,9.08,6.49,650199217.0,5176079507.19
71,002628.SZ,20151231,7.45,6.89,7.6,6.56,362001811.0,2589149022.47
72,002628.SZ,20151130,6.89,6.87,8.0,6.6,556320870.0,4136036715.56
73,002628.SZ,20151030,6.81,7.15,7.57,6.33,551450004.0,3908390647.05
74,002628.SZ,20150930,7.0,6.23,7.24,4.95,561946150.0,3441231783.5
75,002628.SZ,20150831,6.36,6.36,7.3,5.4,918592003.0,6139906395.81
76,002628.SZ,20150731,6.4,7.49,7.76,4.5,1004555143.0,6207631793.47
77,002628.SZ,20150630,7.59,8.55,10.18,6.43,1123385652.0,9991874120.39
78,002628.SZ,20150529,8.33,6.94,8.58,6.19,1045282906.0,7683716334.67
79,002628.SZ,20150430,6.96,6.25,7.45,6.22,1060102525.0,7407729308.1
80,002628.SZ,20150331,6.24,5.33,6.48,5.3,935122412.0,5516320545.66
81,002628.SZ,20150227,5.31,5.54,5.68,4.91,257244327.0,1345394432.39
82,002628.SZ,20150130,5.55,5.8,5.99,5.04,489694139.0,2735949435.6
