trade_date,open,close,high,low
2021-12-31,18.61,23.25,23.71,17.96
2021-11-30,18.0,18.54,20.44,17.68
2021-10-31,17.2,18.0,18.4,16.09
2021-09-30,19.78,16.89,20.05,16.46
2021-08-31,19.19,19.76,21.58,18.82
2021-07-31,20.62,19.11,22.35,18.19
2021-06-30,23.1244,20.67,24.23,20.47
2021-05-31,22.8602,22.9287,23.5941,21.4118
2021-04-30,24.4553,23.0167,26.2363,21.4118
2021-03-31,18.3097,24.7195,25.4241,18.3097
2021-02-28,21.0595,18.1726,22.0675,18.1237
2021-01-31,18.2999,20.7855,22.2338,16.8907
2020-12-31,19.4,18.2999,20.49,17.2234
2020-11-30,18.6,18.476,20.87,18.1335
2020-10-31,15.99,18.2999,19.09,15.5011
2020-09-30,14.47,15.6479,16.23,13.3481
2020-08-31,13.84,13.994000000000002,15.46,13.2209
2020-07-31,11.65,13.3579,14.95,11.2539
2020-06-30,11.99,11.63,12.48,11.49
2020-05-31,11.7222,11.96,12.5678,11.5781
2020-04-30,10.5692,11.7222,12.0682,10.3002
2020-03-31,11.4148,10.6269,12.9713,10.1176
2020-02-29,10.722999999999999,11.3956,12.1738,9.7814
2020-01-31,12.7023,11.9144,13.0578,11.8183
2019-12-31,11.6454,12.6543,12.7407,11.2995
2019-11-30,12.7407,11.7415,13.1059,11.3091
2019-10-31,15.4695,12.856,16.5168,12.5197
2019-09-30,13.9898,15.2774,15.7578,13.9802
2019-08-31,15.6329,14.0763,15.6329,13.5671
2019-07-31,17.2951,15.6329,17.3912,15.2677
2019-06-30,15.423,16.7186,16.8051,13.9418
2019-05-31,15.1051,15.4696,16.0899,13.88
2019-04-30,15.6324,15.4308,17.1445,14.3917
2019-03-31,13.2596,15.6324,15.6634,12.5075
2019-02-28,13.4147,13.1821,13.6008,12.1896
2019-01-31,12.0577,13.3992,13.6008,10.4759
2018-12-31,11.2358,12.0267,12.0965,11.1505
2018-11-30,10.3828,10.9877,11.6855,10.1657
2018-10-31,11.165999999999999,10.2588,11.3831,9.5221
2018-09-30,13.1278,11.4917,13.1898,10.1967
2018-08-31,13.9342,13.1278,14.1979,12.3136
2018-07-31,13.7249,13.9342,14.5158,12.2361
2018-06-30,14.6791,13.7171,16.4233,13.1045
2018-05-31,13.3553,14.6733,14.7433,12.6963
2018-04-30,11.8739,13.157,13.3436,11.6348
2018-03-31,11.8389,11.9031,12.5505,11.0516
2018-02-28,12.4163,11.7981,12.7429,10.6784
2018-01-31,10.4976,12.6088,13.122,10.4859
2017-12-31,17.27,17.98,18.15,17.01
2017-11-30,17.8,17.34,18.24,16.94
2017-10-31,17.48,18.0,19.27,17.32
2017-09-30,18.09,17.3,18.39,17.01
2017-08-31,18.46,18.1,18.72,16.91
2017-07-31,18.71,18.46,19.45,17.55
2017-06-30,16.5,18.68,18.8,15.7
2017-05-31,15.45,16.54,16.96,15.01
2017-04-30,15.777000000000001,15.51,18.2968,15.2535
2017-03-31,13.3469,15.2386,15.8368,13.1524
2017-02-28,11.8365,13.302,13.3768,11.5748
2017-01-31,11.5523,11.9187,12.6739,10.6551
2016-12-31,12.33,11.5374,12.3972,11.1261
2016-11-30,12.0458,12.33,12.5468,11.7467
2016-10-31,13.0104,12.0159,13.0104,11.7019
2016-09-30,11.7467,12.9281,13.0852,11.672
2016-08-31,11.8439,11.9037,12.6216,11.3729
2016-07-31,10.7896,11.7692,12.1206,10.5354
2016-06-30,10.1488,10.7373,11.432,9.7248
2016-05-31,9.8252,10.093,10.3218,9.1557
2016-04-30,10.3552,9.9312,10.9355,9.6578
2016-03-31,8.2686,10.4222,10.5226,8.2407
2016-02-29,7.8389999999999995,8.3746,8.5922,7.5321
2016-01-31,10.0372,7.7608,10.0372,7.4372
2015-12-31,9.6634,9.9758,10.4724,9.2728
2015-11-30,9.2784,9.6522,10.9634,9.1166
2015-10-31,8.9269,9.3733,10.0986,8.7428
2015-09-30,8.8153,8.5754,9.283999999999999,7.3982
2015-08-31,9.4291,8.8153,13.2118,7.3257
2015-07-31,10.0149,9.3175,10.9411,6.3549
2015-06-30,10.9801,9.9145,15.4826,8.2016
2015-05-31,9.4425,10.8016,11.9543,8.4932
2015-04-30,8.384,9.3206,10.1145,8.1907
2015-03-31,7.107,8.4386,8.5394,6.9726
2015-02-28,7.5103,7.0734,7.6279,6.8508
2015-01-31,6.5988,7.5649,7.9387,6.5484
