,ts_code,trade_date,close,open,high,low,vol,amount
0,002717.SZ,20211130,3.17,2.65,3.94,2.62,2509728694.0,8585069444.0
1,002717.SZ,20211029,2.67,2.8,2.86,2.59,141555628.0,388493875.03
2,002717.SZ,20210930,2.81,3.07,3.43,2.78,545827330.0,1701173564.61
3,002717.SZ,20210831,3.05,2.77,3.07,2.75,302403370.0,871629907.39
4,002717.SZ,20210730,2.79,3.01,3.03,2.65,282514282.0,820333622.68
5,002717.SZ,20210630,3.01,3.41,3.84,2.96,738979351.0,2461386998.04
6,002717.SZ,20210531,3.42,2.86,3.95,2.84,715734605.0,2449100980.88
7,002717.SZ,20210430,2.88,3.19,3.28,2.84,293642641.0,909415440.21
8,002717.SZ,20210331,3.19,3.03,3.39,2.86,481827555.0,1533346818.92
9,002717.SZ,20210226,3.01,2.7,3.19,2.65,221655189.0,646331429.11
10,002717.SZ,20210129,2.8,3.57,3.59,2.78,277164216.0,882656113.29
11,002717.SZ,20201231,3.59,4.05,4.2,3.56,206466171.0,810497486.82
12,002717.SZ,20201130,4.06,3.93,4.2,3.66,328065237.0,1319421409.85
13,002717.SZ,20201030,3.94,4.04,4.2,3.88,157868756.0,641012883.71
14,002717.SZ,20200930,4.02,4.19,4.39,3.96,318142631.0,1327820008.62
15,002717.SZ,20200831,4.2,4.5,4.62,4.13,548826852.0,2371590572.66
16,002717.SZ,20200731,4.37,4.32,5.1,4.1,1061238739.0,4865649711.48
17,002717.SZ,20200630,4.3,5.17,5.17,4.26,587675109.0,2751033119.13
18,002717.SZ,20200529,5.1,4.3,5.26,4.21,599835089.0,2907262530.83
19,002717.SZ,20200430,4.02,4.48,4.7,3.92,324082584.0,1416755138.05
20,002717.SZ,20200331,4.49,5.21,5.74,4.32,653425981.0,3265156226.39
21,002717.SZ,20200228,5.14,5.48,6.0,4.93,823341980.0,4592719560.94
22,002717.SZ,20200123,6.09,4.71,6.99,4.7,866189482.0,5293873496.79
23,002717.SZ,20191231,4.7,4.37,5.28,4.31,397699460.0,1919984745.69
24,002717.SZ,20191129,4.38,4.72,4.74,4.36,165014430.0,757900985.12
25,002717.SZ,20191031,4.7,4.74,5.03,4.63,135081396.0,643027832.1
26,002717.SZ,20190930,4.76,4.81,5.03,4.66,220488703.0,1073371079.9
27,002717.SZ,20190830,4.81,4.9,5.4,4.52,289377173.0,1436864914.03
28,002717.SZ,20190731,4.9,5.13,5.2,4.76,233951777.0,1175222719.69
29,002717.SZ,20190628,5.04,4.91,5.44,4.73,275537936.0,1411643952.0
30,002717.SZ,20190531,4.96,8.0,8.01,4.88,142955316.0,1046407232.1
31,002717.SZ,20190430,8.23,9.43,10.38,8.02,359732323.0,3441236912.79
32,002717.SZ,20190329,9.39,8.62,10.28,8.3,502745432.0,4599312655.74
33,002717.SZ,20190228,8.54,6.97,8.96,6.97,173093932.0,1402693907.49
34,002717.SZ,20190131,6.97,8.97,9.17,6.88,159325034.0,1313640992.74
35,002717.SZ,20181228,8.91,9.27,9.46,8.55,75223126.0,678596814.82
36,002717.SZ,20181130,8.95,9.05,9.9,8.75,121482901.0,1140412146.31
37,002717.SZ,20181031,8.97,9.69,10.09,8.51,103585902.0,967177185.46
38,002717.SZ,20180928,9.8,9.53,9.85,9.01,65953268.0,624383823.33
39,002717.SZ,20180831,9.55,10.79,11.04,9.4,136572539.0,1409112319.86
40,002717.SZ,20180731,10.66,9.83,11.34,8.9,183660543.0,1856665909.87
41,002717.SZ,20180629,9.81,10.46,10.7,8.78,133597077.0,1320904794.67
42,002717.SZ,20180531,10.57,12.67,14.05,10.26,224675229.0,2802773308.84
43,002717.SZ,20180427,12.68,32.6,34.56,12.34,125912123.0,3332787398.3
44,002717.SZ,20180330,32.43,25.18,32.5,25.18,122344261.0,3521738182.74
45,002717.SZ,20180228,25.54,25.2,26.15,22.26,30652650.0,742083412.07
46,002717.SZ,20180131,25.24,25.37,25.56,22.9,66703793.0,1642365016.52
47,002717.SZ,20171229,26.15,24.87,26.66,24.58,56077905.0,1442528827.1
48,002717.SZ,20171130,24.77,30.31,30.62,23.49,92325637.0,2462294512.96
49,002717.SZ,20171031,30.46,30.0,31.71,29.19,79246820.0,2402751713.83
50,002717.SZ,20170929,29.5,28.03,32.41,27.34,104747788.0,3040387809.27
51,002717.SZ,20170831,27.93,25.98,28.27,24.6,72603712.0,1932127884.52
52,002717.SZ,20170731,25.93,26.72,28.7,23.4,68341265.0,1779305426.07
53,002717.SZ,20170630,26.8,25.16,27.8,23.11,92382598.0,2436288910.38
54,002717.SZ,20170531,25.3,27.8,28.87,24.1,130678140.0,3462064947.05
55,002717.SZ,20170428,28.34,27.46,30.0,26.3,70991900.0,2011665003.53
56,002717.SZ,20170228,24.96,24.29,25.5,23.8,31763684.0,776938539.99
57,002717.SZ,20170126,24.3,26.1,26.35,21.63,38322817.0,940088824.6
58,002717.SZ,20161230,25.98,29.05,29.19,25.45,64220124.0,1742877811.27
59,002717.SZ,20161130,29.05,29.35,29.48,27.8,84201731.0,2433660721.6
60,002717.SZ,20161031,29.32,29.51,30.94,28.52,90067737.0,2685491878.77
61,002717.SZ,20160930,29.39,31.3,35.26,28.88,158294961.0,5026416090.74
62,002717.SZ,20160831,30.97,29.23,33.67,27.1,182755617.0,5498049573.66
63,002717.SZ,20160729,29.3,29.81,33.56,28.24,156046783.0,4816304518.63
64,002717.SZ,20160630,29.86,30.5,32.95,26.5,215472383.0,6410016633.56
65,002717.SZ,20160531,30.27,37.0,41.69,26.66,283571236.0,9236174174.38
66,002717.SZ,20160229,38.35,33.42,43.16,31.08,199175668.0,7519252122.04
67,002717.SZ,20160129,33.0,44.0,45.7,28.0,311296799.0,11796862242.94
68,002717.SZ,20151231,43.9,29.6,47.48,25.02,245109448.0,8877383481.14
69,002717.SZ,20151130,29.85,22.0,36.44,21.8,348536869.0,10544593979.19
70,002717.SZ,20151030,22.73,15.55,23.96,15.4,136473060.0,2727577096.68
71,002717.SZ,20150930,15.02,14.8,16.0,12.36,68086758.0,986740112.71
72,002717.SZ,20150831,14.98,16.87,21.78,12.18,133118895.0,2398818794.49
73,002717.SZ,20150731,17.08,20.6,20.97,13.48,193350017.0,3451811216.21
74,002717.SZ,20150630,20.62,20.36,32.79,17.87,163104635.0,4239933149.5
75,002717.SZ,20150331,37.1,28.64,37.94,28.32,100002079.0,3168774851.28
76,002717.SZ,20150227,28.61,26.35,30.7,25.7,39486324.0,1124710067.72
77,002717.SZ,20150130,26.6,26.28,27.59,24.8,23050847.0,608703087.53
