trade_date,open,close,high,low
2021-12-31,34.94,36.67,38.3,32.6
2021-11-30,33.6,35.03,38.28,32.96
2021-10-31,32.2,33.6,34.66,30.31
2021-09-30,34.03,31.69,35.88,31.08
2021-08-31,42.41,36.31,44.92,34.45
2021-07-31,31.8915,42.58,43.56,29.73
2021-06-30,27.364,31.8915,33.1652,26.6675
2021-05-31,24.7769,27.5332,27.9412,23.0355
2021-04-30,23.3739,24.9759,26.2396,22.8266
2021-03-31,30.0109,23.1649,32.2199,22.6475
2021-02-28,29.5034,29.791999999999998,31.0059,26.6376
2021-01-31,27.1352,29.4238,36.2598,26.6675
2020-12-31,26.79,26.8764,30.31,25.1152
2020-11-30,22.32,26.7172,28.75,21.9808
2020-10-31,24.92,22.1201,26.28,21.334
2020-09-30,26.79,24.3092,29.49,23.9112
2020-08-31,27.18,27.0058,29.97,25.4834
2020-07-31,25.17,26.8068,30.29,23.8813
2020-06-30,23.506,25.0,26.43,22.26
2020-05-31,21.6633,23.1673,27.0916,21.5936
2020-04-30,19.0936,21.8725,22.5697,18.994
2020-03-31,25.2888,19.0737,26.8327,18.9841
2020-02-29,20.2191,24.5518,31.504,19.2231
2020-01-31,18.4362,22.4701,23.6852,18.247
2019-12-31,16.6135,18.2868,20.3187,16.4542
2019-11-30,15.1096,16.5637,18.2769,14.3526
2019-10-31,14.5219,15.1394,15.6574,12.49
2019-09-30,10.7669,14.0239,16.3147,10.6773
2019-08-31,11.1287,10.7769,12.1067,10.0041
2019-07-31,11.6861,11.1972,12.1458,9.7499
2019-06-30,10.5126,11.0309,11.470999999999998,9.7108
2019-05-31,12.2338,10.4833,12.4685,8.7719
2019-04-30,14.4928,12.7716,15.1675,11.9306
2019-03-31,14.1701,14.3461,16.6149,13.4268
2019-02-28,9.6423,14.0821,15.2556,9.5934
2019-01-31,11.0603,9.5934,11.8035,9.0262
2018-12-31,14.5515,11.0603,14.747,10.8256
2018-11-30,13.7202,13.9549,15.5196,13.3584
2018-10-31,15.6467,13.7496,15.7445,12.4685
2018-09-30,15.7152,15.9988,16.2824,14.1798
2018-08-31,18.5805,15.9108,19.0988,15.0502
2018-07-31,18.6294,18.512,20.5657,17.5243
2018-06-30,19.8893,18.7956,21.203000000000003,17.1332
2018-05-31,18.8267,20.0341,21.6763,18.3823
2018-04-30,22.7099,18.817,23.7241,17.8704
2018-03-31,24.4196,22.535999999999998,26.9794,21.4348
2018-02-28,22.6229,24.7674,25.230999999999998,19.329
2018-01-31,24.7384,22.4297,25.5015,20.4785
2017-12-31,24.33,25.39,28.19,24.3
2017-11-30,25.64,24.33,30.05,24.09
2017-10-31,23.51,25.83,26.43,21.0
2017-09-30,19.65,23.14,23.36,19.2
2017-08-31,19.23,19.62,20.52,18.4
2017-07-31,19.62,19.22,20.14,17.48
2017-06-30,18.19,19.7,20.37,18.13
2017-05-31,17.14,18.19,19.17,16.3
2017-04-30,16.01,17.14,17.57,15.33
2017-03-31,15.02,15.99,16.75,14.71
2017-02-28,14.63,15.02,15.39,14.04
2017-01-31,13.38,14.69,14.93,13.27
2016-12-31,12.7,13.39,13.52,12.02
2016-11-30,12.18,12.62,13.19,11.95
2016-10-31,12.35,12.17,12.62,12.04
2016-09-30,11.7,12.01,13.55,11.54
2016-08-31,12.21,11.7,12.33,11.44
2016-07-31,19.9,12.26,20.99,12.2
2016-06-30,20.7,19.97,20.74,18.9
2016-05-31,19.41,20.33,20.4,18.03
2016-04-30,19.7,19.48,20.87,18.21
2016-03-31,17.92,19.66,20.2,17.47
2016-02-29,19.14,18.05,19.83,17.01
2016-01-31,24.2,19.13,24.65,16.92
2015-12-31,25.24,24.28,26.81,23.6
2015-11-30,22.9,25.22,26.96,22.25
2015-10-31,20.66,23.34,25.6,20.31
2015-09-30,21.25,19.73,22.63,18.98
2015-08-31,26.0,21.72,29.49,19.02
2015-07-31,32.12,26.53,33.54,23.64
2015-06-30,32.0,31.3,35.91,24.78
2015-05-31,22.11,30.08,31.96,21.63
2015-04-30,21.5,22.1,24.56,20.97
2015-03-31,17.4,21.26,21.38,17.15
2015-02-28,16.95,17.24,17.82,16.18
2015-01-31,14.22,17.0,18.15,14.02
