,ts_code,trade_date,close,open,high,low,vol,amount
0,000563.SZ,20211130,3.09,3.12,3.18,3.06,235473699.0,734294694.74
1,000563.SZ,20211029,3.12,3.29,3.33,3.05,196978575.0,629953242.49
2,000563.SZ,20210930,3.27,3.28,3.55,3.22,605596954.0,2055442151.61
3,000563.SZ,20210831,3.27,3.06,3.38,3.02,487242733.0,1554158888.19
4,000563.SZ,20210730,3.06,3.25,3.29,3.05,300255061.0,956031972.49
5,000563.SZ,20210630,3.22,3.38,3.41,3.2,309719347.0,1018241171.09
6,000563.SZ,20210531,3.37,3.2,3.47,3.17,384492368.0,1280071285.88
7,000563.SZ,20210430,3.2,3.34,3.41,3.18,245442484.0,811259457.95
8,000563.SZ,20210331,3.34,3.39,3.58,3.25,368008387.0,1254746724.56
9,000563.SZ,20210226,3.36,3.4,3.48,3.14,215363078.0,716298090.61
10,000563.SZ,20210129,3.4,3.78,3.8,3.37,463412316.0,1657829922.17
11,000563.SZ,20201231,3.77,3.74,4.01,3.57,641900795.0,2435591579.57
12,000563.SZ,20201130,3.76,3.54,3.89,3.52,417635112.0,1545892073.61
13,000563.SZ,20201030,3.54,3.85,3.98,3.53,286131897.0,1094429607.89
14,000563.SZ,20200930,3.8,4.05,4.09,3.79,546956292.0,2148137054.42
15,000563.SZ,20200831,4.05,4.1,4.29,3.91,1124125011.0,4625641361.03
16,000563.SZ,20200731,4.01,3.73,4.88,3.63,2790027728.0,12041340581.3
17,000563.SZ,20200630,3.71,3.46,3.73,3.39,685718687.0,2432181812.25
18,000563.SZ,20200529,3.42,3.6,3.66,3.38,400988598.0,1412567595.07
19,000563.SZ,20200430,3.6,3.5,3.68,3.38,512001169.0,1815873063.85
20,000563.SZ,20200331,3.52,3.86,4.4,3.5,1208985495.0,4788622307.86
21,000563.SZ,20200228,3.81,3.73,4.38,3.38,1588265119.0,6364327524.9
22,000563.SZ,20200123,4.14,4.53,4.56,4.08,911162634.0,4007679852.65
23,000563.SZ,20191231,4.43,4.0,4.6,3.93,1351441185.0,5798028584.26
24,000563.SZ,20191129,3.98,4.13,4.31,3.93,533197616.0,2194204026.53
25,000563.SZ,20191031,4.13,4.13,4.58,4.09,716017701.0,3062631810.44
26,000563.SZ,20190930,4.11,4.09,4.73,4.07,1484678484.0,6574062464.3
27,000563.SZ,20190830,4.09,4.49,4.63,3.97,1316365183.0,5585959323.84
28,000563.SZ,20190731,4.5,4.61,4.78,4.23,1568216996.0,7036311005.78
29,000563.SZ,20190628,4.44,4.33,4.88,3.86,1577815804.0,6967028306.78
30,000563.SZ,20190531,4.32,4.3,4.66,4.11,1511432753.0,6632578784.72
31,000563.SZ,20190430,4.54,5.25,5.95,4.4,3553372229.0,19205508886.95
32,000563.SZ,20190329,5.3,4.61,6.5,4.43,7041699504.0,38667676481.9
33,000563.SZ,20190228,4.82,2.74,5.36,2.74,2097918634.0,8421340094.59
34,000563.SZ,20190131,2.72,2.7,2.97,2.65,368445100.0,1046535999.45
35,000563.SZ,20181228,2.68,2.98,3.03,2.64,273050072.0,773924018.04
36,000563.SZ,20181130,2.9,2.87,3.23,2.79,729048353.0,2190592497.16
37,000563.SZ,20181031,2.88,2.79,3.04,2.29,566174751.0,1543835728.89
38,000563.SZ,20180928,2.84,2.83,2.88,2.72,224218296.0,629010039.17
39,000563.SZ,20180831,2.83,3.04,3.06,2.77,373251702.0,1080985060.97
40,000563.SZ,20180731,3.05,3.38,3.39,2.95,476378818.0,1506397866.75
41,000563.SZ,20180629,3.4,3.72,3.78,3.04,337188504.0,1155634598.67
42,000563.SZ,20180531,3.73,4.04,4.05,3.64,240632510.0,947995089.07
43,000563.SZ,20180427,3.99,3.95,4.32,3.84,443198865.0,1813302430.97
44,000563.SZ,20180330,3.95,4.04,4.35,3.73,325631727.0,1331238164.61
45,000563.SZ,20180228,4.07,4.26,4.3,3.8,213141591.0,858247424.67
46,000563.SZ,20180131,4.26,4.27,4.8,4.08,653267055.0,2915063245.21
47,000563.SZ,20171229,4.25,4.53,4.58,4.05,243170519.0,1060758597.28
48,000563.SZ,20171130,4.54,5.08,5.25,4.5,360651063.0,1787504170.21
49,000563.SZ,20171031,5.09,5.33,5.38,5.01,246036354.0,1280729354.91
50,000563.SZ,20170929,5.25,5.54,5.75,5.23,577790374.0,3181658320.31
51,000563.SZ,20170831,5.55,5.74,5.89,5.26,697076362.0,3880723934.21
52,000563.SZ,20170731,5.76,5.2,6.18,5.1,1460612891.0,8222416861.54
53,000563.SZ,20170630,5.17,4.8,5.5,4.57,489903650.0,2471259555.35
54,000563.SZ,20170531,4.8,5.98,6.0,4.47,671979475.0,3471034603.47
55,000563.SZ,20170428,5.99,6.29,6.84,5.72,1117623182.0,7162187959.49
56,000563.SZ,20170331,6.14,6.32,6.8,6.04,1537162521.0,10000197537.37
57,000563.SZ,20170228,6.36,5.93,6.88,5.88,1233961857.0,7715887783.59
58,000563.SZ,20170126,5.94,6.73,6.73,5.72,706180146.0,4232329978.49
59,000563.SZ,20161031,7.48,6.51,7.66,6.42,670459566.0,4784258134.25
60,000563.SZ,20160930,6.5,6.4,6.61,5.8,751342438.0,4705442903.44
61,000563.SZ,20160831,6.4,5.99,7.19,5.94,2431253718.0,15919013334.61
62,000563.SZ,20160729,6.1,5.55,6.38,5.21,869842258.0,4992142068.31
63,000563.SZ,20160630,5.49,5.61,5.75,5.11,500655343.0,2699828488.61
64,000563.SZ,20160531,5.64,5.83,6.08,5.09,447120587.0,2472709117.85
65,000563.SZ,20160429,5.81,14.25,14.7,5.76,1014961297.0,7447722557.46
66,000563.SZ,20160331,14.29,10.15,14.84,9.88,700979502.0,8542892859.05
67,000563.SZ,20160229,10.1,11.34,11.68,9.65,323568958.0,3465157825.27
68,000563.SZ,20160129,11.54,15.0,15.25,10.72,441292910.0,5976434458.74
69,000563.SZ,20151231,15.12,11.02,16.94,10.9,598219287.0,8116448206.27
70,000563.SZ,20151130,11.14,9.98,13.01,9.7,870610514.0,10236698119.95
71,000563.SZ,20151030,10.13,8.48,10.76,8.34,306516412.0,2981587610.59
72,000563.SZ,20150930,8.15,9.34,9.9,7.76,203945831.0,1803532472.54
73,000563.SZ,20150831,9.36,10.54,13.32,8.1,453983832.0,5097691655.54
74,000563.SZ,20150731,10.7,13.8,14.35,8.34,678203832.0,7375305086.55
75,000563.SZ,20150630,14.07,15.34,19.4,11.96,832951964.0,14256752332.93
76,000563.SZ,20150529,15.29,16.16,17.9,13.98,814056025.0,12941407049.85
77,000563.SZ,20150430,16.04,13.7,16.88,13.62,982372676.0,15354646107.59
78,000563.SZ,20150331,13.74,12.48,14.47,11.81,861059164.0,11351368983.28
79,000563.SZ,20150227,12.3,11.3,12.99,10.87,324391732.0,3879183158.85
80,000563.SZ,20150130,11.54,12.6,12.77,10.02,569632889.0,6731772592.92
