,ts_code,trade_date,close,open,high,low,vol,amount
0,601188.SH,20211130,3.41,3.12,3.61,3.06,74690864.0,256059526.0
1,601188.SH,20211029,3.15,3.43,3.44,2.98,47286227.0,149147694.0
2,601188.SH,20210930,3.43,3.32,3.54,3.29,75562795.0,258236876.0
3,601188.SH,20210831,3.34,3.14,3.56,3.07,65591439.0,214847600.0
4,601188.SH,20210730,3.15,3.0,3.27,2.94,77693640.0,242661576.0
5,601188.SH,20210630,3.01,2.98,3.05,2.88,44391543.0,131999535.0
6,601188.SH,20210531,3.0,2.84,3.16,2.82,77039680.0,229713215.0
7,601188.SH,20210430,2.82,2.76,2.83,2.68,38140249.0,105355093.0
8,601188.SH,20210331,2.76,2.58,2.83,2.58,53680695.0,146174334.0
9,601188.SH,20210226,2.6,2.5,2.65,2.33,38525905.0,95920612.0
10,601188.SH,20210129,2.5,2.71,2.78,2.49,44686292.0,118094745.0
11,601188.SH,20201231,2.71,2.83,2.93,2.7,52925472.0,148508429.0
12,601188.SH,20201130,2.83,2.68,2.9,2.65,57290162.0,160274087.0
13,601188.SH,20201030,2.68,2.75,2.84,2.66,33661588.0,92929744.0
14,601188.SH,20200930,2.74,2.92,3.07,2.71,93780614.0,271635796.0
15,601188.SH,20200831,2.92,2.75,3.49,2.74,323388857.0,1000713592.0
16,601188.SH,20200731,2.75,2.61,2.87,2.57,121926332.0,338520094.0
17,601188.SH,20200630,2.61,2.8,2.9,2.58,58342169.0,160017207.0
18,601188.SH,20200529,2.78,2.7,3.0,2.67,88572424.0,247512794.0
19,601188.SH,20200430,2.73,2.64,2.82,2.55,72293553.0,194470698.0
20,601188.SH,20200331,2.65,2.65,3.02,2.58,136754827.0,379701074.0
21,601188.SH,20200228,2.64,2.65,2.75,2.47,124632267.0,332349191.0
22,601188.SH,20200123,2.91,3.04,3.08,2.88,65190213.0,197571381.0
23,601188.SH,20191231,3.03,2.93,3.04,2.91,62757510.0,187569377.0
24,601188.SH,20191129,2.93,2.98,3.03,2.87,46412809.0,137081007.0
25,601188.SH,20191031,2.99,3.05,3.13,2.97,50579598.0,154351718.0
26,601188.SH,20190930,3.05,3.09,3.28,3.04,93940757.0,297052903.0
27,601188.SH,20190830,3.08,3.21,3.25,2.98,101455427.0,317916694.0
28,601188.SH,20190731,3.21,3.36,3.53,3.08,167227017.0,557762802.0
29,601188.SH,20190628,3.37,3.13,3.78,3.11,344087741.0,1160413622.0
30,601188.SH,20190531,3.14,3.18,3.24,3.03,123410732.0,386368252.0
31,601188.SH,20190430,3.27,3.53,3.89,3.13,244128994.0,877216606.0
32,601188.SH,20190329,3.54,3.35,3.72,3.31,183421123.0,642206510.0
33,601188.SH,20190228,3.34,3.0,3.45,3.0,84859905.0,278118197.0
34,601188.SH,20190131,2.97,2.97,3.39,2.93,63471185.0,198231433.0
35,601188.SH,20181228,2.96,3.12,3.45,2.9,117043186.0,375331642.0
36,601188.SH,20181130,3.09,3.0,3.29,3.0,53814695.0,169319457.0
37,601188.SH,20181031,3.0,3.32,3.32,2.85,28488375.0,86760909.0
38,601188.SH,20180928,3.34,3.29,3.48,3.22,36751399.0,121970336.0
39,601188.SH,20180831,3.31,3.43,3.57,3.22,34688037.0,116710247.0
40,601188.SH,20180731,3.41,3.28,3.6,3.17,31439415.0,105704574.0
41,601188.SH,20180629,3.28,3.78,3.83,3.13,42265256.0,147032296.0
42,601188.SH,20180531,3.77,4.0,4.07,3.7,39614322.0,156701682.0
43,601188.SH,20180427,4.01,4.0,4.17,3.83,53917844.0,214483373.0
44,601188.SH,20180330,4.01,3.96,4.32,3.79,63658709.0,256575381.0
45,601188.SH,20180228,3.97,4.07,4.09,3.77,27852138.0,109456054.0
46,601188.SH,20180131,4.08,4.11,4.29,4.04,56373708.0,235611205.0
47,601188.SH,20171229,4.12,4.15,4.52,3.97,62679881.0,261946416.0
48,601188.SH,20171130,4.15,4.48,4.67,4.0,52584409.0,231274048.0
49,601188.SH,20171031,4.48,4.64,4.68,4.45,40837134.0,186751388.0
50,601188.SH,20170929,4.62,4.8,4.87,4.59,58823076.0,278111039.0
51,601188.SH,20170831,4.79,4.81,4.88,4.52,72330122.0,344502020.0
52,601188.SH,20170731,4.81,4.83,5.1,4.42,95712913.0,456772281.0
53,601188.SH,20170630,4.82,4.62,4.92,4.43,63916859.0,303371827.0
54,601188.SH,20170531,4.65,5.09,5.23,4.45,70703832.0,348679948.0
55,601188.SH,20170428,5.12,5.67,5.92,4.9,147040323.0,811260773.0
56,601188.SH,20170331,5.76,5.81,6.6,5.54,352730228.0,2123545517.0
57,601188.SH,20170228,5.8,5.33,5.94,5.24,237477713.0,1351133842.0
58,601188.SH,20170126,5.33,5.41,7.28,5.14,498643649.0,3059166785.0
59,601188.SH,20161230,5.44,5.36,5.64,4.94,123533472.0,665560208.0
60,601188.SH,20161130,5.36,5.26,6.02,5.2,209488658.0,1148107426.0
61,601188.SH,20161031,5.26,4.64,5.62,4.63,195127126.0,1006363903.0
62,601188.SH,20160930,4.63,4.47,4.71,4.38,132498472.0,602897776.0
63,601188.SH,20160831,4.48,4.24,4.75,4.1,221853374.0,969517651.0
64,601188.SH,20160729,4.24,4.05,4.34,4.04,121199218.0,510025871.0
65,601188.SH,20160630,4.05,4.05,4.35,3.9,102734633.0,416642239.0
