,ts_code,trade_date,close,open,high,low,vol,amount
0,600337.SH,20211130,3.22,3.41,3.56,3.2,341311728.0,1147126541.0
1,600337.SH,20211029,3.39,3.15,3.43,3.14,288126736.0,949702722.0
2,600337.SH,20210930,3.14,3.37,3.65,3.04,511636431.0,1713669930.0
3,600337.SH,20210831,3.38,3.71,3.76,3.29,455206771.0,1617345341.0
4,600337.SH,20210730,3.72,4.24,4.29,3.52,379325431.0,1515446602.0
5,600337.SH,20210630,4.21,4.35,4.58,4.16,308389071.0,1327606313.0
6,600337.SH,20210531,4.46,5.37,5.57,4.35,368569678.0,1862423678.0
7,600337.SH,20210430,5.37,5.47,5.55,5.0,242704278.0,1282295260.0
8,600337.SH,20210331,5.43,5.84,6.09,5.3,401243578.0,2301939942.0
9,600337.SH,20210226,5.86,5.5,6.37,5.5,390531522.0,2333467245.0
10,600337.SH,20210129,5.49,4.57,5.63,4.49,453904163.0,2344401626.0
11,600337.SH,20201231,4.57,4.8,5.06,4.45,243276623.0,1168535022.0
12,600337.SH,20201130,4.8,4.98,5.13,4.63,243215489.0,1176332976.0
13,600337.SH,20201030,5.05,5.4,5.48,4.77,228952454.0,1179536908.0
14,600337.SH,20200930,5.38,5.61,6.16,5.26,552707897.0,3178592786.0
15,600337.SH,20200831,5.61,5.07,6.33,5.02,615161893.0,3456585237.0
16,600337.SH,20200731,5.02,4.41,5.31,4.32,662051216.0,3191984728.0
17,600337.SH,20200630,4.42,4.6,5.31,4.39,718484025.0,3464842785.0
18,600337.SH,20200529,4.45,4.0,4.52,3.92,228298572.0,959936540.0
19,600337.SH,20200430,4.05,4.11,4.49,3.97,316571398.0,1353847490.0
20,600337.SH,20200331,4.12,4.23,4.58,3.92,377651736.0,1609556936.0
21,600337.SH,20200228,4.22,4.6,4.7,3.84,507747498.0,2182026314.0
22,600337.SH,20200123,4.27,4.44,4.84,4.2,158576333.0,735505505.0
23,600337.SH,20191231,4.43,3.89,4.52,3.85,278214811.0,1181440516.0
24,600337.SH,20191129,3.89,4.15,4.25,3.84,253433270.0,1011414106.0
25,600337.SH,20191031,4.14,3.91,4.49,3.82,427446974.0,1766641505.0
26,600337.SH,20190930,3.94,3.71,4.2,3.69,250533883.0,1001408937.0
27,600337.SH,20190830,3.7,3.97,4.02,3.51,182257001.0,688638559.0
28,600337.SH,20190731,3.98,4.19,4.23,3.85,228426935.0,919069108.0
29,600337.SH,20190628,4.12,4.79,5.49,4.04,574439107.0,2571649836.0
30,600337.SH,20190531,5.29,5.02,5.54,4.57,614189958.0,3093945774.0
31,600337.SH,20190430,5.17,5.38,6.97,4.98,1347844300.0,8287500827.0
32,600337.SH,20190329,5.32,4.56,5.6,4.48,615696957.0,3070852858.0
33,600337.SH,20190228,4.57,4.02,4.88,3.99,507945869.0,2276305420.0
34,600337.SH,20190131,3.99,3.94,4.69,3.9,239791969.0,1004770120.0
35,600337.SH,20181228,3.95,4.21,4.32,3.84,110826026.0,450324255.0
36,600337.SH,20181130,4.13,4.02,4.53,4.02,149460788.0,632019251.0
37,600337.SH,20181031,3.99,4.56,4.66,3.8,103646462.0,430230846.0
38,600337.SH,20180928,4.6,5.52,5.52,4.39,128933485.0,620702187.0
39,600337.SH,20180831,5.55,5.3,5.64,4.89,111158313.0,571439183.0
40,600337.SH,20180731,5.37,5.86,5.89,5.15,134682136.0,725030432.0
41,600337.SH,20180629,5.86,6.5,6.66,5.55,157989553.0,958626041.0
42,600337.SH,20180531,6.47,5.08,6.65,5.0,238162966.0,1420672852.0
43,600337.SH,20180427,5.05,5.33,5.6,4.82,112428468.0,593948146.0
