,ts_code,trade_date,close,open,high,low,vol,amount
0,000506.SZ,20211130,3.09,3.17,3.35,3.05,331433422.0,1041254883.03
1,000506.SZ,20211029,3.17,3.36,3.59,3.0,340011303.0,1097239312.53
2,000506.SZ,20210930,3.37,3.74,4.06,3.03,1055832824.0,3842194263.83
3,000506.SZ,20210831,3.74,3.64,4.14,2.88,1959737329.0,6630730057.22
4,000506.SZ,20210730,3.66,2.08,4.5,2.06,1840744003.0,6861023129.97
5,000506.SZ,20210630,2.08,2.19,2.24,2.07,122707552.0,263321560.83
6,000506.SZ,20210531,2.2,2.09,2.32,2.09,184496353.0,407810179.52
7,000506.SZ,20210430,2.09,2.11,2.39,2.06,213161538.0,466570955.51
8,000506.SZ,20210331,2.11,2.21,2.32,2.07,182446686.0,399077679.86
9,000506.SZ,20210226,2.21,2.11,2.45,2.0,162466149.0,361169084.74
10,000506.SZ,20210129,2.14,2.39,2.46,1.92,230806223.0,505262582.97
11,000506.SZ,20201231,2.4,2.65,2.77,2.35,238804245.0,604169152.54
12,000506.SZ,20201130,2.69,2.34,2.92,2.25,390672784.0,1038792456.46
13,000506.SZ,20201030,2.33,2.58,2.72,2.27,115286946.0,293504887.79
14,000506.SZ,20200930,2.57,2.97,3.12,2.54,320008662.0,921799881.72
15,000506.SZ,20200831,2.97,2.82,3.54,2.8,1031914991.0,3210321077.96
16,000506.SZ,20200731,2.85,2.42,3.19,2.39,889561010.0,2517156027.32
17,000506.SZ,20200630,2.4,2.27,2.48,2.23,225415619.0,528603754.39
18,000506.SZ,20200529,2.27,2.41,2.52,2.16,283128867.0,665801847.45
19,000506.SZ,20200430,2.4,2.64,2.97,2.12,594631378.0,1571021727.1
20,000506.SZ,20200331,2.69,2.79,3.12,2.44,846195385.0,2440374378.57
21,000506.SZ,20200228,2.88,2.48,3.43,2.45,824526613.0,2409422052.94
22,000506.SZ,20200123,2.76,2.89,3.3,2.66,367656490.0,1114167676.68
23,000506.SZ,20191231,2.88,2.79,3.08,2.76,342828402.0,994135229.34
24,000506.SZ,20191129,2.8,2.68,2.99,2.49,372801960.0,1036361520.85
25,000506.SZ,20191031,2.67,2.87,2.96,2.65,209680446.0,590310001.75
26,000506.SZ,20190930,2.87,3.38,3.47,2.8,392647483.0,1285165814.48
27,000506.SZ,20190830,3.39,3.39,3.67,3.33,604383708.0,2104657503.03
28,000506.SZ,20190731,3.5,3.83,4.06,3.32,611084696.0,2214398569.75
29,000506.SZ,20190628,3.92,3.46,4.55,3.17,1623677803.0,6479769444.62
30,000506.SZ,20190531,3.49,3.37,3.95,3.09,716698324.0,2481144416.98
31,000506.SZ,20190430,3.52,3.62,4.57,3.45,1205196853.0,4868428091.14
32,000506.SZ,20190329,3.61,3.45,4.24,3.27,1265948752.0,4632993111.45
33,000506.SZ,20190228,3.49,2.63,3.53,2.63,584209143.0,1827169633.01
34,000506.SZ,20190131,2.61,2.72,3.36,2.61,815649829.0,2410113814.16
35,000506.SZ,20181228,2.69,3.82,3.89,2.62,525164494.0,1791325732.53
36,000506.SZ,20181130,3.76,3.4,3.91,3.31,794479470.0,2875390472.46
37,000506.SZ,20181031,3.41,3.25,3.7,2.92,440334062.0,1446083783.27
38,000506.SZ,20180928,3.26,3.14,3.45,3.02,365461858.0,1182451593.72
39,000506.SZ,20180831,3.14,3.2,3.45,2.84,555361383.0,1739960520.66
40,000506.SZ,20180731,3.21,3.2,3.69,2.67,917073705.0,2923605771.58
41,000506.SZ,20180629,3.22,4.03,4.09,3.07,304419809.0,1071156219.88
42,000506.SZ,20180228,4.48,7.13,7.13,4.34,224122827.0,1068861966.54
43,000506.SZ,20180131,7.13,7.4,8.13,7.01,60800653.0,449376506.51
44,000506.SZ,20171229,7.37,7.87,7.94,7.07,57714593.0,435375154.05
45,000506.SZ,20171130,7.85,8.11,8.39,7.24,161704905.0,1288378842.59
46,000506.SZ,20171031,8.11,8.14,9.17,7.62,73381309.0,610393641.05
47,000506.SZ,20170428,8.75,10.2,10.47,8.73,125962514.0,1233950980.09
48,000506.SZ,20170331,10.27,10.2,10.85,9.8,463879094.0,4776917672.7
49,000506.SZ,20170228,10.26,9.25,10.78,8.63,453835488.0,4462365656.04
50,000506.SZ,20170126,9.26,10.98,11.79,8.84,792467565.0,8196025784.8
51,000506.SZ,20161230,10.98,8.34,12.47,7.29,678971626.0,7080867275.74
52,000506.SZ,20161130,8.29,7.78,9.12,7.72,607358715.0,5147386738.49
53,000506.SZ,20161031,7.77,7.85,8.04,7.68,135176830.0,1059916211.42
54,000506.SZ,20160930,7.85,7.7,8.05,7.38,148856705.0,1143240622.67
55,000506.SZ,20160831,7.7,7.76,8.27,7.58,288835761.0,2289975627.0
56,000506.SZ,20160729,7.7,7.53,9.51,7.48,787760540.0,6820313040.17
57,000506.SZ,20160630,7.53,8.04,8.35,7.26,247905737.0,1915902923.68
58,000506.SZ,20160531,8.07,8.37,8.59,7.36,161076404.0,1291327848.94
59,000506.SZ,20160429,8.33,7.8,9.19,7.61,293447035.0,2482250767.15
60,000506.SZ,20160331,7.83,7.1,8.95,6.95,295705578.0,2348398239.96
61,000506.SZ,20160229,7.04,7.27,8.5,6.88,158427704.0,1254805106.66
62,000506.SZ,20160129,7.38,9.54,9.65,6.25,234067699.0,1748588619.56
63,000506.SZ,20151231,9.58,10.35,10.8,8.77,571232237.0,5508752382.36
64,000506.SZ,20151130,10.36,7.73,10.46,7.46,693552399.0,6199888016.91
65,000506.SZ,20151030,7.96,7.06,8.38,6.92,536490720.0,4216190480.79
66,000506.SZ,20150930,6.81,7.92,7.92,6.16,454624389.0,3164304591.06
67,000506.SZ,20150831,7.91,10.66,14.17,7.22,550336482.0,5844552194.62
68,000506.SZ,20150731,10.75,14.75,16.51,9.5,552641036.0,6783710980.29
69,000506.SZ,20150630,15.01,7.59,19.46,7.59,757449332.0,12463756264.66
70,000506.SZ,20150331,6.9,5.85,7.26,5.8,1131628658.0,7416581867.51
71,000506.SZ,20150227,5.82,6.27,6.27,5.67,313506956.0,1822826440.28
