trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20211126,603197.SH,51.33,41.53,52.38,41.01,39.96,11.369999999999997,28.4535,77864501.0,3752043697.0,33.603909999999985,29.565651666666657,-4.038258333333328,4.038258333333328
20211119,603197.SH,39.96,37.9,40.45,36.5,36.6,3.3599999999999994,9.1803,29233575.0,1129006625.0,31.217759999999988,29.16500499999999,-2.0527549999999977,2.0527549999999977
20211112,603197.SH,36.6,32.95,37.0,32.71,32.87,3.730000000000004,11.3477,20678904.0,725048422.0,30.185199999999988,28.94237333333332,-1.2428266666666659,1.2428266666666659
20211105,603197.SH,32.87,31.36,34.22,30.6,31.46,1.4099999999999966,4.4819,19434336.0,629500598.0,29.561499999999985,28.81380999999999,-0.7476899999999951,0.7476899999999951
20211029,603197.SH,31.46,31.32,32.7,29.0,31.56,-0.09999999999999787,-0.3169,14678440.0,453563696.0,29.438789999999983,28.707046666666656,-0.731743333333327,0.731743333333327
20211022,603197.SH,31.56,30.54,32.67,30.51,30.73,0.8299999999999983,2.7009,7880147.0,249819613.0,29.432459999999985,28.653156666666654,-0.7793033333333312,0.7793033333333312
20211015,603197.SH,30.73,27.91,31.12,27.3,27.97,2.7600000000000016,9.8677,12535718.0,373032971.0,29.852279999999986,28.595301666666657,-1.256978333333329,1.256978333333329
20211008,603197.SH,27.5374,26.5824,27.7343,26.5824,26.4445,1.0929000000000002,4.1328,1315845.0,36579601.0,30.145399999999984,28.584918333333324,-1.5604816666666608,1.5604816666666608
20210930,603197.SH,26.4445,27.5669,27.6555,25.9523,27.5472,-1.1026999999999987,-4.0029,4746162.0,128342824.0,30.842449999999985,28.621304999999992,-2.221144999999993,2.221144999999993
20210924,603197.SH,27.5472,27.0943,28.01,26.9565,27.4685,0.07870000000000132,0.2865,3111521.0,86943828.0,31.903779999999983,28.667136666666657,-3.236643333333326,3.236643333333326
20210917,603197.SH,27.4685,29.5951,29.8215,27.3306,29.6344,-2.1659000000000006,-7.3087,6784945.0,196899573.0,32.58802999999999,28.708394999999992,-3.879634999999997,3.879634999999997
20210910,603197.SH,29.6344,30.363,31.3377,29.3194,30.363,-0.7286000000000001,-2.3996,9569584.0,294185611.0,32.976919999999986,28.739758333333327,-4.237161666666658,4.237161666666658
20210903,603197.SH,30.363,31.4361,34.2617,29.8313,31.6429,-1.2799000000000014,-4.0448,15277973.0,497922033.0,33.01629999999998,28.752238333333327,-4.264061666666652,4.264061666666652
20210827,603197.SH,31.6429,31.318,32.972,30.8257,31.3967,0.24620000000000175,0.7842,7893564.0,255846720.0,33.27128999999998,28.82435833333333,-4.44693166666665,4.44693166666665
20210820,603197.SH,31.3967,35.8075,35.8665,30.8553,35.7582,-4.361500000000003,-12.1972,11456994.0,385927608.0,33.36875999999997,28.79280666666666,-4.575953333333313,4.575953333333313
20210813,603197.SH,35.7582,33.4544,36.1225,32.6569,33.6612,2.0970000000000013,6.2297,10951370.0,388596800.0,33.409129999999976,28.73222666666666,-4.676903333333318,4.676903333333318
20210806,603197.SH,33.6612,34.2716,35.0297,33.0015,34.5079,-0.8466999999999985,-2.4536,10954420.0,378042894.0,32.954279999999976,28.62299166666666,-4.331288333333315,4.331288333333315
20210730,603197.SH,34.5079,37.4122,38.2983,30.5205,37.0578,-2.549900000000001,-6.8809,26148475.0,896635751.0,32.65398999999998,28.542373333333327,-4.111616666666652,4.111616666666652
20210723,603197.SH,37.0578,34.7343,37.875,34.1633,34.3897,2.6681000000000026,7.7584,15191593.0,551395096.0,32.08393999999997,28.457388333333324,-3.6265516666666464,3.6265516666666464
20210716,603197.SH,34.3897,31.702,34.8721,31.702,31.3574,3.0322999999999993,9.6701,20606394.0,702108429.0,31.236259999999977,28.317236666666656,-2.919023333333321,2.919023333333321
20210709,603197.SH,31.3574,30.1759,31.4066,29.8412,30.0282,1.3292000000000002,4.4265,11758411.0,366282336.0,30.741039999999977,28.183063333333326,-2.557976666666651,2.557976666666651
20210702,603197.SH,30.0282,32.7849,33.671,29.979,32.9129,-2.8847000000000023,-8.7646,12422607.0,398265896.0,30.444689999999973,28.10137666666666,-2.343313333333313,2.343313333333313
20210625,603197.SH,32.9129,32.9818,34.9017,32.5093,32.6176,0.29529999999999745,0.9053,12003398.0,409288960.0,30.139489999999977,28.062956666666658,-2.0765333333333196,2.0765333333333196
20210618,603197.SH,32.6176,31.6035,32.8932,30.7962,31.8004,0.8172000000000033,2.5698,8006862.0,258771136.0,29.516279999999977,27.950473333333324,-1.5658066666666528,1.5658066666666528
20210611,603197.SH,31.8004,31.318,32.6766,30.7174,31.2097,0.5906999999999982,1.8927,8847457.0,284344676.0,28.79953999999998,27.80441999999999,-0.9951199999999893,0.9951199999999893
