trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,603558.SH,10.89,11.4,11.63,10.53,11.38,-0.4900000000000002,-4.3058,19222234.0,212367291.0,11.58900000000001,9.35633333333333,-2.2326666666666792,2.2326666666666792
20220114,603558.SH,11.38,11.8,12.25,11.23,12.03,-0.6499999999999986,-5.4032,18045309.0,213245672.0,11.56000000000001,9.337999999999996,-2.2220000000000137,2.2220000000000137
20220107,603558.SH,12.03,11.92,12.41,11.7,11.78,0.25,2.1222,15945119.0,190259984.0,11.49900000000001,9.322499999999996,-2.176500000000013,2.176500000000013
20211231,603558.SH,11.78,11.06,11.87,10.88,11.07,0.7099999999999991,6.4137,16750822.0,191275868.0,11.40200000000001,9.285833333333331,-2.116166666666679,2.116166666666679
20211224,603558.SH,11.07,10.88,11.4,10.5,10.9,0.16999999999999993,1.5596,21725805.0,237118323.0,11.35200000000001,9.255833333333332,-2.0961666666666776,2.0961666666666776
20211217,603558.SH,10.9,11.93,11.95,10.83,11.95,-1.049999999999999,-8.7866,28413625.0,319019564.0,11.274000000000008,9.23183333333333,-2.0421666666666773,2.0421666666666773
20211210,603558.SH,11.95,11.92,12.13,11.4,11.92,0.02999999999999936,0.2517,24395059.0,286446764.0,11.290000000000008,9.216833333333332,-2.073166666666676,2.073166666666676
20211203,603558.SH,11.92,11.82,12.44,11.48,12.02,-0.09999999999999964,-0.8319,35957508.0,431658577.0,11.100000000000007,9.180999999999996,-1.9190000000000111,1.9190000000000111
20211126,603558.SH,12.02,11.94,12.08,11.38,11.95,0.07000000000000028,0.5858,34174748.0,401515118.0,10.906000000000008,9.137666666666664,-1.7683333333333433,1.7683333333333433
20211119,603558.SH,11.95,10.6,12.03,10.36,10.6,1.3499999999999996,12.7358,48113969.0,537700896.0,10.726000000000008,9.089499999999997,-1.6365000000000105,1.6365000000000105
20211112,603558.SH,10.6,10.62,11.53,10.47,10.77,-0.16999999999999993,-1.5785,28614451.0,316311757.0,10.502000000000006,9.041833333333331,-1.4601666666666748,1.4601666666666748
20211105,603558.SH,10.77,10.87,11.14,10.42,11.06,-0.2900000000000009,-2.6221,20442447.0,219335355.0,10.388000000000007,9.022166666666664,-1.3658333333333434,1.3658333333333434
20211029,603558.SH,11.06,11.1,11.8,10.5,11.28,-0.21999999999999886,-1.9504,29836073.0,336718536.0,10.194000000000006,8.997499999999997,-1.1965000000000092,1.1965000000000092
20211022,603558.SH,11.28,10.44,11.66,10.14,10.29,0.9900000000000002,9.621,43587414.0,477393082.0,9.948000000000006,8.972166666666663,-0.9758333333333429,0.9758333333333429
20211015,603558.SH,10.29,11.39,12.17,9.63,11.06,-0.7700000000000014,-6.962,68098375.0,729373339.0,9.685000000000006,8.943833333333332,-0.7411666666666736,0.7411666666666736
20211008,603558.SH,11.06,10.15,11.06,10.05,10.05,1.0099999999999998,10.0498,10843434.0,117275924.0,9.526000000000007,8.923499999999999,-0.602500000000008,0.602500000000008
20210930,603558.SH,10.05,9.98,10.18,9.48,9.98,0.07000000000000028,0.7014,12458227.0,122404658.0,9.243000000000007,8.892500000000002,-0.3505000000000056,0.3505000000000056
20210924,603558.SH,9.98,10.02,10.7,9.73,10.22,-0.2400000000000002,-2.3483,13161406.0,134620290.0,9.098000000000008,8.874000000000002,-0.22400000000000553,0.22400000000000553
20210917,603558.SH,10.22,9.73,10.45,9.65,9.71,0.5099999999999998,5.2523,22313685.0,226366586.0,8.959000000000007,8.861500000000003,-0.0975000000000037,0.0975000000000037
20210910,603558.SH,9.71,9.5,10.78,9.44,9.46,0.25,2.6427,43662861.0,442307281.0,8.792000000000007,8.841833333333335,0.04983333333332851,-0.04983333333332851
20210903,603558.SH,9.46,8.92,9.7,8.7,8.83,0.6300000000000008,7.1348,18272877.0,165861197.0,8.736000000000008,8.84366666666667,0.10766666666666147,-0.10766666666666147
20210827,603558.SH,8.83,8.6,9.19,8.6,8.6,0.23000000000000043,2.6744,18230312.0,163822028.0,8.577000000000007,8.850000000000001,0.27299999999999436,-0.27299999999999436
20210820,603558.SH,8.6,8.68,9.09,8.53,8.65,-0.05000000000000071,-0.578,17850260.0,156833598.0,8.494000000000007,8.864166666666668,0.37016666666666076,-0.37016666666666076
20210813,603558.SH,8.65,8.8,9.0,8.55,8.7,-0.049999999999998934,-0.5747,12107345.0,105484536.0,8.448000000000008,8.8675,0.4194999999999922,-0.4194999999999922
20210806,603558.SH,8.7,8.39,9.16,8.15,8.23,0.46999999999999886,5.7108,16051945.0,138319299.0,8.418000000000006,8.864333333333333,0.44633333333332637,-0.44633333333332637
20210730,603558.SH,8.23,8.6,8.63,8.04,8.6,-0.3699999999999992,-4.3023,8801672.0,73189614.0,8.368000000000006,8.856833333333332,0.4888333333333268,-0.4888333333333268
20210723,603558.SH,8.6,8.58,9.13,8.48,8.59,0.009999999999999787,0.1164,18095586.0,159963557.0,8.381000000000006,8.865999999999998,0.4849999999999923,-0.4849999999999923
20210716,603558.SH,8.59,8.57,8.85,8.42,8.55,0.03999999999999915,0.4678,11327787.0,97917009.0,8.372000000000007,8.860999999999997,0.4889999999999901,-0.4889999999999901
20210709,603558.SH,8.55,9.2,9.5,8.52,9.15,-0.5999999999999996,-6.5574,25913520.0,232258750.0,8.387000000000006,8.85783333333333,0.47083333333332433,-0.47083333333332433
20210702,603558.SH,9.15,7.9,9.3,7.82,7.87,1.2800000000000002,16.2643,37308301.0,325869866.0,8.405000000000006,8.860166666666665,0.45516666666665806,-0.45516666666665806
20210625,603558.SH,7.87,7.98,8.04,7.81,8.0,-0.1299999999999999,-1.625,4287447.0,33977258.0,8.322000000000006,8.848999999999998,0.5269999999999921,-0.5269999999999921
20210618,603558.SH,8.0,8.23,8.23,7.9,8.14,-0.14000000000000057,-1.7199,3842254.0,30979138.0,8.382000000000005,8.855333333333332,0.4733333333333274,-0.4733333333333274
20210611,603558.SH,8.14,8.3,8.4,8.09,8.35,-0.20999999999999908,-2.515,5258097.0,43082750.0,8.433000000000005,8.861993333333333,0.42899333333332734,-0.42899333333332734
20210604,603558.SH,8.35,8.17,8.41,8.16,8.2,0.15000000000000036,1.8293,7596118.0,62704757.0,8.480000000000006,8.863276666666666,0.38327666666666005,-0.38327666666666005
20210528,603558.SH,8.2,8.3,8.5,8.11,8.36,-0.16000000000000014,-1.9139,6758041.0,55823562.0,8.531000000000006,8.857056666666665,0.3260566666666591,-0.3260566666666591
20210521,603558.SH,8.36,8.51,8.76,8.09,8.51,-0.15000000000000036,-1.7626,13066150.0,109936072.0,8.571000000000005,8.852534999999998,0.28153499999999276,-0.28153499999999276
20210514,603558.SH,8.51,8.64,8.74,8.38,8.74,-0.23000000000000043,-2.6316,5067721.0,43155350.0,8.611000000000006,8.859601666666665,0.24860166666665862,-0.24860166666665862
20210507,603558.SH,8.74,8.69,8.85,8.54,8.73,0.009999999999999787,0.1145,3578205.0,31235082.0,8.616000000000005,8.877783333333332,0.2617833333333266,-0.2617833333333266
20210430,603558.SH,8.73,8.46,8.75,8.01,8.32,0.41000000000000014,4.9279,12055373.0,102791913.0,8.570000000000006,8.899499999999998,0.32949999999999235,-0.32949999999999235
20210423,603558.SH,8.32,8.46,8.78,8.28,8.47,-0.15000000000000036,-1.771,7589327.0,64710593.0,8.563000000000006,8.93051333333333,0.36751333333332425,-0.36751333333332425
20210416,603558.SH,8.47,8.51,8.65,8.23,8.51,-0.03999999999999915,-0.47,5080443.0,42710904.0,8.562000000000006,8.954104999999997,0.39210499999999016,-0.39210499999999016
20210409,603558.SH,8.51,8.58,8.8,8.48,8.61,-0.09999999999999964,-1.1614,4894199.0,42317530.0,8.549000000000007,8.997139999999996,0.44813999999998977,-0.44813999999998977
20210402,603558.SH,8.61,8.83,8.84,8.18,8.86,-0.25,-2.8217,11595717.0,99284208.0,8.519000000000007,9.031659999999995,0.5126599999999879,-0.5126599999999879
20210326,603558.SH,8.86,8.6,8.96,8.55,8.6,0.2599999999999998,3.0233,11443799.0,100117189.0,8.447000000000006,9.05041833333333,0.6034183333333232,-0.6034183333333232
20210319,603558.SH,8.6,8.74,8.84,8.41,8.76,-0.16000000000000014,-1.8265,10362649.0,89544902.0,8.360000000000007,9.069174999999996,0.7091749999999895,-0.7091749999999895
20210312,603558.SH,8.76,8.58,8.98,8.36,8.56,0.1999999999999993,2.3364,15750420.0,137971582.0,8.326000000000008,9.10972333333333,0.783723333333322,-0.783723333333322
20210305,603558.SH,8.56,8.31,8.59,8.21,8.28,0.28000000000000114,3.3816,12433678.0,104653315.0,8.252000000000006,9.145041666666662,0.8930416666666563,-0.8930416666666563
20210226,603558.SH,8.28,8.61,8.75,8.1,8.66,-0.3800000000000008,-4.388,12733214.0,106957792.0,8.207000000000006,9.181931666666664,0.9749316666666576,-0.9749316666666576
20210219,603558.SH,8.66,8.33,8.76,8.22,8.31,0.34999999999999964,4.2118,4655982.0,39770513.0,8.223000000000006,9.202504999999999,0.9795049999999925,-0.9795049999999925
20210210,603558.SH,8.31,8.36,8.65,8.15,8.34,-0.02999999999999936,-0.3597,7549785.0,63464350.0,8.285000000000007,9.212259999999999,0.9272599999999915,-0.9272599999999915
20210205,603558.SH,8.34,8.2,8.81,8.2,8.21,0.129999999999999,1.5834,15174271.0,128868842.0,8.427000000000007,9.228010000000001,0.8010099999999944,-0.8010099999999944
20210129,603558.SH,8.21,7.82,8.35,7.2,7.89,0.3200000000000012,4.0558,28867475.0,229641162.0,8.572000000000006,9.23461,0.6626099999999937,-0.6626099999999937
20210122,603558.SH,7.89,7.99,8.23,7.86,7.99,-0.10000000000000053,-1.2516,10070327.0,80875373.0,8.796000000000006,9.246419999999999,0.45041999999999227,-0.45041999999999227
20210115,603558.SH,7.99,8.21,8.55,7.9,8.26,-0.2699999999999996,-3.2688,20537041.0,167801628.0,8.990000000000006,9.263883333333332,0.2738833333333268,-0.2738833333333268
20210108,603558.SH,8.26,7.96,8.75,7.75,8.02,0.2400000000000002,2.9925,27189016.0,225995332.0,9.189000000000007,9.288649999999999,0.09964999999999158,-0.09964999999999158
20201231,603558.SH,8.02,8.13,8.45,7.89,8.11,-0.08999999999999986,-1.1097,9865039.0,80111400.0,9.326000000000006,9.302669999999999,-0.023330000000006734,0.023330000000006734
20201225,603558.SH,8.11,8.4,8.47,7.8,8.44,-0.33000000000000007,-3.91,8751074.0,71036667.0,9.524000000000006,9.314283333333332,-0.2097166666666741,0.2097166666666741
20201218,603558.SH,8.44,9.25,9.28,8.28,9.28,-0.8399999999999999,-9.0517,13772730.0,119741104.0,9.693000000000007,9.322313333333334,-0.37068666666667305,0.37068666666667305
20201211,603558.SH,9.28,9.71,9.77,9.21,9.73,-0.45000000000000107,-4.6249,9950014.0,93982332.0,9.781000000000006,9.325324999999998,-0.45567500000000827,0.45567500000000827
20201204,603558.SH,9.73,9.82,9.9,9.46,9.79,-0.05999999999999872,-0.6129,10468412.0,100623351.0,9.766000000000005,9.303605,-0.4623950000000061,0.4623950000000061
20201127,603558.SH,9.79,10.43,10.48,9.6,10.45,-0.6600000000000001,-6.3158,14545227.0,145576496.0,9.702000000000005,9.274063333333332,-0.42793666666667285,0.42793666666667285
20201120,603558.SH,10.45,9.98,10.69,9.86,9.83,0.6199999999999992,6.3072,28559609.0,296505999.0,9.665000000000006,9.246725,-0.4182750000000066,0.4182750000000066
20201113,603558.SH,9.83,9.98,10.19,9.54,9.98,-0.15000000000000036,-1.503,13288839.0,131510817.0,9.549000000000007,9.213033333333332,-0.33596666666667474,0.33596666666667474
20201106,603558.SH,9.98,9.61,10.02,9.19,9.63,0.34999999999999964,3.6345,15696121.0,151443446.0,9.520000000000007,9.191756666666665,-0.3282433333333419,0.3282433333333419
