trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,603009.SH,6.59,7.27,7.5,6.49,7.26,-0.6699999999999999,-9.2287,53394608.0,369898611.0,7.185000000000025,6.194666666666666,-0.9903333333333597,0.9903333333333597
20220114,603009.SH,7.26,7.47,7.89,7.23,7.65,-0.39000000000000057,-5.098,61373110.0,463153255.0,7.223000000000025,6.194,-1.0290000000000248,1.0290000000000248
20220107,603009.SH,7.65,7.47,8.24,7.25,7.5,0.15000000000000036,2.0,78046138.0,597108206.0,7.109000000000025,6.180166666666667,-0.9288333333333583,0.9288333333333583
20211231,603009.SH,7.5,7.21,7.69,7.15,7.28,0.21999999999999975,3.022,60645866.0,448172224.0,6.930000000000024,6.154166666666667,-0.7758333333333569,0.7758333333333569
20211224,603009.SH,7.28,7.32,8.24,7.27,7.4,-0.1200000000000001,-1.6216,141156486.0,1094305203.0,6.784000000000025,6.1315,-0.6525000000000247,0.6525000000000247
20211217,603009.SH,7.4,7.54,7.85,7.14,7.21,0.1900000000000004,2.6352,146747747.0,1090154400.0,6.680000000000024,6.107333333333333,-0.5726666666666906,0.5726666666666906
20211210,603009.SH,7.21,7.01,7.21,6.3,7.12,0.08999999999999986,1.264,108463364.0,723520948.0,6.572000000000024,6.0841666666666665,-0.48783333333335754,0.48783333333335754
20211203,603009.SH,7.12,6.27,7.87,6.2,6.91,0.20999999999999996,3.0391,117155995.0,808113830.0,6.465000000000025,6.065666666666668,-0.39933333333335685,0.39933333333335685
20211126,603009.SH,6.91,6.93,7.23,6.8,6.93,-0.019999999999999574,-0.2886,31234503.0,217281071.0,6.409000000000025,6.0471666666666675,-0.3618333333333572,0.3618333333333572
20211119,603009.SH,6.93,6.95,7.13,6.74,6.97,-0.040000000000000036,-0.5739,32452650.0,224521114.0,6.374000000000025,6.029666666666667,-0.344333333333358,0.344333333333358
20211112,603009.SH,6.97,6.14,7.05,6.14,6.12,0.8499999999999996,13.8889,62769437.0,420372935.0,6.3450000000000255,6.013166666666667,-0.33183333333335874,0.33183333333335874
20211105,603009.SH,6.12,5.85,6.42,5.75,5.86,0.2599999999999998,4.4369,26117659.0,157065399.0,6.352000000000025,6.001833333333334,-0.3501666666666914,0.3501666666666914
20211029,603009.SH,5.86,6.04,6.35,5.63,6.04,-0.17999999999999972,-2.9801,20792723.0,123915331.0,6.4380000000000255,6.002666666666667,-0.4353333333333582,0.4353333333333582
20211022,603009.SH,6.04,6.24,6.38,6.03,6.24,-0.20000000000000018,-3.2051,12981150.0,81268152.0,6.509000000000026,6.011666666666667,-0.4973333333333594,0.4973333333333594
20211015,603009.SH,6.24,6.32,6.42,6.08,6.32,-0.08000000000000007,-1.2658,12507750.0,77891710.0,6.600000000000025,6.022333333333333,-0.5776666666666923,0.5776666666666923
20211008,603009.SH,6.32,6.2,6.37,6.0,6.14,0.1800000000000006,2.9316,3605490.0,22712325.0,6.606000000000026,6.0325,-0.5735000000000259,0.5735000000000259
20210930,603009.SH,6.14,6.56,6.61,5.97,6.56,-0.41999999999999993,-6.4024,16419189.0,101576328.0,6.581000000000026,6.045333333333333,-0.5356666666666934,0.5356666666666934
20210924,603009.SH,6.56,6.5,6.91,6.45,6.56,0.0,0.0,13527850.0,90605640.0,6.606000000000026,6.051666666666666,-0.5543333333333598,0.5543333333333598
20210917,603009.SH,6.56,6.63,6.85,6.4,6.64,-0.08000000000000007,-1.2048,24594589.0,163685156.0,6.5820000000000265,6.052333333333333,-0.5296666666666932,0.5296666666666932
20210910,603009.SH,6.64,7.05,7.13,6.63,7.04,-0.40000000000000036,-5.6818,38524289.0,264161266.0,6.540000000000026,6.048666666666666,-0.49133333333336005,0.49133333333336005
20210903,603009.SH,7.04,7.03,7.28,6.79,6.98,0.05999999999999961,0.8596,44629563.0,314697491.0,6.455000000000027,6.048166666666666,-0.4068333333333607,0.4068333333333607
20210827,603009.SH,6.98,6.59,7.23,6.55,6.57,0.41000000000000014,6.2405,38001333.0,261359479.0,6.336000000000025,6.047499999999999,-0.28850000000002574,0.28850000000002574
20210820,603009.SH,6.57,6.88,6.9,6.39,6.95,-0.3799999999999999,-5.4676,37624983.0,250547418.0,6.224000000000026,6.032333333333332,-0.19166666666669396,0.19166666666669396
20210813,603009.SH,6.95,6.29,7.08,6.26,6.3,0.6500000000000004,10.3175,71377434.0,476603174.0,6.154000000000026,6.021999999999999,-0.13200000000002632,0.13200000000002632
20210806,603009.SH,6.3,6.05,6.71,5.96,6.07,0.22999999999999954,3.7891,91304099.0,589846349.0,6.066000000000026,6.006833333333333,-0.05916666666669279,0.05916666666669279
