trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,600021.SH,12.89,12.83,15.22,12.6,12.83,0.0600000000000005,0.4677,520642740.0,7178698654.0,12.360999999999994,8.504808333333338,-3.856191666666655,3.856191666666655
20220114,600021.SH,12.83,11.5,13.06,11.5,12.27,0.5600000000000005,4.564,338085241.0,4186587247.0,11.967999999999995,8.413730000000006,-3.5542699999999883,3.5542699999999883
20220107,600021.SH,12.27,13.08,13.6,12.0,12.82,-0.5500000000000007,-4.2902,303729377.0,3851238036.0,11.640999999999995,8.319711666666672,-3.3212883333333227,3.3212883333333227
20211231,600021.SH,12.82,15.85,16.48,12.73,16.2,-3.379999999999999,-20.8642,484444757.0,6746894775.0,11.519999999999994,8.232401666666672,-3.2875983333333227,3.2875983333333227
20211224,600021.SH,16.2,14.4,16.68,13.56,14.4,1.799999999999999,12.5,477498634.0,7102995199.0,11.207999999999995,8.137073333333339,-3.070926666666656,3.070926666666656
20211217,600021.SH,14.4,12.87,15.38,12.5,12.26,2.1400000000000006,17.4551,537448968.0,7480068425.0,10.561999999999994,7.984426666666673,-2.577573333333321,2.577573333333321
20211210,600021.SH,12.26,12.34,13.45,11.1,11.89,0.3699999999999992,3.1119,452921467.0,5567826745.0,10.234999999999992,7.866376666666673,-2.3686233333333195,2.3686233333333195
20211203,600021.SH,11.89,9.02,11.89,8.87,9.25,2.6400000000000006,28.5405,384847535.0,4039378601.0,10.245999999999992,7.787440000000006,-2.458559999999985,2.458559999999985
20211126,600021.SH,9.25,8.87,10.14,8.75,8.8,0.4499999999999993,5.1136,276679574.0,2586756549.0,10.330999999999992,7.714341666666673,-2.6166583333333193,2.6166583333333193
20211119,600021.SH,8.8,8.96,9.08,8.46,8.96,-0.16000000000000014,-1.7857,169237689.0,1484849088.0,10.36299999999999,7.68343833333334,-2.6795616666666504,2.6795616666666504
20211112,600021.SH,8.96,9.39,9.53,8.87,9.56,-0.5999999999999996,-6.2762,232702066.0,2129378221.0,10.387999999999991,7.658885000000007,-2.729114999999984,2.729114999999984
20211105,600021.SH,9.56,10.87,11.37,9.46,11.06,-1.5,-13.5624,369996537.0,3829016503.0,10.259999999999993,7.635605000000007,-2.6243949999999856,2.6243949999999856
