trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,000926.SZ,4.37,4.44,4.52,4.33,4.43,-0.05999999999999961,-1.3544,42746686.0,189337442.45,4.221999999999992,4.411221666666674,0.18922166666668172,-0.18922166666668172
20220114,000926.SZ,4.43,4.4,4.61,4.39,4.4,0.02999999999999936,0.6818,70884857.0,319602039.85,4.1879999999999935,4.4260183333333405,0.238018333333347,-0.238018333333347
20220107,000926.SZ,4.4,4.24,4.48,4.21,4.25,0.15000000000000036,3.5294,48404184.0,210676492.24,4.130999999999993,4.4393216666666735,0.30832166666668037,-0.30832166666668037
20211231,000926.SZ,4.25,4.25,4.28,4.18,4.22,0.03000000000000025,0.7109,33136130.0,140347823.8,4.088999999999993,4.45114833333334,0.36214833333334706,-0.36214833333334706
20211224,000926.SZ,4.22,4.21,4.59,4.2,4.21,0.009999999999999787,0.2375,102130013.0,451525084.91,4.077999999999993,4.464321666666674,0.38632166666668066,-0.38632166666668066
20211217,000926.SZ,4.21,4.16,4.23,4.09,4.17,0.040000000000000036,0.9592,30765155.0,128257013.72,4.068999999999994,4.477336666666673,0.40833666666667945,-0.40833666666667945
20211210,000926.SZ,4.17,4.12,4.23,4.05,4.1,0.07000000000000028,1.7073,38098609.0,157888049.48,4.084999999999993,4.494800000000007,0.40980000000001393,-0.40980000000001393
20211203,000926.SZ,4.1,4.03,4.12,4.01,4.03,0.0699999999999994,1.737,25318714.0,102943193.71,4.0999999999999925,4.51408333333334,0.41408333333334735,-0.41408333333334735
20211126,000926.SZ,4.03,4.03,4.06,3.99,4.04,-0.009999999999999787,-0.2475,17560152.0,70715649.67,4.130999999999993,4.534040000000005,0.4030400000000123,-0.4030400000000123
20211119,000926.SZ,4.04,4.03,4.07,3.96,4.03,0.009999999999999787,0.2481,16866800.0,67716051.96,4.166999999999993,4.553680000000005,0.38668000000001257,-0.38668000000001257
20211112,000926.SZ,4.03,3.85,4.1,3.83,3.86,0.17000000000000037,4.4041,28951302.0,114991159.8,4.213999999999993,4.575295000000006,0.3612950000000126,-0.3612950000000126
20211105,000926.SZ,3.86,3.99,4.06,3.84,3.98,-0.1200000000000001,-3.0151,29217325.0,114715581.25,4.255999999999993,4.601853333333339,0.3458533333333458,-0.3458533333333458
20211029,000926.SZ,3.98,4.09,4.1,3.9,4.14,-0.1599999999999997,-3.8647,25979622.0,103927396.17,4.291999999999993,4.630586666666672,0.33858666666667947,-0.33858666666667947
20211022,000926.SZ,4.14,4.14,4.24,4.11,4.13,0.009999999999999787,0.2421,23211499.0,96485366.82,4.308999999999993,4.658143333333339,0.3491433333333456,-0.3491433333333456
20211015,000926.SZ,4.13,4.37,4.41,4.12,4.37,-0.2400000000000002,-5.492,28160527.0,119726965.43,4.307999999999994,4.686326666666672,0.3783266666666787,-0.3783266666666787
20211008,000926.SZ,4.37,4.36,4.41,4.34,4.32,0.04999999999999982,1.1574,6457300.0,28296017.0,4.299999999999993,4.714348333333339,0.4143483333333462,-0.4143483333333462
20210930,000926.SZ,4.32,4.42,4.43,4.27,4.41,-0.08999999999999986,-2.0408,24668418.0,107309668.58,4.262999999999993,4.736558333333339,0.4735583333333464,-0.4735583333333464
20210924,000926.SZ,4.41,4.32,4.56,4.3,4.39,0.020000000000000462,0.4556,18931723.0,84421863.27,4.254999999999994,4.758448333333339,0.5034483333333455,-0.5034483333333455
20210917,000926.SZ,4.39,4.53,4.59,4.36,4.51,-0.1200000000000001,-2.6608,37524313.0,168219306.15,4.240949999999993,4.776861666666672,0.5359116666666797,-0.5359116666666797
20210910,000926.SZ,4.51,4.44,4.59,4.4,4.45,0.05999999999999961,1.3483,43659703.0,196754487.9,4.230879999999993,4.793796666666672,0.5629166666666787,-0.5629166666666787
20210903,000926.SZ,4.45,4.19,4.45,4.19,4.22,0.23000000000000043,5.4502,47020351.0,203072562.3,4.207819999999993,4.811201666666673,0.6033816666666798,-0.6033816666666798
20210827,000926.SZ,4.22,4.14,4.24,4.14,4.15,0.0699999999999994,1.6867,21268677.0,89174246.31,4.199649999999993,4.832888333333339,0.6332383333333462,-0.6332383333333462
20210820,000926.SZ,4.15,4.13,4.2,4.1,4.13,0.020000000000000462,0.4843,17492924.0,72654274.78,4.2075699999999925,4.853713333333338,0.6461433333333453,-0.6461433333333453
20210813,000926.SZ,4.13,4.05,4.22,4.04,4.05,0.08000000000000007,1.9753,24177208.0,100018890.84,4.232369999999993,4.869876666666672,0.6375066666666784,-0.6375066666666784
20210806,000926.SZ,4.05,3.99,4.09,3.96,4.0,0.04999999999999982,1.25,16165979.0,65135792.27,4.264109999999993,4.887181666666672,0.6230716666666787,-0.6230716666666787
20210730,000926.SZ,4.0,4.24,4.25,3.96,4.24,-0.2400000000000002,-5.6604,28949052.0,117589732.76,4.3038499999999935,4.904363333333338,0.6005133333333443,-0.6005133333333443
20210723,000926.SZ,4.24,4.33,4.33,4.22,4.32,-0.08000000000000007,-1.8519,17585284.0,75353116.33,4.347599999999994,4.9249700000000045,0.5773700000000108,-0.5773700000000108
20210716,000926.SZ,4.2695,4.2992,4.3189,4.2497,4.2893,-0.01980000000000004,-0.4616,15305686.0,66284675.92,4.370319999999993,4.9396333333333375,0.5693133333333442,-0.5693133333333442
