trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,002620.SZ,5.98,6.21,6.38,5.94,6.26,-0.27999999999999936,-4.4728,36727564.0,226005724.1,6.3839999999999995,6.287850000000002,-0.09614999999999707,0.09614999999999707
20220114,002620.SZ,6.26,6.41,6.87,6.26,6.44,-0.1800000000000006,-2.795,39702642.0,259626618.7,6.385,6.293523333333336,-0.09147666666666421,0.09147666666666421
20220107,002620.SZ,6.44,6.47,6.82,6.4,6.46,-0.019999999999999574,-0.3096,37802215.0,247788742.3,6.305,6.300473333333335,-0.004526666666664347,0.004526666666664347
20211231,002620.SZ,6.46,6.25,6.56,6.21,6.27,0.1900000000000004,3.0303,36304010.0,232319611.44,6.228,6.298975000000002,0.07097500000000245,-0.07097500000000245
20211224,002620.SZ,6.27,6.65,6.9,6.26,6.72,-0.4500000000000002,-6.6964,58894083.0,390247584.07,6.149,6.296153333333336,0.14715333333333636,-0.14715333333333636
20211217,002620.SZ,6.72,6.8,7.08,6.58,6.8,-0.08000000000000007,-1.1765,79434083.0,543286716.51,6.082000000000001,6.29484666666667,0.2128466666666693,-0.2128466666666693
20211210,002620.SZ,6.8,6.71,7.55,6.44,6.96,-0.16000000000000014,-2.2989,142831246.0,994831173.36,6.049,6.282408333333336,0.23340833333333588,-0.23340833333333588
20211203,002620.SZ,6.96,5.81,7.24,5.8,5.91,1.0499999999999998,17.7665,89815432.0,592632175.59,5.994999999999999,6.271278333333337,0.2762783333333374,-0.2762783333333374
20211126,002620.SZ,5.91,6.04,6.07,5.84,6.04,-0.1299999999999999,-2.1523,22562978.0,134005933.88,5.9559999999999995,6.255170000000003,0.2991700000000037,-0.2991700000000037
20211119,002620.SZ,6.04,5.99,6.18,5.87,5.99,0.04999999999999982,0.8347,32632150.0,196492424.0,6.115999999999999,6.252763333333336,0.13676333333333712,-0.13676333333333712
20211112,002620.SZ,5.99,5.6,6.04,5.57,5.46,0.5300000000000002,9.707,39164580.0,227894045.45,6.296999999999999,6.249676666666669,-0.04732333333332939,0.04732333333332939
20211105,002620.SZ,5.46,5.64,5.76,5.37,5.67,-0.20999999999999996,-3.7037,26365770.0,146200955.71,6.547999999999999,6.254523333333336,-0.2934766666666633,0.2934766666666633
20211029,002620.SZ,5.67,5.55,5.8,5.35,5.67,0.0,0.0,35338709.0,197414573.67,6.723999999999999,6.265726666666669,-0.45827333333333,0.45827333333333
20211022,002620.SZ,5.67,5.56,6.22,5.49,5.6,0.07000000000000028,1.25,49740159.0,288560731.12,6.897,6.277226666666669,-0.6197733333333311,0.6197733333333311
20211015,002620.SZ,5.6,6.36,6.42,5.6,6.39,-0.79,-12.3631,49407831.0,295191851.15,7.117999999999999,6.2907083333333365,-0.827291666666663,0.827291666666663
20211008,002620.SZ,6.39,6.32,6.46,6.3,6.26,0.1299999999999999,2.0767,10605750.0,67656742.5,7.369,6.306678333333336,-1.062321666666664,1.062321666666664
20210930,002620.SZ,6.26,6.54,6.57,6.12,6.57,-0.3100000000000005,-4.7184,34081098.0,214941519.38,7.5969999999999995,6.314270000000003,-1.2827299999999964,1.2827299999999964
20210924,002620.SZ,6.57,7.34,7.45,6.5,7.51,-0.9399999999999995,-12.5166,49267342.0,344135872.72,7.956999999999999,6.313625000000003,-1.6433749999999963,1.6433749999999963
20210917,002620.SZ,7.51,7.77,8.49,7.4,7.85,-0.33999999999999986,-4.3312,90848005.0,728078031.43,8.245999999999999,6.303025000000003,-1.9429749999999952,1.9429749999999952
20210910,002620.SZ,7.85,8.44,8.59,7.8,8.5,-0.6500000000000004,-7.6471,63981733.0,524349457.25,8.201339999999998,6.273951666666671,-1.9273883333333277,1.9273883333333277
